factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.ret_5,-0.03146649817731706,-1.5972878514276447,-0.05037310372286786,-2.3769752678929965,-0.004274801639283604,0.5405405405405406
