momentum_20,momentum_60,volatility_20,amount_mean_20,price_strength_20,turnover_mean_20,capital_flow_strength,unusual_count
,,,,,,0.0,0.6546536707079772
,,,,,,-0.04761904761904763,0.5455447255899809
,,,,,,-0.30952380952380953,0.2454951265154914
,,,,,,-0.1666666666666667,0.08183170883849715
,,,,,,-0.28571428571428575,-0.1636634176769943
,,,,,,-0.11904761904761905,-0.3818813079129867
,,,,,,-0.023809523809523815,-0.6273764344284781
,,,,,,-0.04761904761904763,-0.7910398521054723
,,,,,,-0.2380952380952381,-0.6273764344284781
,,,,,,-0.11904761904761905,-0.3273268353539886
,,,,,,-0.3571428571428572,0.19094065395649334
,,,,,,-0.261904761904762,0.27277236279499045
,,,,,,-0.04761904761904763,0.3273268353539886
,,,,,,-0.28571428571428575,0.5455447255899809
,,,,,,-0.6904761904761906,0.19094065395649334
,,,,,,-0.523809523809524,0.08183170883849715
,,,,,,-0.38095238095238104,-0.13638618139749523
,,,,,,-0.04761904761904763,-0.2454951265154914
,,,,,,0.14285714285714288,-0.3546040716334876
,,,-0.023809523809523815,-0.5952380952380953,-0.4761904761904762,0.523809523809524,-0.2454951265154914
-0.7142857142857144,,-0.5000000000000001,-0.14285714285714288,-0.9285714285714287,-0.5952380952380953,0.7380952380952381,-0.0545544725589981
-0.09523809523809526,,-0.1666666666666667,0.4285714285714286,-0.38095238095238104,-0.3333333333333334,0.9047619047619048,-0.3818813079129867
-0.6904761904761906,,-0.4047619047619048,-0.261904761904762,-0.6227656561948947,-0.07142857142857144,0.3571428571428572,0.13638618139749523
-0.1666666666666667,,0.023809523809523815,-0.2380952380952381,-0.7142857142857144,0.2380952380952381,-0.07142857142857144,0.3546040716334876
-0.2142857142857143,,-0.3571428571428572,-0.04761904761904763,-0.4761904761904762,-0.11904761904761905,0.30952380952380953,-0.3000495990744895
-0.023809523809523815,,-0.2142857142857143,-0.09523809523809526,0.0,-0.14285714285714288,0.023809523809523815,-0.40915854419248576
0.07142857142857144,,-0.7619047619047621,-0.07142857142857144,0.14285714285714288,-0.6666666666666669,-0.09523809523809526,-0.02727723627949905
0.30952380952380953,,-0.09523809523809526,-0.023809523809523815,0.11904761904761905,-0.28571428571428575,0.0,-0.40915854419248576
-0.523809523809524,,0.07142857142857144,-0.38095238095238104,-0.2380952380952381,0.2380952380952381,-0.19047619047619052,-0.02727723627949905
-0.14285714285714288,,-0.4047619047619048,-0.38095238095238104,-0.6666666666666669,-0.261904761904762,-0.261904761904762,0.6273764344284781
-0.3333333333333334,,-0.30952380952380953,-0.6190476190476191,-0.5476190476190477,-0.19047619047619052,-0.3333333333333334,0.6273764344284781
