date,ts_code,weight
2025-03-24,000006.SZ,0.125
2025-03-24,000007.SZ,0.125
2025-03-24,000008.SZ,0.125
2025-03-24,000009.SZ,0.125
2025-03-24,000011.SZ,0.125
2025-03-24,000012.SZ,0.125
2025-03-31,000001.SZ,0.125
2025-03-31,000002.SZ,0.125
2025-03-31,000006.SZ,0.125
2025-03-31,000007.SZ,0.125
2025-03-31,000008.SZ,0.125
2025-03-31,000009.SZ,0.125
2025-03-31,000011.SZ,0.125
2025-03-31,000012.SZ,0.125
2025-04-07,000001.SZ,0.125
2025-04-07,000002.SZ,0.125
2025-04-07,000006.SZ,0.125
2025-04-07,000007.SZ,0.125
2025-04-07,000008.SZ,0.125
2025-04-07,000009.SZ,0.125
2025-04-07,000011.SZ,0.125
2025-04-07,000012.SZ,0.125
2025-04-14,000001.SZ,0.125
2025-04-14,000002.SZ,0.125
2025-04-14,000006.SZ,0.125
2025-04-14,000007.SZ,0.125
2025-04-14,000008.SZ,0.125
2025-04-14,000009.SZ,0.125
2025-04-14,000011.SZ,0.125
2025-04-14,000012.SZ,0.125
2025-04-21,000001.SZ,0.125
2025-04-21,000002.SZ,0.125
2025-04-21,000006.SZ,0.125
2025-04-21,000007.SZ,0.125
2025-04-21,000008.SZ,0.125
2025-04-21,000009.SZ,0.125
2025-04-21,000011.SZ,0.125
2025-04-21,000012.SZ,0.125
2025-04-28,000001.SZ,0.125
2025-04-28,000002.SZ,0.125
2025-04-28,000006.SZ,0.125
2025-04-28,000007.SZ,0.125
2025-04-28,000008.SZ,0.125
2025-04-28,000009.SZ,0.125
2025-04-28,000011.SZ,0.125
2025-04-28,000012.SZ,0.125
2025-05-06,000001.SZ,0.125
2025-05-06,000002.SZ,0.125
2025-05-06,000006.SZ,0.125
2025-05-06,000007.SZ,0.125
2025-05-06,000008.SZ,0.125
2025-05-06,000009.SZ,0.125
2025-05-06,000011.SZ,0.125
2025-05-06,000012.SZ,0.125
2025-05-12,000001.SZ,0.125
2025-05-12,000002.SZ,0.125
2025-05-12,000006.SZ,0.125
2025-05-12,000007.SZ,0.125
2025-05-12,000008.SZ,0.125
2025-05-12,000009.SZ,0.125
2025-05-12,000011.SZ,0.125
2025-05-12,000012.SZ,0.125
2025-05-19,000001.SZ,0.125
2025-05-19,000002.SZ,0.125
2025-05-19,000006.SZ,0.125
2025-05-19,000007.SZ,0.125
2025-05-19,000008.SZ,0.125
2025-05-19,000009.SZ,0.125
2025-05-19,000011.SZ,0.125
2025-05-19,000012.SZ,0.125
2025-05-26,000001.SZ,0.125
2025-05-26,000002.SZ,0.125
2025-05-26,000006.SZ,0.125
2025-05-26,000007.SZ,0.125
2025-05-26,000008.SZ,0.125
2025-05-26,000009.SZ,0.125
2025-05-26,000011.SZ,0.125
2025-05-26,000012.SZ,0.125
2025-06-03,000001.SZ,0.125
2025-06-03,000002.SZ,0.125
2025-06-03,000006.SZ,0.125
2025-06-03,000007.SZ,0.125
2025-06-03,000008.SZ,0.125
2025-06-03,000009.SZ,0.125
2025-06-03,000011.SZ,0.125
2025-06-03,000012.SZ,0.125
2025-06-09,000001.SZ,0.125
2025-06-09,000002.SZ,0.125
2025-06-09,000006.SZ,0.125
2025-06-09,000007.SZ,0.125
2025-06-09,000008.SZ,0.125
2025-06-09,000009.SZ,0.125
2025-06-09,000011.SZ,0.125
2025-06-09,000012.SZ,0.125
2025-06-16,000001.SZ,0.125
2025-06-16,000002.SZ,0.125
2025-06-16,000006.SZ,0.125
2025-06-16,000007.SZ,0.125
2025-06-16,000008.SZ,0.125
2025-06-16,000009.SZ,0.125
2025-06-16,000011.SZ,0.125
2025-06-16,000012.SZ,0.125
2025-06-23,000001.SZ,0.125
2025-06-23,000002.SZ,0.125
2025-06-23,000006.SZ,0.125
2025-06-23,000007.SZ,0.125
2025-06-23,000008.SZ,0.125
2025-06-23,000009.SZ,0.125
2025-06-23,000011.SZ,0.125
2025-06-23,000012.SZ,0.125
2025-06-30,000001.SZ,0.125
2025-06-30,000002.SZ,0.125
2025-06-30,000006.SZ,0.125
2025-06-30,000007.SZ,0.125
2025-06-30,000008.SZ,0.125
2025-06-30,000009.SZ,0.125
2025-06-30,000011.SZ,0.125
2025-06-30,000012.SZ,0.125
2025-07-07,000001.SZ,0.125
2025-07-07,000002.SZ,0.125
2025-07-07,000006.SZ,0.125
2025-07-07,000007.SZ,0.125
2025-07-07,000008.SZ,0.125
2025-07-07,000009.SZ,0.125
2025-07-07,000011.SZ,0.125
2025-07-07,000012.SZ,0.125
2025-07-14,000001.SZ,0.125
2025-07-14,000002.SZ,0.125
2025-07-14,000006.SZ,0.125
2025-07-14,000007.SZ,0.125
2025-07-14,000008.SZ,0.125
2025-07-14,000009.SZ,0.125
2025-07-14,000011.SZ,0.125
2025-07-14,000012.SZ,0.125
2025-07-21,000001.SZ,0.125
2025-07-21,000002.SZ,0.125
2025-07-21,000006.SZ,0.125
2025-07-21,000007.SZ,0.125
2025-07-21,000008.SZ,0.125
2025-07-21,000009.SZ,0.125
2025-07-21,000011.SZ,0.125
2025-07-21,000012.SZ,0.125
2025-07-28,000001.SZ,0.125
2025-07-28,000002.SZ,0.125
2025-07-28,000006.SZ,0.125
2025-07-28,000007.SZ,0.125
2025-07-28,000008.SZ,0.125
2025-07-28,000009.SZ,0.125
2025-07-28,000011.SZ,0.125
2025-07-28,000012.SZ,0.125
2025-08-04,000001.SZ,0.125
2025-08-04,000002.SZ,0.125
2025-08-04,000006.SZ,0.125
2025-08-04,000007.SZ,0.125
2025-08-04,000008.SZ,0.125
2025-08-04,000009.SZ,0.125
2025-08-04,000011.SZ,0.125
2025-08-04,000012.SZ,0.125
2025-08-11,000001.SZ,0.125
2025-08-11,000002.SZ,0.125
2025-08-11,000006.SZ,0.125
2025-08-11,000007.SZ,0.125
2025-08-11,000008.SZ,0.125
2025-08-11,000009.SZ,0.125
2025-08-11,000011.SZ,0.125
2025-08-11,000012.SZ,0.125
2025-08-18,000001.SZ,0.125
2025-08-18,000002.SZ,0.125
2025-08-18,000006.SZ,0.125
2025-08-18,000007.SZ,0.125
2025-08-18,000008.SZ,0.125
2025-08-18,000009.SZ,0.125
2025-08-18,000011.SZ,0.125
2025-08-18,000012.SZ,0.125
2025-08-25,000001.SZ,0.125
2025-08-25,000002.SZ,0.125
2025-08-25,000006.SZ,0.125
2025-08-25,000007.SZ,0.125
2025-08-25,000008.SZ,0.125
2025-08-25,000009.SZ,0.125
2025-08-25,000011.SZ,0.125
2025-08-25,000012.SZ,0.125
2025-09-01,000001.SZ,0.125
2025-09-01,000002.SZ,0.125
2025-09-01,000006.SZ,0.125
2025-09-01,000007.SZ,0.125
2025-09-01,000008.SZ,0.125
2025-09-01,000009.SZ,0.125
2025-09-01,000011.SZ,0.125
2025-09-01,000012.SZ,0.125
2025-09-08,000001.SZ,0.125
2025-09-08,000002.SZ,0.125
2025-09-08,000006.SZ,0.125
2025-09-08,000007.SZ,0.125
2025-09-08,000008.SZ,0.125
2025-09-08,000009.SZ,0.125
2025-09-08,000011.SZ,0.125
2025-09-08,000012.SZ,0.125
2025-09-15,000001.SZ,0.125
2025-09-15,000002.SZ,0.125
2025-09-15,000006.SZ,0.125
2025-09-15,000007.SZ,0.125
2025-09-15,000008.SZ,0.125
2025-09-15,000009.SZ,0.125
2025-09-15,000011.SZ,0.125
2025-09-15,000012.SZ,0.125
2025-09-22,000001.SZ,0.125
2025-09-22,000002.SZ,0.125
2025-09-22,000006.SZ,0.125
2025-09-22,000007.SZ,0.125
2025-09-22,000008.SZ,0.125
2025-09-22,000009.SZ,0.125
2025-09-22,000011.SZ,0.125
2025-09-22,000012.SZ,0.125
2025-09-29,000001.SZ,0.125
2025-09-29,000002.SZ,0.125
2025-09-29,000006.SZ,0.125
2025-09-29,000007.SZ,0.125
2025-09-29,000008.SZ,0.125
2025-09-29,000009.SZ,0.125
2025-09-29,000011.SZ,0.125
2025-09-29,000012.SZ,0.125
2025-10-09,000001.SZ,0.125
2025-10-09,000002.SZ,0.125
2025-10-09,000006.SZ,0.125
2025-10-09,000007.SZ,0.125
2025-10-09,000008.SZ,0.125
2025-10-09,000009.SZ,0.125
2025-10-09,000011.SZ,0.125
2025-10-09,000012.SZ,0.125
2025-10-13,000001.SZ,0.125
2025-10-13,000002.SZ,0.125
2025-10-13,000006.SZ,0.125
2025-10-13,000007.SZ,0.125
2025-10-13,000008.SZ,0.125
2025-10-13,000009.SZ,0.125
2025-10-13,000011.SZ,0.125
2025-10-13,000012.SZ,0.125
2025-10-20,000001.SZ,0.125
2025-10-20,000002.SZ,0.125
2025-10-20,000006.SZ,0.125
2025-10-20,000007.SZ,0.125
2025-10-20,000008.SZ,0.125
2025-10-20,000009.SZ,0.125
2025-10-20,000011.SZ,0.125
2025-10-20,000012.SZ,0.125
2025-10-27,000001.SZ,0.125
2025-10-27,000002.SZ,0.125
2025-10-27,000006.SZ,0.125
2025-10-27,000007.SZ,0.125
2025-10-27,000008.SZ,0.125
2025-10-27,000009.SZ,0.125
2025-10-27,000011.SZ,0.125
2025-10-27,000012.SZ,0.125
2025-11-03,000001.SZ,0.125
2025-11-03,000002.SZ,0.125
2025-11-03,000006.SZ,0.125
2025-11-03,000007.SZ,0.125
2025-11-03,000008.SZ,0.125
2025-11-03,000009.SZ,0.125
2025-11-03,000011.SZ,0.125
2025-11-03,000012.SZ,0.125
2025-11-10,000001.SZ,0.125
2025-11-10,000002.SZ,0.125
2025-11-10,000006.SZ,0.125
2025-11-10,000007.SZ,0.125
2025-11-10,000008.SZ,0.125
2025-11-10,000009.SZ,0.125
2025-11-10,000011.SZ,0.125
2025-11-10,000012.SZ,0.125
2025-11-17,000001.SZ,0.125
2025-11-17,000002.SZ,0.125
2025-11-17,000006.SZ,0.125
2025-11-17,000007.SZ,0.125
2025-11-17,000008.SZ,0.125
2025-11-17,000009.SZ,0.125
2025-11-17,000011.SZ,0.125
2025-11-17,000012.SZ,0.125
2025-11-24,000001.SZ,0.125
2025-11-24,000002.SZ,0.125
2025-11-24,000006.SZ,0.125
2025-11-24,000007.SZ,0.125
2025-11-24,000008.SZ,0.125
2025-11-24,000009.SZ,0.125
2025-11-24,000011.SZ,0.125
2025-11-24,000012.SZ,0.125
2025-12-01,000001.SZ,0.125
2025-12-01,000002.SZ,0.125
2025-12-01,000006.SZ,0.125
2025-12-01,000007.SZ,0.125
2025-12-01,000008.SZ,0.125
2025-12-01,000009.SZ,0.125
2025-12-01,000011.SZ,0.125
2025-12-01,000012.SZ,0.125
2025-12-08,000001.SZ,0.125
2025-12-08,000002.SZ,0.125
2025-12-08,000006.SZ,0.125
2025-12-08,000007.SZ,0.125
2025-12-08,000008.SZ,0.125
2025-12-08,000009.SZ,0.125
2025-12-08,000011.SZ,0.125
2025-12-08,000012.SZ,0.125
2025-12-15,000001.SZ,0.125
2025-12-15,000002.SZ,0.125
2025-12-15,000006.SZ,0.125
2025-12-15,000007.SZ,0.125
2025-12-15,000008.SZ,0.125
2025-12-15,000009.SZ,0.125
2025-12-15,000011.SZ,0.125
2025-12-15,000012.SZ,0.125
2025-12-22,000001.SZ,0.125
2025-12-22,000002.SZ,0.125
2025-12-22,000006.SZ,0.125
2025-12-22,000007.SZ,0.125
2025-12-22,000008.SZ,0.125
2025-12-22,000009.SZ,0.125
2025-12-22,000011.SZ,0.125
2025-12-22,000012.SZ,0.125
2025-12-29,000001.SZ,0.125
2025-12-29,000002.SZ,0.125
2025-12-29,000006.SZ,0.125
2025-12-29,000007.SZ,0.125
2025-12-29,000008.SZ,0.125
2025-12-29,000009.SZ,0.125
2025-12-29,000011.SZ,0.125
2025-12-29,000012.SZ,0.125
2026-01-05,000001.SZ,0.125
2026-01-05,000002.SZ,0.125
2026-01-05,000006.SZ,0.125
2026-01-05,000007.SZ,0.125
2026-01-05,000008.SZ,0.125
2026-01-05,000009.SZ,0.125
2026-01-05,000011.SZ,0.125
2026-01-05,000012.SZ,0.125
2026-01-12,000001.SZ,0.125
2026-01-12,000002.SZ,0.125
2026-01-12,000006.SZ,0.125
2026-01-12,000007.SZ,0.125
2026-01-12,000008.SZ,0.125
2026-01-12,000009.SZ,0.125
2026-01-12,000011.SZ,0.125
2026-01-12,000012.SZ,0.125
2026-01-19,000001.SZ,0.125
2026-01-19,000002.SZ,0.125
2026-01-19,000006.SZ,0.125
2026-01-19,000007.SZ,0.125
2026-01-19,000008.SZ,0.125
2026-01-19,000009.SZ,0.125
2026-01-19,000011.SZ,0.125
2026-01-19,000012.SZ,0.125
2026-01-26,000001.SZ,0.125
2026-01-26,000002.SZ,0.125
2026-01-26,000006.SZ,0.125
2026-01-26,000007.SZ,0.125
2026-01-26,000008.SZ,0.125
2026-01-26,000009.SZ,0.125
2026-01-26,000011.SZ,0.125
2026-01-26,000012.SZ,0.125
2026-02-02,000001.SZ,0.125
2026-02-02,000002.SZ,0.125
2026-02-02,000006.SZ,0.125
2026-02-02,000007.SZ,0.125
2026-02-02,000008.SZ,0.125
2026-02-02,000009.SZ,0.125
2026-02-02,000011.SZ,0.125
2026-02-02,000012.SZ,0.125
2026-02-09,000001.SZ,0.125
2026-02-09,000002.SZ,0.125
2026-02-09,000006.SZ,0.125
2026-02-09,000007.SZ,0.125
2026-02-09,000008.SZ,0.125
2026-02-09,000009.SZ,0.125
2026-02-09,000011.SZ,0.125
2026-02-09,000012.SZ,0.125
2026-02-24,000001.SZ,0.125
2026-02-24,000002.SZ,0.125
2026-02-24,000006.SZ,0.125
2026-02-24,000007.SZ,0.125
2026-02-24,000008.SZ,0.125
2026-02-24,000009.SZ,0.125
2026-02-24,000011.SZ,0.125
2026-02-24,000012.SZ,0.125
2026-03-02,000001.SZ,0.125
2026-03-02,000002.SZ,0.125
2026-03-02,000006.SZ,0.125
2026-03-02,000007.SZ,0.125
2026-03-02,000008.SZ,0.125
2026-03-02,000009.SZ,0.125
2026-03-02,000011.SZ,0.125
2026-03-02,000012.SZ,0.125
2026-03-09,000001.SZ,0.125
2026-03-09,000002.SZ,0.125
2026-03-09,000006.SZ,0.125
2026-03-09,000007.SZ,0.125
2026-03-09,000008.SZ,0.125
2026-03-09,000009.SZ,0.125
2026-03-09,000011.SZ,0.125
2026-03-09,000012.SZ,0.125
2026-03-16,000001.SZ,0.125
2026-03-16,000002.SZ,0.125
2026-03-16,000006.SZ,0.125
2026-03-16,000007.SZ,0.125
2026-03-16,000008.SZ,0.125
2026-03-16,000009.SZ,0.125
2026-03-16,000011.SZ,0.125
2026-03-16,000012.SZ,0.125
2026-03-23,000001.SZ,0.125
2026-03-23,000002.SZ,0.125
2026-03-23,000006.SZ,0.125
2026-03-23,000007.SZ,0.125
2026-03-23,000008.SZ,0.125
2026-03-23,000009.SZ,0.125
2026-03-23,000011.SZ,0.125
2026-03-23,000012.SZ,0.125
2026-03-30,000001.SZ,0.125
2026-03-30,000002.SZ,0.125
2026-03-30,000006.SZ,0.125
2026-03-30,000007.SZ,0.125
2026-03-30,000008.SZ,0.125
2026-03-30,000009.SZ,0.125
2026-03-30,000011.SZ,0.125
2026-03-30,000012.SZ,0.125
2026-04-07,000001.SZ,0.125
2026-04-07,000002.SZ,0.125
2026-04-07,000006.SZ,0.125
2026-04-07,000007.SZ,0.125
2026-04-07,000008.SZ,0.125
2026-04-07,000009.SZ,0.125
2026-04-07,000011.SZ,0.125
2026-04-07,000012.SZ,0.125
2026-04-13,000001.SZ,0.125
2026-04-13,000002.SZ,0.125
2026-04-13,000006.SZ,0.125
2026-04-13,000007.SZ,0.125
2026-04-13,000008.SZ,0.125
2026-04-13,000009.SZ,0.125
2026-04-13,000011.SZ,0.125
2026-04-13,000012.SZ,0.125
2026-04-20,000001.SZ,0.125
2026-04-20,000002.SZ,0.125
2026-04-20,000006.SZ,0.125
2026-04-20,000007.SZ,0.125
2026-04-20,000008.SZ,0.125
2026-04-20,000009.SZ,0.125
2026-04-20,000011.SZ,0.125
2026-04-20,000012.SZ,0.125
2026-04-27,000001.SZ,0.125
2026-04-27,000002.SZ,0.125
2026-04-27,000006.SZ,0.125
2026-04-27,000007.SZ,0.125
2026-04-27,000008.SZ,0.125
2026-04-27,000009.SZ,0.125
2026-04-27,000011.SZ,0.125
2026-04-27,000012.SZ,0.125
