,signal,start,end,total_return,annual_return,max_drawdown,sharpe,final_equity
0,opentdx_basic_multifactor,2025-01-21,2026-04-30,0.10205331389759986,0.07943916089111336,-0.16736108271872585,0.48293810055483294,1102053.3138976
