,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1106069.1330334507
Total Return [%],10.606913303345076
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000226
Total Fees Paid,0.0
Max Drawdown [%],20.59482652402463
Max Drawdown Duration,169 days 00:00:00
Total Trades,44330
Total Closed Trades,44070
Total Open Trades,260
Open Trade PnL,-7802.056326987633
Win Rate [%],62.770592239618786
Best Trade [%],166.95353323604797
Worst Trade [%],-36.4855195083689
Avg Winning Trade [%],7.066730815049092
Avg Losing Trade [%],-3.9019044962011593
Avg Winning Trade Duration,7 days 04:33:17.353866175
Avg Losing Trade Duration,7 days 03:01:25.793460188
Profit Factor,1.115971030283585
Expectancy,2.3533706810990296
Sharpe Ratio,0.5410015368659804
Calmar Ratio,0.5240845574779124
Omega Ratio,1.0855591006780405
Sortino Ratio,0.6894692005596763
