,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,960553.4469987699
Total Return [%],-3.944655300123016
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000036
Total Fees Paid,0.0
Max Drawdown [%],22.774014328984276
Max Drawdown Duration,329 days 00:00:00
Total Trades,47713
Total Closed Trades,47453
Total Open Trades,260
Open Trade PnL,-12726.811675676148
Win Rate [%],57.96050829241566
Best Trade [%],230.90130740426892
Worst Trade [%],-36.23671928629049
Avg Winning Trade [%],4.964756358859374
Avg Losing Trade [%],-3.850080547434069
Avg Winning Trade Duration,4 days 04:25:26.701570680
Avg Losing Trade Duration,5 days 18:32:56.978855027
Profit Factor,0.9816773792619997
Expectancy,-0.9183712222487515
Sharpe Ratio,-0.022133652810972203
Calmar Ratio,-0.17604464270307982
Omega Ratio,0.9967929144904758
Sortino Ratio,-0.028322370241308608
