level_idx,level_px,qty,avg_cost,unrealized_pnl
-100,0.906000,100,0.906000,-0.000000
-98,0.908000,100,0.908000,0.000000
-97,0.909000,100,0.909000,0.000000
-96,0.910000,100,0.910000,0.000000
-95,0.911000,100,0.911000,0.000000
-94,0.912000,100,0.912000,0.000000
-93,0.913000,100,0.913000,0.000000
-92,0.914000,100,0.914000,0.000000
-91,0.915000,100,0.915000,0.000000
-90,0.916000,100,0.916000,0.000000
-89,0.917000,100,0.917000,0.000000
-87,0.919000,100,0.919000,0.000000
-85,0.921000,100,0.921000,0.000000
-84,0.922000,100,0.922000,0.000000
-83,0.923000,100,0.923000,-0.000000
-82,0.924000,100,0.924000,0.000000
-81,0.925000,100,0.925000,0.000000
-80,0.926000,100,0.926000,0.000000
-78,0.928000,100,0.998000,-7.000000
-77,0.929000,100,0.999000,-7.000000
-76,0.930000,100,1.000000,-7.000000
-75,0.931000,100,1.001000,-7.000000
-74,0.932000,100,1.002000,-7.000000
-73,0.933000,100,1.003000,-7.000000
-72,0.934000,100,1.004000,-7.000000
-71,0.935000,100,1.005000,-7.000000
-70,0.936000,100,1.006000,-7.000000
-69,0.937000,100,1.007000,-7.000000
