,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1775347.557999187
Total Return [%],77.53475579991868
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000146
Total Fees Paid,0.0
Max Drawdown [%],15.692924717555796
Max Drawdown Duration,67 days 00:00:00
Total Trades,4190
Total Closed Trades,4164
Total Open Trades,26
Open Trade PnL,2768.099157199169
Win Rate [%],63.808837656099904
Best Trade [%],55.80881274293682
Worst Trade [%],-22.529503034600054
Avg Winning Trade [%],4.666027082161657
Avg Losing Trade [%],-3.215663056068764
Avg Winning Trade Duration,7 days 05:05:07.564922845
Avg Losing Trade Duration,7 days 23:58:02.128240109
Profit Factor,2.030169435430741
Expectancy,180.50079447523402
Sharpe Ratio,2.4855278122866675
Calmar Ratio,5.049797170869099
Omega Ratio,1.448798226479896
Sortino Ratio,3.4575117972795977
Excess Return [%],25.465905954255327
