,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,954323.204390422
Total Return [%],-4.567679560957804
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000226
Total Fees Paid,0.0
Max Drawdown [%],19.92824224598147
Max Drawdown Duration,223 days 00:00:00
Total Trades,48198
Total Closed Trades,47938
Total Open Trades,260
Open Trade PnL,-3755.119782224821
Win Rate [%],65.34273436522174
Best Trade [%],202.24719101123605
Worst Trade [%],-30.768715711250284
Avg Winning Trade [%],6.7829416455964155
Avg Losing Trade [%],-3.5815056815077675
Avg Winning Trade Duration,5 days 14:25:18.886476822
Avg Losing Trade Duration,5 days 05:37:22.586943258
Profit Factor,0.9695239458183065
Expectancy,-1.266663005571175
Sharpe Ratio,-0.053765775083756184
Calmar Ratio,-0.2329467783724368
Omega Ratio,0.9922400810324705
Sortino Ratio,-0.06829441050545865
