,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1355032.093861409
Total Return [%],35.50320938614091
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000088
Total Fees Paid,0.0
Max Drawdown [%],17.332948304592026
Max Drawdown Duration,68 days 00:00:00
Total Trades,43724
Total Closed Trades,43464
Total Open Trades,260
Open Trade PnL,-17589.828123355663
Win Rate [%],53.99871157739739
Best Trade [%],62.018881626724735
Worst Trade [%],-41.940968964954415
Avg Winning Trade [%],3.5593781475433786
Avg Losing Trade [%],-3.8448456544381178
Avg Winning Trade Duration,5 days 02:19:20.221559437
Avg Losing Trade Duration,9 days 00:01:36.286915556
Profit Factor,1.4382327847061287
Expectancy,8.322398359223175
Sharpe Ratio,1.4304356273917067
Calmar Ratio,2.088105534466467
Omega Ratio,1.2403163472309637
Sortino Ratio,1.8924427304977467
