factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.price_volume_ratio,0.0034587030137838894,0.3260297940969432,0.05733963830248935,3.1049852768386272,0.004642219386633815,0.5394736842105263,0.5,0.0051835929344880086,0.002818398063803072
alpha158.ret_1,0.03216227120146908,1.8472028354160588,0.0025430727804354757,0.12604894815376605,0.030691037716185622,0.76,0.75,0.0039041365526335673,0.0013580868180931207
alpha158.ret_10,-0.054361197663202826,-2.8834227890369544,-0.06717766800406624,-3.583439258032542,-0.013448026529998195,0.4794520547945205,0.75,-0.00046394630477389494,0.004973804693496305
alpha158.ret_120,-0.04897955194918503,-3.360908336343472,-0.07820713107458906,-5.4454514658235365,-0.014148202465675002,0.30612244897959184,0.5,0.0012835096772155189,0.0055279821991756515
alpha158.ret_2,0.006472016442580698,0.35780882547976955,-0.016626766714641947,-0.8095633001591179,0.01059796654594273,0.5945945945945946,0.75,0.001321622763158443,0.0018228104605609314
alpha158.ret_20,-0.05990754508000689,-2.865857240023019,-0.08007634022984268,-3.908026985917704,-0.01707269572673892,0.352112676056338,0.75,-0.0011933338763637693,0.004762440700529694
alpha158.ret_240,-0.01492402300600958,-0.8844096357143838,-0.026265835354160282,-1.2721381792484492,-0.0029539666872935868,0.4782608695652174,0.75,-0.000860460402253715,8.658093250174714e-05
alpha158.ret_3,-0.01748602468855075,-0.9066211645100316,-0.044313229412053734,-2.1001305159038677,0.001045260043981188,0.5405405405405406,0.75,7.970136061771012e-05,0.003387639812354779
alpha158.ret_30,-0.06683966632148154,-3.1889995037052974,-0.09804971978473531,-4.74370603603272,-0.015952055379200702,0.37681159420289856,1.0,-0.0026180235055550927,0.005192860403013391
alpha158.ret_4,-0.020277210691581456,-1.0373978248075864,-0.042271117293562,-2.0055159103509896,-0.002602525972428584,0.5540540540540541,0.5,0.00017333658297794943,0.0028481845821546306
alpha158.ret_5,-0.03152903853503635,-1.5928209034180363,-0.050623505179710385,-2.3852445237564432,-0.006035232498944798,0.4864864864864865,0.5,-0.00021385534403530225,0.0034156299041621097
alpha158.ret_60,-0.05235725427624755,-3.000141263449643,-0.08564654929124822,-5.380822392166519,-0.018924720372693524,0.3333333333333333,1.0,0.00149719720702473,0.007027361276165221
alpha158.return_mean_10,-0.052928181841349446,-2.852980568853852,-0.06934431527641192,-3.7272751155121933,-0.013895904977619548,0.4794520547945205,0.75,-0.0005484579575664794,0.0050347178554890374
alpha158.return_mean_20,-0.05831378704180978,-2.811406566542022,-0.08356021619584207,-4.13190269113511,-0.018770295839070954,0.3380281690140845,0.5,-0.0012871682946371968,0.004774660524787631
alpha158.return_mean_30,-0.06539072903766122,-3.157086268975764,-0.101128886143546,-5.022213436442272,-0.01653758303348486,0.34782608695652173,0.75,-0.00250840716173365,0.005269572044487053
alpha158.return_mean_5,-0.032072158033578796,-1.6388933965029433,-0.05246550179696511,-2.47866351790883,-0.006616926914510985,0.5135135135135135,0.5,-0.0002855342121086499,0.003514181112422711
alpha158.return_mean_60,-0.04910430906669084,-2.8562733691722766,-0.08709326600080605,-5.3226870700607,-0.017658845967467276,0.3492063492063492,0.75,0.0014804304915102165,0.006880484705301875
alpha158.roc_rank_10,0.020862152072725085,1.4263579370771289,0.009356042950910606,0.5158073392969933,0.006221631436417724,0.547945205479452,0.75,0.005135853928946094,0.0021556922592727494
alpha158.roc_rank_20,0.021388402220580742,1.4663130204839858,0.011296098655461195,0.6313634277046462,0.012219539905197172,0.6619718309859155,0.5,0.004076370415834338,0.0009264113751413666
alpha158.roc_rank_30,0.023263987455599818,1.5505726942307434,0.01440672074431473,0.7773197089297669,0.012524005138960096,0.6521739130434783,0.5,0.00387775706345174,-0.000257424573394206
alpha158.roc_rank_5,0.014933427790100437,1.1196671821475808,0.005087126171836135,0.30047552361549124,0.0026903947350857237,0.581081081081081,0.5,0.003427429167656648,0.0018519786849480252
alpha158.roc_rank_60,0.029094696417286188,1.9211213911052634,0.020152751680099168,1.0842374502747232,0.01630138261009881,0.7301587301587301,1.0,0.006871417767387914,0.0017310952312087709
alpha158.std_10,-0.0420417651113538,-2.1805574962474994,-0.08937733091441531,-3.5426915069592555,-0.013037757151708315,0.3424657534246575,0.5,-2.3957594701582512e-05,0.004429584748285657
alpha158.std_120,-0.021909213645715256,-1.4823608968420388,-0.0646326299848186,-3.0178076116027572,-0.007542085712706251,0.46938775510204084,0.5,0.0020353819513432144,0.004420122760563682
alpha158.std_20,-0.03748033688220093,-1.8189882217333373,-0.08890344791013152,-3.1857795495415937,-0.008388776820799075,0.38028169014084506,0.5,-0.0009117197719689002,0.0034649523802336834
alpha158.std_240,-0.006744964730508958,-0.41134512163360293,-0.046243090671662934,-1.9604992045905745,-0.001898748597698661,0.43478260869565216,0.5,0.0007468634723753839,0.0017188206592168504
alpha158.std_30,-0.03723808789759874,-1.7812933429955358,-0.08535938795523353,-2.905709700165744,-0.007287433066198062,0.43478260869565216,0.5,-0.00149358847233189,0.00297864174941953
alpha158.std_5,-0.04083138435734194,-2.3565891341098832,-0.0844061735020158,-3.8236116331186474,-0.016097471373204515,0.32432432432432434,0.5,-0.0006443423942014938,0.0038174893660086052
alpha158.std_60,-0.01741776359252598,-0.9016728846684058,-0.0634612603825388,-2.2736084112433237,-0.006143499455472952,0.4444444444444444,0.75,0.0024676939546758596,0.004220370905613925
alpha158.turnover_amount_ratio,-0.06287724825229253,-5.2386979991156535,-0.054830528666910135,-3.212968424371705,-0.028036364855154178,0.14473684210526316,1.0,-0.0010770871334099075,0.008093492575463955
alpha158.volume_ma_10_ratio,-0.029343512843993835,-2.254740133721175,-0.030209228941610048,-2.0242310329952167,-0.010121976540963208,0.3835616438356164,0.75,0.0020037491215823705,0.004265414488281706
alpha158.volume_ma_20_ratio,-0.04304266410891791,-2.9931741139279127,-0.04400363563268979,-2.851527213061329,-0.01630073426757166,0.323943661971831,0.5,3.06947816178064e-05,0.0036160881176578665
alpha158.volume_ma_30_ratio,-0.047578511477394135,-3.020061795090167,-0.05490939746858781,-3.3466856482782203,-0.018083773183949256,0.3333333333333333,0.5,-0.0008073698037014946,0.0037934936569662364
alpha158.volume_ma_5_ratio,-0.019000507196764913,-1.684622924447707,-0.01682615746928425,-1.2520345798598607,-0.007727363967010237,0.40540540540540543,0.5,0.0014548301543372024,0.0034492169063018996
alpha158.volume_position_10,-0.0232739501129909,-2.050941923636587,-0.035241173011772785,-2.4570693042543,-0.00022240942456506222,0.4383561643835616,0.75,0.002161121511598352,0.004800135963139998
alpha158.volume_position_20,-0.030656904117302274,-2.4190198286272198,-0.04564075157654239,-3.0727034482467963,-0.0056227474849042235,0.4507042253521127,0.5,0.000664900479922551,0.004278097794071644
alpha158.volume_position_30,-0.03750970547497042,-2.7426444266212573,-0.058018738768828376,-3.785255288326811,-0.008166183454947953,0.42028985507246375,0.75,-0.000875341704611602,0.00427259221506065
alpha158.volume_position_5,-0.015937429919953495,-1.4320161424550097,-0.019311982052332737,-1.4089859831475287,-0.0008216858497618088,0.43243243243243246,0.75,0.0019837320235603834,0.003762581309041639
alpha158.volume_std_10,-0.028045805684121107,-2.809447046364694,-0.06265324175872536,-6.606292786687764,-0.010102825032331585,0.3424657534246575,1.0,0.0019212709600058453,0.005996710354511769
alpha158.volume_std_20,-0.025645602046271213,-2.484162679374349,-0.06613803092626377,-6.39364363985484,-0.008446729578484063,0.36619718309859156,1.0,0.001194530165837216,0.005322559472126344
alpha158.volume_std_30,-0.016743987329719823,-1.525699512289563,-0.06300363477061972,-5.28198642452349,-0.006263970635272614,0.4492753623188406,1.0,0.0010650036878715454,0.004826983636491794
alpha158.volume_std_5,-0.029565616470737806,-2.749514218199098,-0.04905826972131998,-4.956398081263258,-0.007310809378531702,0.4189189189189189,0.75,0.0013906533528095274,0.004651082340295045
alpha101.alpha001,0.006980151190696833,0.4934189737389123,-0.011500781507953998,-0.7686595947217513,0.0014947009022488913,0.5135135135135135,0.5,0.00440165985409757,0.0031259966924510716
alpha101.alpha002,-0.0028563814402248534,-0.4967375351251851,0.015742742686941875,2.276683841318281,-0.0013982462398995266,0.3972602739726027,0.75,0.004789801223114497,0.004645959820757204
alpha101.alpha003,0.032495442205919864,4.704088681185217,0.05481892250452189,5.909671194822971,0.007331411555455631,0.6575342465753424,1.0,0.006587007223437337,0.0017157259606213433
alpha101.alpha004,0.025378436819376442,1.6221941289754882,0.05657084343561655,2.895640491587241,0.006406747947669023,0.5616438356164384,0.75,0.005634532685740083,0.002384744592564339
alpha101.alpha005,-0.043832284121129175,-3.473789449595259,-0.05370146304979294,-3.1297037538889843,-0.02758263815943784,0.1506849315068493,1.0,-0.001090263791793085,0.007724921378809196
alpha101.alpha006,0.030756124718252356,3.2547028023421736,0.05132668614250015,3.9840307143829348,0.008700710236757442,0.6301369863013698,1.0,0.0064480274796383,0.0014363859417516587
alpha101.alpha007,0.005965624141890254,0.8066817822802104,-0.013768784756135148,-1.0717934917250334,-0.003370769589120971,0.3026315789473684,0.5,0.004924071451193674,0.005837021469662367
alpha101.alpha008,0.010602736730542755,0.8160295646671334,0.0216340226607301,1.3017429197802126,0.005502733175569379,0.5138888888888888,0.5,0.0022354110970354427,0.00031074745037826024
alpha101.alpha009,-0.02836825870234243,-2.2215078966550323,-0.009965791069283926,-0.5965646901916761,-0.015796863406345906,0.32,0.75,0.0004306073313120469,0.0032050102729461343
alpha101.alpha010,0.01367011408851285,0.9047582140629616,-0.005433815510134264,-0.3045133194759197,0.019452702559742276,0.6666666666666666,0.75,0.0027182678297694956,0.0011936035338144147
alpha101.alpha011,-0.04717640039439392,-4.005008042939323,-0.03156944652025827,-2.0336931659636104,-0.023404104573302786,0.2702702702702703,0.75,-0.0007780825840117675,0.00546477182592417
alpha101.alpha012,0.03242609814302749,3.1739929845161194,0.032938417872004994,3.3322830436500555,0.011296077867686374,0.6266666666666667,0.75,0.004201376271949733,0.000909641914482294
alpha101.alpha013,0.025202087030372106,3.2255164628160227,0.0654935250775804,6.90986510181716,0.011771674478485579,0.6351351351351351,1.0,0.005432365357568144,0.0007271074168105543
alpha101.alpha014,0.025136347617738492,2.701307854367209,0.030762077830838258,2.423515708304106,0.015008957996121678,0.684931506849315,0.5,0.006400140133881075,0.0026563921164996234
alpha101.alpha015,0.01939096252906131,2.635008582859127,0.04828781560489129,5.137899109251546,0.005057996294415641,0.6756756756756757,0.75,0.005262528514316805,0.002046343223360184
alpha101.alpha016,0.05080635338854893,3.363365782164562,0.10744999845414278,5.932676639793584,0.0252819035020446,0.7702702702702703,0.75,0.005673267393065514,-0.0029670584060701205
alpha101.alpha017,-0.01971366446094427,-1.6392767012355849,-0.03537668286195615,-2.3957029214496823,-0.012993048667146435,0.3013698630136986,0.75,0.00018994832411273286,0.0063580572502826204
alpha101.alpha018,0.02765350971875723,2.14560411699373,0.053333600685221715,3.4201155211907266,0.014048114650798246,0.6438356164383562,0.5,0.0049256841813541735,7.504854839899172e-05
alpha101.alpha019,0.016037609075916344,1.0594487602508653,0.04350830054175464,2.5960750260407184,0.009050273825512973,0.5238095238095238,0.5,0.00042056158807996506,-0.0030249611437135272
alpha101.alpha020,0.01179681523398589,1.111026077200618,0.008959277950683707,0.6753023555716818,-0.008851525398495718,0.4666666666666667,0.5,0.004609242217039788,0.002201474058093835
alpha101.alpha021,-0.024409322137001567,-1.9837815457691579,-0.049945451865633365,-3.4497691195934355,-0.004961998945824649,0.40789473684210525,0.75,0.0024016208307861046,0.005566240632030861
alpha101.alpha022,0.0023535211582118294,0.35181921496034607,0.007609820563364047,0.8982534666628307,-9.677974958397244e-05,0.49295774647887325,0.5,0.003328934287036549,0.002279470369040271
alpha101.alpha023,0.012843348564355714,1.0258805176787105,0.026350466225724727,2.255579592153448,0.00029838282596273297,0.47368421052631576,0.75,0.0037133298303221843,0.00229084604716639
alpha101.alpha024,0.0629921386928384,4.38738474536497,0.07452616179436483,4.503705421856035,0.015675556549846446,0.7222222222222222,0.5,0.004689142364508256,2.6153605571242025e-06
alpha101.alpha025,-0.004369577245928018,-0.330226360064896,-0.0037490345486419357,-0.22342457826508935,0.0015172516878636752,0.49295774647887325,0.75,-9.665691398321758e-05,0.0003836309993863335
alpha101.alpha026,0.013188889234110174,1.874942581387696,0.046908729231556805,5.416157239988139,0.005402539721227639,0.684931506849315,0.75,0.005828178814965131,0.0031245593804196314
alpha101.alpha027,0.019554950235733094,2.9617990467916067,0.051282311138440326,5.961453164220791,0.0013020459842805181,0.5,0.75,0.005882061675801661,0.0035528367568086715
alpha101.alpha028,-0.02944619526704379,-3.2093189076912982,-0.03328677661185921,-2.935351099119445,-0.010007432527701643,0.17142857142857143,1.0,0.002080014932472308,0.00522853904270908
alpha101.alpha029,0.01959441157084164,1.4209743426755967,0.04325541972779827,2.56288585766942,0.00604848325046181,0.5616438356164384,0.5,0.004577179676613601,0.0016262793290867806
alpha101.alpha030,-0.007409843941897714,-0.6443444352565875,-0.004214578556588008,-0.32756285397224294,-0.0023792178599318626,0.4084507042253521,0.5,0.0024212346704856258,0.0024081787694705805
alpha101.alpha031,0.027725699051505362,1.6830308656139092,0.05948801275939893,3.131388395587253,0.01612256642909769,0.6619718309859155,0.5,0.003640214470584966,-5.901228942683057e-05
alpha101.alpha032,-0.007101179861291361,-0.6305974032837554,-0.010578850448423332,-0.7035799160070703,-0.012575822079333818,0.4166666666666667,0.5,0.0004979881882621872,0.0022235366461751276
alpha101.alpha033,0.005118076856505717,0.31130374267367644,0.018357476655892813,0.8895373509003537,-0.007901700664900627,0.3815789473684211,0.5,0.003554399664584859,0.002387040842924379
alpha101.alpha034,-0.015846938304268417,-1.144339047043703,-0.004056558472895931,-0.23334959479797288,-0.014201721377350861,0.33783783783783783,0.75,0.002143548022978115,0.004743482403360105
alpha101.alpha035,-0.008628127816040328,-1.0689879038431864,-0.0009283481950685214,-0.06974142403225159,0.0006074590400259959,0.4852941176470588,0.75,0.0030195543983256344,0.003519090963069378
alpha101.alpha036,-0.004055007821339171,-0.4192702275142753,-8.575369279318632e-05,-0.007828318925573006,0.0004483796599820606,0.5151515151515151,0.5,0.0014177308968022038,0.002047842178722119
alpha101.alpha037,0.022385900494015898,1.5787240802372675,0.0376349305936325,2.448328494570483,0.011348970450688708,0.65625,0.75,0.002030955896609516,-0.0002664825249961795
alpha101.alpha038,0.01170204562226888,0.7544178048615062,0.015696608684088568,0.8176966915615812,-0.00304856185144921,0.4794520547945205,0.5,0.003270246191046695,0.0025601696795367157
alpha101.alpha039,-0.003243637298105128,-0.2008412019419615,0.007210878313776658,0.44212383708574315,0.0013298445777963869,0.6190476190476191,0.5,-0.0010413677545497932,0.0007031753381259918
alpha101.alpha040,0.05860014737121139,4.295563499228584,0.10386277545261718,5.648332410074814,0.017490415809135323,0.726027397260274,0.75,0.006845737076279367,-0.002083158857905193
alpha101.alpha041,0.06286345835840641,5.237629270606316,0.05482001268918959,3.2123339353231355,0.028036364855154178,0.8552631578947368,1.0,0.008082743557234798,-0.0010779041476015239
alpha101.alpha042,0.00971121871748045,1.4200291406522176,0.02124078495771873,2.4016934770766944,0.003161965443670336,0.5131578947368421,0.5,0.005387012578239081,0.004276917850138488
alpha101.alpha043,-0.010520015368091272,-0.9430950411633937,-0.003927902921134903,-0.263081326456925,-0.006589105704876762,0.3283582089552239,0.75,0.0030125719561844293,0.004792650160203785
alpha101.alpha044,0.026448635685896428,3.8893456821037167,0.06217825671359336,6.770803852280721,0.0075418763871600665,0.5945945945945946,1.0,0.006058427442921513,0.0013315735261706543
alpha101.alpha045,0.01045247999176713,1.5527266887503943,0.019985338110108383,2.3447704000818534,0.002013882042786005,0.5142857142857142,0.5,0.002515817173439973,0.0007303339398045218
alpha101.alpha046,0.017421552342949648,1.4746264618024023,0.03184497115302171,2.2448070110660012,0.010410181324811805,0.64,0.75,0.0045296008801117725,0.0019123996253594374
alpha101.alpha047,-0.00021770692454863857,-0.018585140235009855,0.00322768782664619,0.1972117142258915,0.001884605697820802,0.5633802816901409,0.5,0.003138302227868961,0.0014399886998106022
alpha101.alpha048,-0.021092520900843747,-1.2574706244028089,-0.01967205641407703,-2.156369041202241,-0.008202349426222529,0.47619047619047616,0.75,-0.001237269945395108,0.0017584241044973233
alpha101.alpha049,0.010984988016067185,1.019323313991297,0.030630490811109263,2.4629043962340598,0.002941589400454494,0.5657894736842105,0.5,0.004158052902815231,0.0041225279942142005
alpha101.alpha050,0.014636457052277133,1.869869683206517,0.052702594884131135,5.065757024564671,0.0006899165140763649,0.589041095890411,0.75,0.005276364606222718,0.0028270821706106427
alpha101.alpha051,-0.025362683892665785,-2.473278859213896,-0.04350551002923262,-3.144399896313103,-0.009728285368446787,0.3088235294117647,0.75,0.0019247587730764602,0.005830066403156261
alpha101.alpha052,-0.0011095749418217385,-0.09526829660483672,-0.006417167538705066,-0.4388824422872003,0.003648422857594787,0.6,0.5,0.0027894339994098084,0.0031308243605840543
alpha101.alpha053,0.0524876634776382,4.371572750720346,0.06828136554359163,4.229276020218758,0.016889073313288386,0.7714285714285715,1.0,0.0059889432923465056,-0.0012559257336968181
alpha101.alpha054,0.044717021296123906,3.750180012660189,0.08110547802363322,4.890842594538344,0.012925612091706952,0.7887323943661971,1.0,0.005620929293901646,-0.0015343213965652465
alpha101.alpha055,-0.02458034941837019,-2.029529703636428,-0.03188196408997824,-2.0723980522204775,-0.003361700117388476,0.391304347826087,1.0,-4.085603670295943e-05,0.004209124232676561
alpha101.alpha056,-0.021180806590505728,-2.2041918824275912,-0.038226935008831994,-2.993404602630832,-0.008466294263872425,0.373134328358209,0.75,0.002093247301132644,0.005459583335231744
alpha101.alpha057,0.0006445081673239979,0.054027555003783236,-0.002912224936464236,-0.19300269213728674,0.003420671243875279,0.5285714285714286,0.75,0.0030000033321391237,0.0029362252870728405
alpha101.alpha058,0.051641870921205806,4.224701303196206,0.06745821828860692,4.0796572145494965,0.01760959365812289,0.7681159420289855,1.0,0.005997115166825559,-0.0016946476284945234
alpha101.alpha059,0.04170152627587053,3.4523143803231413,0.07860037410173916,4.618319202998144,0.010210413240613933,0.6714285714285714,0.75,0.00489716797477281,-0.001495425009607525
alpha101.alpha060,-0.018399807603463828,-1.454531609844293,-0.01888560177256884,-1.136333139839871,-0.00673373454169292,0.4246575342465753,0.75,0.002196534903255405,0.005041862939879467
alpha101.alpha061,-0.0229994490036351,-2.063493176515386,-0.04387182218331665,-2.879483473460431,-0.006066591752195219,0.42857142857142855,0.75,0.0011758888646065655,0.004551067843976682
alpha101.alpha062,0.004165975692425365,0.31985094627843325,-0.003043495434004274,-0.1931495674872258,0.005306493221309655,0.6388888888888888,0.5,0.0038311852199331606,0.0028540277097011957
alpha101.alpha063,0.05167450426418448,4.697871472093164,0.06672908338473367,4.366970029137982,0.017546984731803925,0.8082191780821918,1.0,0.007588326002645218,-5.0113368078425316e-05
alpha101.alpha064,0.04605936150655705,4.4748708526297,0.08463266662174654,6.043951003273746,0.015933942352159416,0.7534246575342466,0.75,0.006448653993881151,-0.00042840281632337563
alpha101.alpha065,-0.022247920410646257,-1.7105721986966063,-0.02976412256185847,-1.8501854458431541,-0.00887678590215031,0.3472222222222222,0.75,0.0015760196760363973,0.004888524861519771
alpha101.alpha066,-0.02512191542022966,-2.308347841317286,-0.043805692531548174,-2.9775360216467046,-0.008188944128901282,0.4057971014492754,0.75,0.0008657881474615636,0.004844276679095817
alpha101.alpha067,-0.0035281222366808523,-0.29464959051149014,-0.006508251828777484,-0.444381686014873,-0.0013310968814325085,0.49295774647887325,0.5,0.0025220420756233994,0.003001872406582305
alpha101.alpha068,0.05388150997939846,4.586559554010334,0.06896652937595267,4.350429843542103,0.017774350002424645,0.7887323943661971,1.0,0.006123104438001399,-0.001336302199839118
alpha101.alpha069,0.04847357936817837,4.170988304279518,0.0847943020978971,5.205051920679805,0.012532501026045959,0.6805555555555556,0.75,0.006279242093671635,-0.0011631853561406046
alpha101.alpha070,-0.025635365986296968,-1.9543142449705253,-0.040975348435111705,-2.5603484408605475,-0.007642869351247551,0.3055555555555556,0.75,0.0012242904938183853,0.005297663117287208
alpha101.alpha071,-0.02223118085269497,-2.1984254578217977,-0.04081515491634531,-2.9985991828466574,-0.007345084986031934,0.38235294117647056,0.75,0.00216422479005558,0.006201055037842129
alpha101.alpha072,-0.0009487243898856587,-0.08054840548191468,-0.005636782150053759,-0.3840786270510719,0.004248594234118124,0.5714285714285714,0.5,0.002936706805155451,0.003042959007460024
alpha101.alpha073,0.05202572167762453,4.383213396284445,0.06765945948612488,4.217609875947804,0.016744955383969685,0.7714285714285715,1.0,0.005904405618407702,-0.001453015329597333
