factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha101.alpha074,0.04381345783904181,3.673721032642212,0.08101568228300873,4.8842936576094536,0.013525829893917039,0.7323943661971831,1.0,0.005435372887611227,-0.0015707726580324892
alpha101.alpha075,-0.02102597464286464,-1.6881815449915172,-0.028768079835963915,-1.8597992149880547,-0.0034647402100232393,0.45714285714285713,0.5,0.0005859329634334689,0.00398279138691813
alpha101.alpha076,-0.015304631592928476,-1.4020195052452435,-0.031253908994737754,-2.0166988322195456,-0.0054032034309052165,0.3582089552238806,0.75,0.002292610958569377,0.005153743732640018
alpha101.alpha077,0.0006793401526952205,0.05645347769134266,-0.002614965943490407,-0.17274318833882135,0.003761313017584522,0.4857142857142857,0.75,0.003137130797294843,0.0029895210812602834
alpha101.alpha078,0.050833225621927755,4.184096234894018,0.06623726351848952,4.0192660735835615,0.01744224304531927,0.7246376811594203,1.0,0.006031170986621253,-0.0017838626169523147
alpha101.alpha079,0.04011045230087262,3.4362129755088824,0.07781588395292068,4.808388088831383,0.01143256645052719,0.7428571428571429,0.75,0.0050636508086324555,-0.0012343915452096546
alpha101.alpha080,-0.018215871176489828,-1.391152809027704,-0.019433361035529825,-1.1359200739458832,-0.006136634136329469,0.4383561643835616,0.75,0.0024291775594669825,0.005158619426681735
alpha101.alpha081,-0.02542874266925,-2.337641253991876,-0.04558358057197411,-3.055831723006828,-0.007024716460101723,0.38571428571428573,0.75,0.0009343453095342263,0.004814928146039033
alpha101.alpha082,0.00518703507628003,0.3957979359609581,-0.0018117787935748155,-0.11474719331234123,0.004438198711882051,0.6388888888888888,0.5,0.00384424768743137,0.0029280180666951252
alpha101.alpha083,0.05246580104721236,4.549358856147635,0.06608817284477625,4.259644357596817,0.018602020466495575,0.8309859154929577,0.75,0.005830125166954085,-0.0013925965170711672
alpha101.alpha084,0.043351886399458715,4.322664564665387,0.08237787103334801,6.043218432722648,0.016284479755556,0.7397260273972602,0.75,0.006175957110943784,-0.0003457136603648528
alpha101.alpha085,-0.0262115687729308,-2.0198874743453032,-0.03641818955943623,-2.268710561498731,-0.008842332302213355,0.3333333333333333,0.75,0.0009858257089075857,0.0049254718877376445
alpha101.alpha086,-0.02696875392326125,-2.6006619189053457,-0.04447098931756962,-3.201602218656067,-0.009546792599786596,0.3188405797101449,0.75,0.000885765030018283,0.004791011572200923
alpha101.alpha087,-0.003018936530376032,-0.24888092467889325,-0.006225818354642429,-0.4252624308429746,-0.00042872683725014946,0.5352112676056338,0.5,0.0027215257379751925,0.002884634447598207
alpha101.alpha088,0.05358475860373214,4.5964832407046785,0.06886966846877977,4.367886014217471,0.016938420000927126,0.8028169014084507,0.75,0.006131210317448515,-0.0012747728025474473
alpha101.alpha089,0.04746296153004956,4.082964004680437,0.08421309886037937,5.261745268228148,0.014329185903955488,0.7638888888888888,0.75,0.006341562275823686,-0.001335029504374397
alpha101.alpha090,-0.018303958580368644,-1.4651444964779257,-0.022387823022392693,-1.441154724319437,-0.0037790107335532197,0.5,0.75,0.000689849598537549,0.004028388881413329
alpha101.alpha091,-0.022743712316649452,-2.361271947336638,-0.03916281571815829,-3.0651422343118586,-0.0077230711102349355,0.3382352941176471,0.75,0.001988184287413856,0.005648578273162004
alpha101.alpha092,0.00031779260539918446,0.02670070345210345,-0.0038536761250618006,-0.26158601541431376,0.004026453079908885,0.5492957746478874,0.5,0.002973427299327081,0.0031026659608101364
alpha101.alpha093,0.05137588668207258,4.377984075506845,0.06672939355907576,4.1831732178511025,0.01655560823232239,0.7428571428571429,1.0,0.005912180707685881,-0.0016431003943863387
alpha101.alpha094,0.042701264525422396,3.6837046695725055,0.07998044714750475,4.887381152653151,0.012616130699437912,0.7605633802816901,0.75,0.005038822812237192,-0.0012081165236965021
alpha101.alpha095,-0.021056958738723985,-1.6659122366638897,-0.030067590754232657,-1.9342111252605747,-0.004699882522895715,0.38571428571428573,0.75,0.0004999722520178274,0.00414604046614202
alpha101.alpha096,-0.018367276214807927,-1.6659730970399471,-0.03629697034296976,-2.387284162936759,-0.006949987713112974,0.3880597014925373,0.75,0.002117462747188618,0.005166204707029457
alpha101.alpha097,-0.000698378482410506,-0.06075906556852785,-0.004292758019316679,-0.2909384291035803,-0.00031998586131299603,0.4927536231884058,0.5,0.002295920073415347,0.0026271078141576493
alpha101.alpha098,0.04861748351432529,4.081247132716941,0.06382054373102279,3.9522968511537324,0.016880865381257434,0.7428571428571429,1.0,0.006302574383539146,-0.0009928533031306603
alpha101.alpha099,0.03962795738123129,3.5701253814190133,0.07628516110897267,4.987903971650707,0.011470158262488806,0.6428571428571429,0.75,0.0053601190867476976,-0.0009779183950229325
alpha101.alpha100,-0.016684366758766972,-1.2416735608139073,-0.019332450841458817,-1.1068358088725156,-0.006299241557487178,0.4246575342465753,0.5,0.0025978558822177143,0.004971830742192479
alpha101.alpha101,-0.025662094737193376,-2.341257687486848,-0.04614248860157403,-3.1248129312420043,-0.010581308273024564,0.35714285714285715,0.75,0.0009490441380004419,0.005128183014442303
alpha191.alpha001,0.005157014770204484,0.8080442027085472,0.029623488938043802,3.4871174723259064,0.000603656328864264,0.527027027027027,0.5,0.003932692843677687,0.0029500469748007384
alpha191.alpha002,-0.013764600046308896,-0.9700331403251534,-0.0038010220754097577,-0.20382075776483433,-0.0061487269399240554,0.4,0.75,0.002103074340467248,0.0032056218064501147
alpha191.alpha003,-0.0436478125162043,-2.7101148997272584,-0.049872018616996756,-2.7743771219651436,-0.012928425619354963,0.43243243243243246,0.5,-0.0017872278691117632,0.0027839888898529073
alpha191.alpha004,0.007014566253562409,0.7652166913192144,0.005612152409851469,0.4907651189644667,0.003287368283579195,0.5352112676056338,0.5,0.0027702650555383565,0.002633908840738393
alpha191.alpha005,-0.013188889234110174,-1.874942581387696,-0.046908729231556805,-5.416157239988139,-0.005402539721227639,0.3150684931506849,0.75,0.0031369379325648875,0.005829903129483601
alpha191.alpha006,0.016259128479668008,1.2866009890424799,0.03192511919790866,2.065444889873538,0.0011230905705765174,0.5135135135135135,0.75,0.004259727005672001,0.002278614656536735
alpha191.alpha007,-0.04717640039439392,-4.005008042939323,-0.03156944652025827,-2.0336931659636104,-0.023404104573302786,0.2702702702702703,0.75,-0.0007780825840117675,0.00546477182592417
alpha191.alpha008,-0.009284624992171303,-0.5494467673366902,-0.031932418996978386,-1.5538756910512153,-0.0073298910550149065,0.4594594594594595,0.5,-0.0004399305476266516,0.0015060584208957308
alpha191.alpha009,-0.01878384307639785,-2.255202864468987,-0.03794016643091465,-2.3989919891910234,-0.00994771289701761,0.3333333333333333,0.5,0.000778171590494612,0.003809418607600086
alpha191.alpha010,-0.01917675674370344,-1.503943822791579,-0.025458844336874342,-1.6283471169784918,-0.014704617306475268,0.27631578947368424,0.75,0.0008036848650341313,0.004149775914168926
alpha191.alpha011,-0.02346889826067767,-1.785285916915009,-0.022420108504689375,-1.4248454646020285,-0.01003893112099854,0.4189189189189189,0.5,0.0003434660006462085,0.002812088225581993
alpha191.alpha012,-0.016524802349169518,-2.635430552500581,-0.011497737303312962,-1.5856199637203934,0.00010593270263014982,0.410958904109589,0.75,0.0031086090756166545,0.0047304752613023405
alpha191.alpha013,0.06286345835840641,5.237629270606316,0.05482001268918959,3.2123339353231355,0.028036364855154178,0.8552631578947368,1.0,0.008082743557234798,-0.0010779041476015239
alpha191.alpha014,-0.033095993904228835,-1.9176486711042013,-0.045407751958918045,-2.2343017709645507,-0.010959982242316832,0.47297297297297297,0.5,-0.0011567964359582774,0.002266202251517475
alpha191.alpha015,0.06605719246561281,4.983826757937039,0.03524396662658645,2.4936612413440176,0.028428678813451652,0.7466666666666667,0.75,0.00555305372981634,-0.0003457122113833542
alpha191.alpha016,0.014636457052277133,1.869869683206517,0.052702594884131135,5.065757024564671,0.0006899165140763649,0.589041095890411,0.75,0.005276364606222718,0.0028270821706106427
alpha191.alpha017,-0.013871810831545848,-2.38158215299264,0.03000135877985836,1.619188967311602,0.0076705538151210974,0.6081081081081081,0.75,0.004133312233291304,0.0010078498218545743
alpha191.alpha018,-0.03152903853503635,-1.5928209034180363,-0.050623505179710385,-2.3852445237564432,-0.006035232498944798,0.4864864864864865,0.5,-0.00021385534403530225,0.0034156299041621097
alpha191.alpha019,-0.029489058371213246,-1.597250813637501,-0.051036181407716465,-2.5935483225478975,-0.005531238177042671,0.4864864864864865,0.5,2.9292363986607764e-05,0.0033634483966215353
alpha191.alpha020,-0.032103032727010254,-1.6768816252231482,-0.051036181407716465,-2.5935483225478975,-0.005531238177042671,0.4864864864864865,0.5,2.9292363986607764e-05,0.0033634483966215353
alpha191.alpha021,-0.05625915835123023,-3.955769888626668,-0.050734293233419624,-3.220509522500319,-0.01846707693366043,0.273972602739726,0.75,-0.0005779197418042556,0.004025482553194456
alpha191.alpha022,-0.010847392705627259,-0.6699367569092005,-0.02473346052229346,-1.3041678246990063,-0.004367006734025464,0.4794520547945205,0.75,0.0019426941444161568,0.003684176899787527
alpha191.alpha023,-0.015813348960560882,-1.1727180381912945,-0.02112019057402613,-1.5299911241976558,-0.011146229463239829,0.39436619718309857,0.5,0.0018864497886622604,0.003527071312816379
alpha191.alpha024,-0.06320069723273927,-3.9231379469459853,-0.060935080460456224,-3.555250231508761,-0.023432758747561795,0.2972972972972973,0.75,-0.0023476014717434394,0.003222778318983842
alpha191.alpha025,0.029565572851205445,1.643525795247157,0.049061414418057586,2.999862710141204,0.013655772508347633,0.5714285714285714,0.75,0.003721226556678845,0.002468994934431285
alpha191.alpha026,0.03299941272045767,1.7575675389827197,0.03297463784988176,2.0300710779468396,0.012926153306103989,0.53125,0.5,-2.988490874630866e-05,-0.001700401943262586
alpha191.alpha027,-0.07168098255631428,-3.522196096947098,-0.09025540242756018,-4.72213944222127,-0.020384851447383636,0.36486486486486486,0.5,-0.0017162235015323447,0.005226196430287175
alpha191.alpha028,-0.011522063307315807,-0.7767828884543411,-0.020714643469283964,-1.1241105926510775,-0.0007343735121750382,0.5616438356164384,0.5,0.0029517091556553006,0.004091948464571181
alpha191.alpha029,-0.03605041779712226,-1.8450087117656082,-0.05157682034578335,-2.6077619302472406,-0.005720572966113905,0.4864864864864865,0.5,-0.0002118565719196404,0.0033505968819483784
alpha191.alpha031,-0.036049141379545395,-1.797854891176383,-0.05394320142067699,-2.599970721731618,-0.007361674649534863,0.4794520547945205,0.5,0.00029464893138317875,0.004309402005342033
alpha191.alpha032,0.01939096252906131,2.635008582859127,0.04828781560489129,5.137899109251546,0.005057996294415641,0.6756756756756757,0.75,0.005262528514316805,0.002046343223360184
alpha191.alpha033,0.03222981071836884,3.270601422543929,0.03042852223605838,2.0224331099513098,0.010398671123895847,0.6956521739130435,0.5,0.0026322148923353583,-0.00028805199327058346
alpha191.alpha034,0.0333076474728522,1.714724546888134,0.05394320142067699,2.599970721731618,0.007361674649534863,0.5205479452054794,0.5,0.004309230840780284,0.0003043610191910075
alpha191.alpha035,0.04066643495947704,2.724425044583143,0.06981225061798665,4.576135298929169,0.012326383094760852,0.5833333333333334,0.75,0.005193170067415376,0.00030090007029254126
alpha191.alpha036,-0.024625730938393885,-3.3113474007448467,-0.06192547083798875,-6.368981779067513,-0.007395229728075774,0.2702702702702703,1.0,0.0013721100970977651,0.005345640515278405
alpha191.alpha037,0.008924523619742157,0.6605380344038004,0.018749570122112657,1.1003359646833357,0.006693400913215648,0.5833333333333334,0.75,0.002098758303552971,0.0006595715857555802
alpha191.alpha038,0.012843348564355714,1.0258805176787105,0.026350466225724727,2.255579592153448,0.00029838282596273297,0.47368421052631576,0.75,0.0037133298303221843,0.00229084604716639
alpha191.alpha039,0.0007546169595879138,0.06412434988790654,0.013269326323030795,0.9865107240452569,-0.001220839844041208,0.5217391304347826,0.5,0.001066341939536952,0.002098283663858945
alpha191.alpha040,-0.039393034193871766,-2.4787203398409083,-0.058111274020076285,-3.724187367347388,-0.014377877295826628,0.38571428571428573,1.0,0.000918158535000309,0.004885712326481604
alpha191.alpha041,0.0316066328621716,2.30772449364441,0.07526269986059117,4.5215820489721805,0.015248889756514438,0.6575342465753424,0.5,0.0043299330996603895,-0.0010258467874343963
alpha191.alpha042,0.05860014737121139,4.295563499228584,0.10386277545261718,5.648332410074814,0.017490415809135323,0.726027397260274,0.75,0.006845737076279367,-0.002083158857905193
alpha191.alpha043,-0.03362492907907056,-2.1692669409371628,-0.042144171701660335,-2.6269667271107955,-0.011535090659450332,0.3783783783783784,0.5,-1.8987741853149867e-05,0.002925829167726273
alpha191.alpha044,-0.01861400422304567,-2.0284726582516637,-0.03197407052496647,-2.7970657675647015,-0.0025615179448446584,0.5428571428571428,0.75,0.0012693306134062398,0.003547939944935227
alpha191.alpha045,-0.021268292265804917,-2.3791019565571374,-0.023203560794305918,-2.5675473718470285,-0.01237579745595469,0.35,0.75,0.0027214884846230736,0.006483426211796979
alpha191.alpha046,0.027431391523295937,1.3296298264975417,0.05033817538693983,2.3309095626918763,9.742827618065433e-05,0.5,0.5,0.002677519545451159,-0.00028980405374127473
alpha191.alpha047,0.023857058806003632,1.6506159761821386,0.031062845429898144,1.8322842928832028,0.012805496317701979,0.6351351351351351,0.75,0.003736073794578139,0.00042277182195760415
alpha191.alpha048,-0.03164487099782023,-1.9917918080431973,-0.03277758704648558,-2.0597704452423167,-0.013587418284881097,0.36619718309859156,0.75,6.731869351797988e-05,0.003505183412473615
alpha191.alpha049,0.02795524873003045,2.087296810400191,0.053699967590866454,3.431537316083781,0.01114020665157116,0.6388888888888888,0.5,0.004772380380401553,0.0011443601352538928
alpha191.alpha050,-0.02826080661477992,-2.1190913822732607,-0.05413992232346094,-3.466006395657723,-0.01120300298235896,0.3611111111111111,0.5,0.0010297319831208836,0.0047237513204765776
alpha191.alpha051,-0.028791680279701477,-2.161973860421494,-0.054257225401459414,-3.4702351217435026,-0.01174576038391511,0.3611111111111111,0.5,0.0010161174620817823,0.004772207751010734
alpha191.alpha052,-0.04437532960929335,-2.4649952892155387,-0.07262009299152342,-4.053073992990952,-0.013581967650093826,0.38571428571428573,0.75,-0.0006875555319159613,0.004299772945103276
alpha191.alpha053,-0.018546770600749104,-1.7209585212110696,-0.026356652125369653,-2.172001331023499,-0.01147620193319159,0.3835616438356164,0.75,0.0024753557771860428,0.0045771902862261574
alpha191.alpha054,0.05226922848941161,4.016433227223305,0.08888083588767792,5.7716706031886815,0.029659037882955652,0.821917808219178,0.75,0.00661120967934201,-0.0020957497691867803
alpha191.alpha055,-0.06171714120480349,-3.6293151242605046,-0.0791708372738192,-4.320178257984392,-0.02286042231502978,0.352112676056338,0.5,-0.0024939801679661625,0.004184647994366904
alpha191.alpha056,0.01581654527257435,2.18285227595851,0.03549188076427992,3.830584121912296,-0.00106674361687455,0.35526315789473684,1.0,0.0056014775287565755,0.004239868571580951
alpha191.alpha057,-0.019184283025669796,-1.3652588636966314,-0.030256982547382214,-1.7314385411322835,-0.006572726747619961,0.4794520547945205,0.5,0.002043813384918906,0.003813559159797488
alpha191.alpha058,-0.01760315528109048,-1.4775832478587563,-0.026525580964604334,-1.9732065304990205,-0.005138477359184031,0.43661971830985913,0.75,0.0016419582423482426,0.003810393457305678
alpha191.alpha059,-0.06178600525698135,-3.623940537215496,-0.07155650876873795,-4.333809997131357,-0.02155643572537963,0.29577464788732394,0.5,-0.002108865409725385,0.003773574426230949
alpha191.alpha060,-0.02303153871740809,-1.838729045898579,-0.013199308967042541,-0.8916527730782703,-0.009826519803201835,0.43661971830985913,0.5,0.0011758788521558324,0.0029597002479388158
alpha191.alpha061,-0.01644760994555673,-1.474241878027392,-0.05597764783216643,-4.521707371014502,-0.014535637813434402,0.37735849056603776,0.5,0.0027546729391922545,0.006425930240073061
alpha191.alpha062,0.001093091501660571,0.13669305331070522,0.009820068129778859,0.9017560207605156,0.00016972071679303023,0.4864864864864865,0.75,0.0037592352671709434,0.0033043246003395905
alpha191.alpha063,-0.019378399838734447,-1.2322174747009325,-0.04200903747237491,-2.2923317148557913,-0.0018745660604671873,0.52,0.5,0.0016875366483029034,0.004026316653713009
alpha191.alpha064,-0.023382814967533982,-3.2614019354604578,-0.05740159388325954,-6.4828483422849255,-0.0067782047217815975,0.3793103448275862,1.0,0.00222433752925065,0.0060032396524038936
alpha191.alpha065,0.008974786630623476,0.46037880623167826,0.03492357594824834,1.628370718864781,-0.0033034000093803977,0.5,0.5,0.002542677090089579,0.00047316299950597425
alpha191.alpha066,-0.010620814985541958,-0.534019895771651,-0.034923812008069,-1.6283781643293964,0.0033034000093803977,0.5,0.5,0.00048142060329606077,0.0025543127508140624
alpha191.alpha067,-0.035322884245366816,-2.0134129835834806,-0.072643566891994,-4.069652275253942,-0.011058883893089844,0.4266666666666667,0.5,-0.00016509522698300556,0.004504060004776616
alpha191.alpha068,-0.025854316205313938,-3.1029160322105938,-0.05342893347603655,-3.4150691229083896,-0.013579935631150517,0.29333333333333333,0.5,-0.00021390518664755577,0.004363870090230555
alpha191.alpha069,-0.027467360273437512,-2.0057062195843764,-0.06684194239842246,-4.031149921482178,-0.01435940130112216,0.323943661971831,1.0,0.00027707423612895795,0.00493162120494105
alpha191.alpha070,-0.07831537749102252,-4.190296132179443,-0.1358937141114307,-6.472070879407819,-0.027035309191312185,0.22972972972972974,1.0,-0.003526153887725908,0.0076445802458981905
alpha191.alpha071,-0.052313445283801344,-2.460198100956193,-0.0721564193567629,-3.491768466214595,-0.012276224578200908,0.4714285714285714,0.5,-0.0011900187276443017,0.004087799313281473
alpha191.alpha072,0.02537269080641776,1.7406122392823422,0.03238799322947706,1.922752441783656,0.013178277769390552,0.6621621621621622,0.5,0.004040824980401434,0.0007553980208380687
alpha191.alpha073,0.01911333101861815,2.48262209505236,0.030802869882237533,3.214285369095432,0.0021992273983818633,0.5147058823529411,0.75,0.005318830526511978,0.0017496155423637105
alpha191.alpha074,-0.021562573097629118,-2.351310739100716,-0.053591921303824744,-4.784350465413849,-0.005122439451706866,0.4098360655737705,1.0,0.00295598092318532,0.005797904419141009
alpha191.alpha075,-0.04330693557322563,-4.091139751263941,-0.06447838524363379,-5.347533311642696,-0.010041721158717968,0.36923076923076925,1.0,0.0018553714485795643,0.007836809090932722
alpha191.alpha076,-0.012179907203362811,-0.9380468610890872,-0.012568197621625076,-0.938713349179008,-0.005787429005539172,0.4084507042253521,0.5,0.002713049612980944,0.0032975191525050507
alpha191.alpha077,0.025095629641466253,2.3141224658597452,0.02472534902939345,1.8778028543518204,0.01278530570476025,0.7384615384615385,0.75,0.006713342582299643,0.0026388771129800663
alpha191.alpha078,-0.011478717584364822,-0.7851008875177641,-0.038243517051412726,-2.2483519519153545,0.006390977503789191,0.6142857142857143,0.5,0.0010678223755893057,0.0026916627271160337
alpha191.alpha079,-0.02723269701850519,-1.6144677464266015,-0.05867931915621373,-3.2248721438901984,-0.004338068806818845,0.49333333333333335,0.5,0.0004809765187201385,0.0042378926723934465
alpha191.alpha080,-0.03932352383746034,-3.198588690781415,-0.032983050915031197,-2.3706203184573256,-0.015875405893418904,0.35135135135135137,0.5,0.0005989527122313887,0.0036658710643118313
alpha191.alpha081,-0.04130375161692378,-2.249560418846814,-0.08499830866651573,-3.7925587648491037,-0.011688909932401964,0.3815789473684211,1.0,0.0008057830321422437,0.006643187911992739
alpha191.alpha082,0.025241442435231114,1.7440760108171283,0.03229314599246576,1.9252080743430016,0.012043303189896805,0.6216216216216216,0.5,0.004145244047797117,0.0010605383089956316
alpha191.alpha083,0.026306917931410958,3.264795544674773,0.07001206551228108,7.173598797465543,0.010522380791670614,0.581081081081081,1.0,0.005612999438798668,0.0008256679870118929
alpha191.alpha084,-0.043807201326652515,-2.914828071480603,-0.06280315107454415,-4.30248495669717,-0.01569994474283741,0.36619718309859156,0.5,-0.0006945524374815198,0.004605324787505719
alpha191.alpha085,-0.0057690510078226955,-0.553677098025065,-0.0019147918951299555,-0.14056377417178356,-0.0046736532458495,0.40298507462686567,1.0,0.0036101834986507204,0.004893862893490424
alpha191.alpha086,-0.00011195593168211413,-0.012289863590792061,0.0041762301539466735,0.3416426441991845,0.002043311863157511,0.4342105263157895,0.75,0.00417995722312346,0.004500919799392094
alpha191.alpha087,0.011944504177531547,1.0336395354290806,0.02238061844995877,1.6306279157068642,0.010787535525270954,0.6666666666666666,0.5,0.004411696649228955,0.0022164457670570386
alpha191.alpha088,-0.05990754508000689,-2.865857240023019,-0.0800757033006909,-3.907988076762872,-0.01707269572673892,0.352112676056338,0.75,-0.001192291895731886,0.004762440700529694
alpha191.alpha089,-0.04031434068829266,-2.5516286925849005,-0.0396476909642258,-2.1755394286190395,-0.018936426865301625,0.32894736842105265,0.75,-0.0008251672657057644,0.0035088667072028287
alpha191.alpha090,0.023725072420316195,3.109497856087582,0.05632310114803703,5.7883759598984454,0.00670657262758568,0.6216216216216216,1.0,0.005158563433270516,0.0017852348414238918
alpha191.alpha091,-0.005318566224603322,-0.40885453134339866,-0.010693294660296976,-0.7617200485732118,-0.004204982104668878,0.42424242424242425,0.5,0.0030247984322808457,0.005719439822344003
alpha191.alpha092,0.010490438202615143,0.8912359645344774,0.027549121276255813,2.4337787734767278,-0.007483743245236181,0.41935483870967744,0.5,0.0019506466634370157,-1.0115466107627127e-05
alpha191.alpha093,-0.03443684060814937,-2.287524476540217,-0.04583295405717908,-2.139456348648617,-0.011040596399382848,0.36619718309859156,0.75,3.886892256541999e-05,0.004758069925993286
alpha191.alpha094,-0.04726704166209012,-3.154361760613752,-0.07058130853636156,-4.7774432720833815,-0.014318214005570751,0.34782608695652173,0.75,-0.0011201730414958611,0.00439506222547998
alpha191.alpha095,-0.06185333603547762,-3.2261093392035076,-0.11783817798013027,-5.018468793082223,-0.017157224070504806,0.352112676056338,1.0,-0.0026305545835655815,0.006837163628805755
alpha191.alpha096,-0.02376343476742747,-1.7935104211334107,-0.03442504392374145,-2.159957263166604,-0.013946402569792897,0.410958904109589,0.5,0.001415332478959477,0.004781038865063837
alpha191.alpha097,-0.04324933047389225,-2.404365554660901,-0.10200976996760597,-4.824570600153951,-0.013100829058913934,0.3972602739726027,1.0,-9.838903427324216e-05,0.006912190884670911
alpha191.alpha098,0.019265800966044036,1.4070013551263059,0.030318550258414883,1.9277645747929888,-0.00010092506307987187,0.42592592592592593,0.5,0.003641416656591256,0.0016722460401175235
alpha191.alpha099,0.025202087030372106,3.2255164628160227,0.0654935250775804,6.90986510181716,0.011771674478485579,0.6351351351351351,1.0,0.005432365357568144,0.0007271074168105543
alpha191.alpha100,-0.035455729735429875,-1.958044797977155,-0.09372944308089608,-4.2778998856908155,-0.008785452065644232,0.43661971830985913,1.0,-0.0005230112040095425,0.00558691925646019
alpha191.alpha101,0.014863901017050853,2.4547399938362675,0.036299539275368005,5.382239891892552,0.004332836569377263,0.5657894736842105,1.0,0.005254977403973559,0.004107359486781165
alpha191.alpha102,-0.029572393656762504,-2.2830778904852043,-0.038139496065731415,-2.456302349977837,-0.010200249453158752,0.4,0.75,0.0016135108180696982,0.004863164897841143
alpha191.alpha103,0.01701804277977097,1.4558023198127723,0.032742018753571654,2.1488192976121923,0.0013088259475892837,0.5211267605633803,0.5,0.003890118829853773,0.0022677333762667717
alpha191.alpha104,0.0023535211582118294,0.35181921496034607,0.007609820563364047,0.8982534666628307,-9.677974958397244e-05,0.49295774647887325,0.5,0.003328934287036549,0.002279470369040271
alpha191.alpha105,0.032495442205919864,4.704088681185217,0.05481892250452189,5.909671194822971,0.007331411555455631,0.6575342465753424,1.0,0.006587007223437337,0.0017157259606213433
alpha191.alpha106,-0.06284202318447503,-3.4141458760211063,-0.07613002198401593,-4.063546791706291,-0.0218157013201824,0.323943661971831,0.5,-0.0023118156132059266,0.003656608145322288
alpha191.alpha107,-0.014769902840966994,-1.0810740543059356,-0.03289433254999715,-2.0127197296690227,-0.02157518879790009,0.32,0.75,-0.00022103922829174857,0.0048395060006958925
alpha191.alpha108,-0.010725812059245166,-1.1293359986462768,0.01259281708435525,1.0995973280637525,0.0021459005529144287,0.3972602739726027,0.75,0.0029718148681351524,0.003813895887281904
alpha191.alpha109,-0.03965442856300377,-2.7494034584182,-0.04738109931986147,-3.0397428901453463,-0.01667205271908733,0.35526315789473684,0.5,0.0012011385126434037,0.004613116393280182
alpha191.alpha110,-0.03317626141206891,-2.0496161738759158,-0.06792972399827123,-4.047344844873749,-0.010679967328178346,0.39436619718309857,0.75,0.000540283036468485,0.004593278812854639
alpha191.alpha111,0.006434494714607582,0.47527740190122736,0.011979808117778518,0.74733742533227,0.0013488198555019811,0.5394736842105263,0.5,0.0031211017540327996,0.002115451687592548
alpha191.alpha112,-0.026233354055998588,-1.8567743800762968,-0.05119163139687685,-3.0923135435413136,-0.008478126046061,0.4166666666666667,0.5,0.0008744271035320392,0.004575441855771184
alpha191.alpha113,0.0553114857131747,5.312298547500718,0.07236621885166307,5.301039341370626,0.013995201302970644,0.7164179104477612,1.0,0.007174509894703655,-0.0006514554761589408
alpha191.alpha114,-0.04160851975211242,-2.6312454836477666,-0.07522340776745873,-3.4283820816373063,-0.006955632144044087,0.4189189189189189,0.75,-0.0008185145630254749,0.004630329892876889
alpha191.alpha115,0.0018397342502610092,0.27297011424730194,0.013912123626296357,1.5084891645882401,0.00038609626895839033,0.4925373134328358,0.5,0.003844530909655545,0.003878090084903221
alpha191.alpha116,-0.0649314161280206,-4.034675811249701,-0.06838568437529517,-3.8651230728387165,-0.023868200428365263,0.28169014084507044,0.75,-0.002116077563941433,0.0037247531937788358
alpha191.alpha117,-0.013670129509518592,-1.5912865154995828,-0.0050619525101214796,-0.3618148543078293,-0.0036523245491116335,0.45588235294117646,0.75,0.0029321358188969093,0.0042834239675744795
alpha191.alpha118,-0.03838450596487229,-2.5461785431239843,-0.07614216956955526,-4.663899329890876,-0.011721549419763368,0.30985915492957744,0.75,7.488634553943367e-05,0.00503441590631191
alpha191.alpha119,-0.0019330894543131303,-0.29285265236157815,-0.003918622929220281,-0.4557741674840992,0.0009684618400859525,0.46875,0.75,0.004902899718308264,0.005354113685169982
alpha191.alpha120,0.00971121871748045,1.4200291406522176,0.02124078495771873,2.4016934770766944,0.003161965443670336,0.5131578947368421,0.5,0.005387012578239081,0.004276917850138488
alpha191.alpha121,0.009571788190157249,0.7950476296162575,0.054638167688678255,3.632463504424046,0.013160808113602547,0.6164383561643836,0.75,0.004357943612640544,0.0005311956182503741
alpha191.alpha122,-0.04954019185361201,-2.586139394459374,-0.08119314780175285,-3.9912622812008793,-0.014850254106985462,0.4,0.75,0.0006648591082939163,0.006331414468629781
alpha191.alpha123,0.01159321507966001,2.0562542362707927,0.02439198055100137,3.7861189345585915,0.004654454697666599,0.5714285714285714,0.75,0.004922743016890669,0.003518756104075239
alpha191.alpha124,-0.03466156796334142,-2.814279169218555,-0.005016662009202229,-0.27730265278853694,-0.010533539366349919,0.34782608695652173,0.5,0.003969538077015127,0.005102822372257765
alpha191.alpha125,-0.00844864113805243,-1.3902467760082762,0.012834013933912227,1.177360660012621,-0.0031304174554956875,0.44,0.5,0.00535224624092023,0.006114349280643866
alpha191.alpha126,-0.06477054006578926,-5.391304259911609,-0.05661394310938798,-3.335975648908415,-0.03109884409585295,0.15789473684210525,1.0,-0.0013452718143127044,0.00828724644819931
alpha191.alpha127,0.0003970325686918931,0.024372989130001504,-0.02222860910966176,-0.9754305878259416,0.003701643545063916,0.4857142857142857,0.5,0.002691139627489687,0.0024791608138864905
alpha191.alpha128,-0.0328095840717233,-2.4923844584865464,-0.05841094865758667,-3.8545514174162037,-0.01146560091124308,0.4166666666666667,1.0,0.0007769288955137241,0.0055384552030670895
