,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1173347.9291167879
Total Return [%],17.334792911678782
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000173
Total Fees Paid,0.0
Max Drawdown [%],20.010114035721323
Max Drawdown Duration,98 days 00:00:00
Total Trades,45357
Total Closed Trades,45097
Total Open Trades,260
Open Trade PnL,-17652.172299376096
Win Rate [%],51.3426613743708
Best Trade [%],102.93036450912003
Worst Trade [%],-34.37848029916366
Avg Winning Trade [%],3.8162112864451556
Avg Losing Trade [%],-4.481682395738813
Avg Winning Trade Duration,3 days 15:41:24.270536408
Avg Losing Trade Duration,7 days 02:28:52.300884955
Profit Factor,1.1495759375608412
Expectancy,3.912956979763514
Sharpe Ratio,0.7389326754150533
Calmar Ratio,0.8819891823060987
Omega Ratio,1.1123838326969147
Sortino Ratio,0.9683165778939881
