,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,986895.2847886969
Total Return [%],-1.3104715211303126
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000008
Total Fees Paid,0.0
Max Drawdown [%],14.660392376920376
Max Drawdown Duration,43 days 00:00:00
Total Trades,19710
Total Closed Trades,19450
Total Open Trades,260
Open Trade PnL,-18047.787221856765
Win Rate [%],43.91773778920309
Best Trade [%],46.35761589403975
Worst Trade [%],-29.707569740727035
Avg Winning Trade [%],3.72181912577627
Avg Losing Trade [%],-4.7347121164636485
Avg Winning Trade Duration,4 days 19:45:36.876609693
Avg Losing Trade Duration,9 days 01:52:17.541528239
Profit Factor,1.0118979957580043
Expectancy,0.11221486653489166
Sharpe Ratio,0.0001536697290336164
Calmar Ratio,-0.09087253455592921
Omega Ratio,1.0000317913984094
Sortino Ratio,0.00020868639501335967
