order_id,side,level_index,price,qty,placed_time,status
1098943910,BUY,-145,0.861,100,2026-04-15 09:34:24,placed
1098943911,BUY,-144,0.862,100,2026-04-15 09:34:25,placed
1098943912,BUY,-143,0.863,100,2026-04-15 09:34:25,placed
1098943913,BUY,-142,0.864,100,2026-04-15 09:34:25,placed
1098943915,BUY,-141,0.865,100,2026-04-15 09:34:25,placed
1098943923,BUY,-146,0.86,100,2026-04-15 09:34:25,placed
1098945386,BUY,-147,0.859,100,2026-04-15 09:35:58,placed
1098950824,BUY,-148,0.858,100,2026-04-15 09:44:40,placed
1098968051,BUY,-149,0.857,100,2026-04-15 10:23:46,placed
1098972108,BUY,-143,0.863,100,2026-04-15 10:37:58,placed
1098972430,BUY,-142,0.864,100,2026-04-15 10:39:10,placed
1098972953,BUY,-140,0.866,100,2026-04-15 10:41:04,placed
1098973054,BUY,-141,0.865,100,2026-04-15 10:41:25,placed
1098975847,BUY,-142,0.864,100,2026-04-15 10:46:40,placed
1098976098,BUY,-141,0.865,100,2026-04-15 10:47:28,placed
1098976205,BUY,-139,0.867,100,2026-04-15 10:47:52,placed
1098977412,BUY,-141,0.865,100,2026-04-15 10:52:49,placed
1098977973,BUY,-140,0.866,100,2026-04-15 10:54:58,placed
1098978190,BUY,-138,0.868,100,2026-04-15 10:55:43,placed
1098978222,BUY,-139,0.867,100,2026-04-15 10:55:49,placed
1098978284,BUY,-137,0.869,100,2026-04-15 10:56:01,placed
1098978308,BUY,-138,0.868,100,2026-04-15 10:56:04,placed
1098978348,BUY,-136,0.87,100,2026-04-15 10:56:13,placed
1098978359,BUY,-137,0.869,100,2026-04-15 10:56:16,placed
1098978384,BUY,-136,0.87,100,2026-04-15 10:56:22,placed
1098978385,BUY,-135,0.871,100,2026-04-15 10:56:22,placed
1098978590,BUY,-138,0.868,100,2026-04-15 10:56:52,placed
1098978698,BUY,-137,0.869,100,2026-04-15 10:57:13,placed
1098978905,BUY,-138,0.868,100,2026-04-15 10:58:07,placed
1098978983,BUY,-137,0.869,100,2026-04-15 10:58:22,placed
1098979016,BUY,-136,0.87,100,2026-04-15 10:58:31,placed
1098979044,BUY,-134,0.872,100,2026-04-15 10:58:37,placed
1098979069,BUY,-135,0.871,100,2026-04-15 10:58:43,placed
1098979227,BUY,-136,0.87,100,2026-04-15 10:59:16,placed
1098980235,BUY,-137,0.869,100,2026-04-15 11:03:07,placed
1098980727,BUY,-136,0.87,100,2026-04-15 11:05:07,placed
1098980973,BUY,-135,0.871,100,2026-04-15 11:06:04,placed
1098981103,BUY,-134,0.872,100,2026-04-15 11:06:22,placed
1098981104,BUY,-133,0.873,100,2026-04-15 11:06:22,placed
1098981147,BUY,-132,0.874,100,2026-04-15 11:06:31,placed
1098981185,BUY,-133,0.873,100,2026-04-15 11:06:40,placed
1098981207,BUY,-132,0.874,100,2026-04-15 11:06:46,placed
1098981208,BUY,-131,0.875,100,2026-04-15 11:06:46,placed
1098981209,BUY,-130,0.876,100,2026-04-15 11:06:46,placed
1098981245,BUY,-129,0.877,100,2026-04-15 11:06:52,placed
1098981305,BUY,-130,0.876,100,2026-04-15 11:07:04,placed
1098981358,BUY,-131,0.875,100,2026-04-15 11:07:13,placed
1098981555,BUY,-132,0.874,100,2026-04-15 11:07:58,placed
1098981931,BUY,-131,0.875,100,2026-04-15 11:09:28,placed
1098981946,BUY,-132,0.874,100,2026-04-15 11:09:31,placed
1098981963,BUY,-130,0.876,100,2026-04-15 11:09:34,placed
1098982003,BUY,-128,0.878,100,2026-04-15 11:09:43,placed
1098982024,BUY,-129,0.877,100,2026-04-15 11:09:46,placed
1098982346,BUY,-130,0.876,100,2026-04-15 11:10:55,placed
1098982772,BUY,-131,0.875,100,2026-04-15 11:12:22,placed
1098982849,BUY,-130,0.876,100,2026-04-15 11:12:28,placed
1098982884,BUY,-129,0.877,100,2026-04-15 11:12:31,placed
1098982948,BUY,-127,0.879,100,2026-04-15 11:12:49,placed
1098983179,BUY,-128,0.878,100,2026-04-15 11:13:07,placed
1098983197,BUY,-126,0.88,100,2026-04-15 11:13:10,placed
1098983655,BUY,-130,0.876,100,2026-04-15 11:14:46,placed
1098983690,BUY,-129,0.877,100,2026-04-15 11:14:52,placed
1098983813,BUY,-128,0.878,100,2026-04-15 11:15:13,placed
1098984285,BUY,-132,0.874,100,2026-04-15 11:16:46,placed
1098984512,BUY,-133,0.873,100,2026-04-15 11:17:31,placed
1098985196,BUY,-134,0.872,100,2026-04-15 11:19:55,placed
1098986497,BUY,-133,0.873,100,2026-04-15 11:25:16,placed
1098986505,BUY,-134,0.872,100,2026-04-15 11:25:19,placed
1098987336,BUY,-136,0.87,100,2026-04-15 11:29:22,placed
1098987889,BUY,-135,0.871,100,2026-04-15 13:00:02,placed
1098987891,BUY,-134,0.872,100,2026-04-15 13:00:02,placed
1098987892,BUY,-133,0.873,100,2026-04-15 13:00:02,placed
1098987955,BUY,-132,0.874,100,2026-04-15 13:00:05,placed
1098988300,BUY,-131,0.875,100,2026-04-15 13:00:29,placed
1098988442,BUY,-132,0.874,100,2026-04-15 13:00:32,placed
1098988905,BUY,-131,0.875,100,2026-04-15 13:01:50,placed
1098989396,BUY,-133,0.873,100,2026-04-15 13:03:38,placed
1098989917,BUY,-132,0.874,100,2026-04-15 13:05:38,placed
1098989960,BUY,-131,0.875,100,2026-04-15 13:05:53,placed
1099010430,BUY,-134,0.872,100,2026-04-15 13:16:32,placed
1099013508,BUY,-133,0.873,100,2026-04-15 13:17:23,placed
1099055062,BUY,-134,0.872,100,2026-04-15 13:47:38,placed
1099055160,BUY,-133,0.873,100,2026-04-15 13:48:11,placed
1099061233,BUY,-139,0.867,100,2026-04-15 14:01:56,placed
1099062670,BUY,-138,0.868,100,2026-04-15 14:07:26,placed
1099064762,BUY,-140,0.866,100,2026-04-15 14:14:41,placed
1099066798,BUY,-141,0.865,100,2026-04-15 14:19:50,placed
