,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,767980.2665680684
Total Return [%],-23.201973343193156
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000226
Total Fees Paid,0.0
Max Drawdown [%],30.398177673719072
Max Drawdown Duration,329 days 00:00:00
Total Trades,40198
Total Closed Trades,39938
Total Open Trades,260
Open Trade PnL,10607.948474036264
Win Rate [%],61.91596975311733
Best Trade [%],181.55520546349243
Worst Trade [%],-46.44446993900625
Avg Winning Trade [%],14.322900991126728
Avg Losing Trade [%],-7.018225365959727
Avg Winning Trade Duration,20 days 22:43:28.864445163
Avg Losing Trade Duration,15 days 07:02:13.966745843
Profit Factor,0.7225749741704586
Expectancy,-6.153130553016245
Sharpe Ratio,-0.7326090256511172
Calmar Ratio,-0.7743907718106022
Omega Ratio,0.8974921193165255
Sortino Ratio,-0.9212069403899026
