,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1151939.477839064
Total Return [%],15.1939477839064
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000107
Total Fees Paid,0.0
Max Drawdown [%],20.64634141139982
Max Drawdown Duration,139 days 00:00:00
Total Trades,48573
Total Closed Trades,48313
Total Open Trades,260
Open Trade PnL,-2550.4186475320585
Win Rate [%],67.55324653819883
Best Trade [%],164.56049118612728
Worst Trade [%],-30.845903748475756
Avg Winning Trade [%],6.8686137352865915
Avg Losing Trade [%],-3.2594561351820746
Avg Winning Trade Duration,5 days 00:16:22.149094585
Avg Losing Trade Duration,4 days 14:11:57.432739059
Profit Factor,1.107429257185929
Expectancy,2.71333485522792
Sharpe Ratio,0.7182223695013322
Calmar Ratio,0.7491201505980654
Omega Ratio,1.1136961535195744
Sortino Ratio,0.9238443455913214
