,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1297610.8495928491
Total Return [%],29.761084959284922
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000185
Total Fees Paid,0.0
Max Drawdown [%],15.321407142653854
Max Drawdown Duration,58 days 00:00:00
Total Trades,42352
Total Closed Trades,42092
Total Open Trades,260
Open Trade PnL,-60090.292505799065
Win Rate [%],44.378979378504226
Best Trade [%],68.88997000008148
Worst Trade [%],-38.94145109559845
Avg Winning Trade [%],3.8554815474273156
Avg Losing Trade [%],-5.403751064892111
Avg Winning Trade Duration,8 days 08:51:35.845824411
Avg Losing Trade Duration,17 days 16:26:08.439108061
Profit Factor,1.644874478497461
Expectancy,8.446090810677994
Sharpe Ratio,1.220050641029616
Calmar Ratio,1.9794082170208795
Omega Ratio,1.1958929334446726
Sortino Ratio,1.6203670790321152
