date,code
20241101,600255.SH
20241101,600545.SH
20241101,600868.SH
20241101,600227.SH
20241101,600226.SH
20241101,600076.SH
20241101,600408.SH
20241101,600666.SH
20241101,600397.SH
20241101,600815.SH
20241101,600103.SH
20241101,601011.SH
20241101,600691.SH
20241101,002426.SZ
20241101,002418.SZ
20241101,002141.SZ
20241101,002259.SZ
20241101,002309.SZ
20241101,002490.SZ
20241101,002425.SZ
20241101,002256.SZ
20241101,002263.SZ
20241101,000889.SZ
20241101,002638.SZ
20241101,002445.SZ
20241101,002437.SZ
20241104,600255.SH
20241104,600545.SH
20241104,600868.SH
20241104,600227.SH
20241104,600226.SH
20241104,600076.SH
20241104,600408.SH
20241104,600666.SH
20241104,600397.SH
20241104,600815.SH
20241104,600103.SH
20241104,601011.SH
20241104,600691.SH
20241104,002426.SZ
20241104,002418.SZ
20241104,002141.SZ
20241104,002259.SZ
20241104,002309.SZ
20241104,002490.SZ
20241104,002425.SZ
20241104,002256.SZ
20241104,002263.SZ
20241104,000889.SZ
20241104,002638.SZ
20241104,002445.SZ
20241104,002437.SZ
20241105,600255.SH
20241105,600545.SH
20241105,600868.SH
20241105,600227.SH
20241105,600226.SH
20241105,600076.SH
20241105,600408.SH
20241105,600666.SH
20241105,600397.SH
20241105,600815.SH
20241105,600103.SH
20241105,601011.SH
20241105,600691.SH
20241105,002426.SZ
20241105,002418.SZ
20241105,002141.SZ
20241105,002259.SZ
20241105,002309.SZ
20241105,002490.SZ
20241105,002425.SZ
20241105,002256.SZ
20241105,002263.SZ
20241105,000889.SZ
20241105,002638.SZ
20241105,002445.SZ
20241105,002437.SZ
20241106,600255.SH
20241106,600545.SH
20241106,600868.SH
20241106,600227.SH
20241106,600226.SH
20241106,600076.SH
20241106,600408.SH
20241106,600666.SH
20241106,600397.SH
20241106,600815.SH
20241106,600103.SH
20241106,601011.SH
20241106,600691.SH
20241106,002426.SZ
20241106,002418.SZ
20241106,002141.SZ
20241106,002259.SZ
20241106,002309.SZ
20241106,002490.SZ
20241106,002425.SZ
20241106,002256.SZ
20241106,002263.SZ
20241106,000889.SZ
20241106,002638.SZ
20241106,002445.SZ
20241106,002437.SZ
20241107,600255.SH
20241107,600545.SH
20241107,600868.SH
20241107,600227.SH
20241107,600226.SH
20241107,600076.SH
20241107,600408.SH
20241107,600666.SH
20241107,600815.SH
20241107,600103.SH
20241107,601011.SH
20241107,600691.SH
20241107,000767.SZ
20241107,002426.SZ
20241107,002418.SZ
20241107,002141.SZ
20241107,002259.SZ
20241107,002309.SZ
20241107,002490.SZ
20241107,002425.SZ
20241107,002256.SZ
20241107,002263.SZ
20241107,000889.SZ
20241107,002638.SZ
20241107,002445.SZ
20241107,002437.SZ
20241108,600255.SH
20241108,600545.SH
20241108,600868.SH
20241108,600227.SH
20241108,600226.SH
20241108,600076.SH
20241108,600408.SH
20241108,600666.SH
20241108,600397.SH
20241108,600815.SH
20241108,600103.SH
20241108,601011.SH
20241108,600691.SH
20241108,002418.SZ
20241108,002141.SZ
20241108,002259.SZ
20241108,002309.SZ
20241108,002490.SZ
20241108,002425.SZ
20241108,002471.SZ
20241108,002256.SZ
20241108,002263.SZ
20241108,000889.SZ
20241108,002638.SZ
20241108,002445.SZ
20241108,002437.SZ
20241111,600255.SH
20241111,600545.SH
20241111,600868.SH
20241111,600227.SH
20241111,600226.SH
20241111,601388.SH
20241111,600076.SH
20241111,600408.SH
20241111,600397.SH
20241111,600815.SH
20241111,600103.SH
20241111,601011.SH
20241111,600691.SH
20241111,002426.SZ
20241111,002418.SZ
20241111,002141.SZ
20241111,002259.SZ
20241111,002490.SZ
20241111,002425.SZ
20241111,002471.SZ
20241111,002263.SZ
20241111,000889.SZ
20241111,002638.SZ
20241111,002554.SZ
20241111,002445.SZ
20241111,002437.SZ
20241112,600255.SH
20241112,600545.SH
20241112,600868.SH
20241112,600227.SH
20241112,600226.SH
20241112,601388.SH
20241112,600076.SH
20241112,600408.SH
20241112,600666.SH
20241112,600397.SH
20241112,600815.SH
20241112,600103.SH
20241112,601011.SH
20241112,600691.SH
20241112,002418.SZ
20241112,002141.SZ
20241112,002259.SZ
20241112,002490.SZ
20241112,002425.SZ
20241112,002471.SZ
20241112,002263.SZ
20241112,000889.SZ
20241112,002638.SZ
20241112,002554.SZ
20241112,002445.SZ
20241112,002437.SZ
20241113,600255.SH
20241113,600545.SH
20241113,600868.SH
20241113,600227.SH
20241113,600226.SH
20241113,601388.SH
20241113,600076.SH
20241113,600408.SH
20241113,600666.SH
20241113,600397.SH
20241113,600815.SH
20241113,600103.SH
20241113,601011.SH
20241113,600691.SH
20241113,002426.SZ
20241113,002141.SZ
20241113,002259.SZ
20241113,002490.SZ
20241113,002425.SZ
20241113,002471.SZ
20241113,002263.SZ
20241113,000889.SZ
20241113,002638.SZ
20241113,002554.SZ
20241113,002445.SZ
20241113,002437.SZ
20241114,600255.SH
20241114,600545.SH
20241114,600868.SH
20241114,600226.SH
20241114,601388.SH
20241114,600076.SH
20241114,600408.SH
20241114,600666.SH
20241114,600397.SH
20241114,600815.SH
20241114,600103.SH
20241114,601011.SH
20241114,600691.SH
20241114,002426.SZ
20241114,002418.SZ
20241114,002141.SZ
20241114,000816.SZ
20241114,002259.SZ
20241114,002425.SZ
20241114,002471.SZ
20241114,002256.SZ
20241114,002263.SZ
20241114,000889.SZ
20241114,002638.SZ
20241114,002445.SZ
20241114,002437.SZ
20241115,600255.SH
20241115,600545.SH
20241115,600868.SH
20241115,600226.SH
20241115,601388.SH
20241115,600076.SH
20241115,600408.SH
20241115,600397.SH
20241115,600815.SH
20241115,600103.SH
20241115,601011.SH
20241115,600691.SH
20241115,002426.SZ
20241115,002418.SZ
20241115,002141.SZ
20241115,000816.SZ
20241115,002259.SZ
20241115,002490.SZ
20241115,002425.SZ
20241115,002471.SZ
20241115,002256.SZ
20241115,002263.SZ
20241115,000889.SZ
20241115,002638.SZ
20241115,002445.SZ
20241115,002437.SZ
20241118,600255.SH
20241118,600545.SH
20241118,600868.SH
20241118,600227.SH
20241118,600226.SH
20241118,600076.SH
20241118,600408.SH
20241118,600666.SH
20241118,600397.SH
20241118,600815.SH
20241118,600103.SH
20241118,601011.SH
20241118,600691.SH
20241118,002426.SZ
20241118,002418.SZ
20241118,002141.SZ
20241118,002259.SZ
20241118,002490.SZ
20241118,002425.SZ
20241118,002471.SZ
20241118,002256.SZ
20241118,002263.SZ
20241118,000889.SZ
20241118,002638.SZ
20241118,002445.SZ
20241118,002437.SZ
20241119,600255.SH
20241119,600545.SH
20241119,600868.SH
20241119,600227.SH
20241119,600226.SH
20241119,600076.SH
20241119,600408.SH
20241119,600666.SH
20241119,600397.SH
20241119,600815.SH
20241119,600103.SH
20241119,600691.SH
20241119,002426.SZ
20241119,002418.SZ
20241119,002141.SZ
20241119,000816.SZ
20241119,002259.SZ
20241119,002425.SZ
20241119,002471.SZ
20241119,002256.SZ
20241119,002596.SZ
20241119,002263.SZ
20241119,000889.SZ
20241119,002638.SZ
20241119,002445.SZ
20241119,002437.SZ
20241120,600255.SH
20241120,600545.SH
20241120,600868.SH
20241120,600227.SH
20241120,600226.SH
20241120,601388.SH
20241120,600076.SH
20241120,600408.SH
20241120,600397.SH
20241120,600815.SH
20241120,600396.SH
20241120,600103.SH
20241120,600691.SH
20241120,002426.SZ
20241120,002418.SZ
20241120,002141.SZ
20241120,000816.SZ
20241120,002259.SZ
20241120,002425.SZ
20241120,002471.SZ
20241120,002256.SZ
20241120,002596.SZ
20241120,000889.SZ
20241120,002638.SZ
20241120,002445.SZ
20241120,002437.SZ
20241121,600255.SH
20241121,600545.SH
20241121,600868.SH
20241121,600227.SH
20241121,600226.SH
20241121,601388.SH
20241121,600076.SH
20241121,600408.SH
20241121,600397.SH
20241121,600815.SH
20241121,600396.SH
20241121,600103.SH
20241121,600691.SH
20241121,000767.SZ
20241121,002426.SZ
20241121,002418.SZ
20241121,002141.SZ
20241121,000816.SZ
20241121,002259.SZ
20241121,002425.SZ
20241121,002471.SZ
20241121,002256.SZ
20241121,000889.SZ
20241121,002638.SZ
20241121,002445.SZ
20241121,002437.SZ
20241122,600255.SH
20241122,600545.SH
20241122,600868.SH
20241122,600227.SH
20241122,600226.SH
20241122,600076.SH
20241122,600408.SH
20241122,600397.SH
20241122,600815.SH
20241122,600396.SH
20241122,600103.SH
20241122,601011.SH
20241122,600691.SH
20241122,000767.SZ
20241122,002418.SZ
20241122,002141.SZ
20241122,000816.SZ
20241122,002259.SZ
20241122,002490.SZ
20241122,002425.SZ
20241122,002471.SZ
20241122,002256.SZ
20241122,000889.SZ
20241122,002638.SZ
20241122,002445.SZ
20241122,002437.SZ
20241125,600255.SH
20241125,600545.SH
20241125,600868.SH
20241125,600227.SH
20241125,600226.SH
20241125,601388.SH
20241125,600076.SH
20241125,600408.SH
20241125,600666.SH
20241125,600397.SH
20241125,600815.SH
20241125,600103.SH
20241125,601011.SH
20241125,600691.SH
20241125,000767.SZ
20241125,002418.SZ
20241125,002141.SZ
20241125,000816.SZ
20241125,002259.SZ
20241125,002490.SZ
20241125,002425.SZ
20241125,002256.SZ
20241125,000889.SZ
20241125,002638.SZ
20241125,002445.SZ
20241125,002437.SZ
20241126,600255.SH
20241126,600545.SH
20241126,600868.SH
20241126,600227.SH
20241126,600226.SH
20241126,601388.SH
20241126,600076.SH
20241126,600408.SH
20241126,600666.SH
20241126,600397.SH
20241126,600815.SH
20241126,600103.SH
20241126,601011.SH
20241126,600691.SH
20241126,000767.SZ
20241126,002418.SZ
20241126,002141.SZ
20241126,002259.SZ
20241126,002490.SZ
20241126,002425.SZ
20241126,002471.SZ
20241126,002256.SZ
20241126,002263.SZ
20241126,000889.SZ
20241126,002445.SZ
20241126,002437.SZ
20241127,600255.SH
20241127,600545.SH
20241127,600868.SH
20241127,600227.SH
20241127,600226.SH
20241127,601388.SH
20241127,600076.SH
20241127,600408.SH
20241127,600666.SH
20241127,600397.SH
20241127,600815.SH
20241127,600396.SH
20241127,600103.SH
20241127,600691.SH
20241127,000767.SZ
20241127,002418.SZ
20241127,002141.SZ
20241127,000816.SZ
20241127,002259.SZ
20241127,002490.SZ
20241127,002425.SZ
20241127,002471.SZ
20241127,002256.SZ
20241127,000889.SZ
20241127,002445.SZ
20241127,002437.SZ
20241128,600255.SH
20241128,600545.SH
20241128,600868.SH
20241128,600227.SH
20241128,600226.SH
20241128,601388.SH
20241128,600076.SH
20241128,600408.SH
20241128,600666.SH
20241128,600397.SH
20241128,600815.SH
20241128,600396.SH
20241128,600103.SH
20241128,601011.SH
20241128,600691.SH
20241128,000767.SZ
20241128,002418.SZ
20241128,002141.SZ
20241128,002259.SZ
20241128,002490.SZ
20241128,002425.SZ
20241128,002471.SZ
