factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.ret_2,0.006472016442580698,0.35780882547976955,-0.016626766714641947,-0.8095633001591179,-0.000496119418423004,0.527027027027027,0.75,0.001321622763158443,0.0018228104605609314
