,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,885484.6945538091
Total Return [%],-11.451530544619088
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000237
Total Fees Paid,0.0
Max Drawdown [%],24.628819399642836
Max Drawdown Duration,329 days 00:00:00
Total Trades,44694
Total Closed Trades,44434
Total Open Trades,260
Open Trade PnL,16280.239610187304
Win Rate [%],67.92546248368366
Best Trade [%],197.0973475769233
Worst Trade [%],-31.429936901106934
Avg Winning Trade [%],11.003933932770426
Avg Losing Trade [%],-4.332475227608273
Avg Winning Trade Duration,8 days 20:22:26.391889205
Avg Losing Trade Duration,6 days 15:15:50.081519812
Profit Factor,0.8873130061553283
Expectancy,-3.2120870526337377
Sharpe Ratio,-0.32210456188746533
Calmar Ratio,-0.472265252537435
Omega Ratio,0.9542466615558967
Sortino Ratio,-0.4085557263100954
