关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接,stock_code
600000,工商银行股价创历史新高，机构热议年末“估值切换”行情,除工行外，浦发银行（600000.SH）、沪农商行（601825.SH）、宁波银行（002142.SZ）、南京银行（601009,2025-11-05 20:05:48,21世纪经济报道,http://finance.eastmoney.com/a/202511053556069310.html,600000
600000,A股高开高走单边上行 沪指收盘站稳4000点：半导体板块大幅上涨,银行股逆市走低，厦门银行（601187）跌近3%，浦发银行（600000）、青岛银行（002948）、招商银行（600036,2025-11-06 15:26:01,澎湃新闻,http://finance.eastmoney.com/a/202511063557008728.html,600000
600000,险资三季度A股调仓动向：一手加码“压舱石”银行股，一手增配科技股要收益,浦发银行（600000.SH）、兴业银行（601166.SH）、招商银行（600036.SH）、农业银行（601288.SH,2025-11-03 19:27:02,界面新闻,http://finance.eastmoney.com/a/202511033553659375.html,600000
600000,上市银行三季报扫描：万亿城商行再添一员，营收增速三年来首度转正,中信银行（601998.SH）、浦发银行（600000.SH）资产规模有望在今年底明年初突破10万亿。,2025-11-03 19:13:59,界面新闻,http://finance.eastmoney.com/a/202511033553652824.html,600000
600000,银行ETF指数(512730)涨超1.2%，三季度险资频繁增持银行,288)、交通银行(601328)、江苏银行(600919)、浦发银行600000、,2025-11-03 10:48:59,界面新闻,http://finance.eastmoney.com/a/202511033553291088.html,600000
600000,293股今日获机构买入评级 7股上涨空间超50%,浦发银行2-1.297.39银行300450先导智能2-1.3057.95电力设备300760迈瑞医疗2-0.7625.83,2025-10-31 22:49:34,证券时报网,http://finance.eastmoney.com/a/202510313552191755.html,600000
600000,浦发银行：2025年前三季度净利润388.19亿元 同比增长10.21%,中证智能财讯浦发银行（600000）10月31日披露2025年第三季度报告。,2025-10-31 12:28:06,中国证券报·中证网,http://finance.eastmoney.com/a/202510313551712154.html,600000
600000,浦发银行前三季度净利388.19亿元增10.21%，不良贷款率1.29%,浦发银行（600000.SH）10月30日晚间公布的三季报显示，前三季度，浦发银行实现营业收入1322.80亿元，同比增长,2025-10-30 21:25:58,澎湃新闻,http://finance.eastmoney.com/a/202510303550677724.html,600000
600000,浦发银行：前三季度实现营收1322.80亿元，同比增1.88%,人民财讯10月30日电，浦发银行60000010月30日发布2025年三季报，前三季度集团实现营业收入1322.80,2025-10-30 20:08:40,人民财讯,http://finance.eastmoney.com/a/202510303550586536.html,600000
600000,A股高开高走放量上涨，沪指站上4000点：北证50大涨超8%，新能源概念股爆发,成都银行（601838）、浦发银行（600000）、厦门银行（601187）、江苏银行（600919）、青岛银行（002948,2025-10-29 15:29:01,澎湃新闻,http://finance.eastmoney.com/a/202510293548362058.html,600000
600000,500亿浦发转债终局：“白衣骑士”驰援扭转困局 转股率超99%,一场惊险的困局反转10月28日晚间，浦发银行（600000.SH）公告称，该行浦发转债自2020年5月4日起进入转股期,2025-10-29 01:57:58,界面新闻,http://finance.eastmoney.com/a/202510283547294873.html,600000
600000,154股今日获机构买入评级 42股上涨空间超20%,械设备600050中国联通11.1014.68通信600000浦发银行,2025-10-27 17:32:31,证券时报网,http://finance.eastmoney.com/a/202510273545443618.html,600000
600000,海南自贸港跨境资管试点：六机构抢滩“新蓝海”,金”），2家销售机构为兴业银行（601166.SH）海口分行和浦发银行（600000.SH）海口分行。,2025-10-25 02:33:55,中国经营网,http://finance.eastmoney.com/a/202510253544034091.html,600000
600000,银行ETF指数(512730)涨近1%，大型银行盈利同比或将恢复正增长,288)、交通银行(601328)、江苏银行(600919)、浦发银行600000、,2025-10-22 10:13:04,界面新闻,http://finance.eastmoney.com/a/202510223540959794.html,600000
600000,红利防御板块回归，银行ETF指数(512730)红盘向上，农业银行斩获12连阳,288)、交通银行(601328)、江苏银行(600919)、浦发银行600000、,2025-10-20 13:45:37,界面新闻,http://finance.eastmoney.com/a/202510203538646817.html,600000
600000,浦发银行：中国移动继续通过可转债转股形式增持股份,10月17日晚间，浦发银行（600000.SH）发布关于持股5%以上股东权益变动触及1%刻度的提示性公告称，截至2025年,2025-10-17 22:26:37,澎湃新闻,http://finance.eastmoney.com/a/202510173537551544.html,600000
600000,浦发银行500亿元转债进入转股倒计时 三大“白衣骑士”接踵而至,10月13日，浦发银行（600000.SH）发布公告称，收到中国移动通信集团广东有限公司通知，中国移动于当日将所持的5631,2025-10-16 08:20:56,华夏时报,http://finance.eastmoney.com/a/202510163535471327.html,600000
600000,转债到期在即，浦发银行获中国移动转股增持,浦发银行（600000.SH，股价13.17元，市值4191.86亿元）500亿元可转债将于10月27日到期。,2025-10-15 22:00:34,每日经济新闻,http://finance.eastmoney.com/a/202510153535108560.html,600000
600000,中国移动转股增持！浦发转债即将到期兑付，“白衣骑士”为何接踵而至？,10月13日晚间，浦发银行（600000.SH）公告， 中国移动通信集团广东有限公司（以下简称“中国移动”） 通过可转债转股,2025-10-14 22:08:02,界面新闻,http://finance.eastmoney.com/a/202510143533873079.html,600000
600000,浦发银行：中国移动可转债转股后持股比例增至18.18%,对于转换浦发银行A股可转债的理由和好处，中国移动表示，转换将允许广东移动以与市场交易价格可比的价格认购浦发银行之A股，同时有利于浦发银行补充其核心一级资本,2025-10-14 07:42:04,澎湃新闻,http://finance.eastmoney.com/a/202510143532889268.html,600000
600000,保险股走强一度领涨A股，新华保险盘中涨超7%,10月13日浦发银行（600000.SH）大涨5.66%，另有多只银行股涨幅超3%，10月14日截至下午14时30分，银行板块整体涨幅亦达,2025-10-14 14:58:21,第一财经,http://finance.eastmoney.com/a/202510143533567282.html,600000
600000,银行ETF指数(512730)涨超2.1%，防御风格强势回归,288)、交通银行(601328)、江苏银行(600919)、浦发银行600000、,2025-10-14 14:43:33,界面新闻,http://finance.eastmoney.com/a/202510143533561118.html,600000
600000,浦发银行：中国移动通过可转债转股增持公司股份 持股比例增至18.18%,每经AI快讯，10月13日，浦发银行600000.SH)公告称，公司收到中国移动通信集团广东有限公司通知，中国移动于,2025-10-13 19:50:53,每日经济新闻,http://finance.eastmoney.com/a/202510133532523089.html,600000
600000,逆势涨超5%！银行股久违大涨，这次轮到谁了？,中证银行指数全天上涨0.75%，浦发银行（600000.SH）以5.66%涨幅成为当天的板块龙头，渝农商行（601077.,2025-10-13 19:51:42,第一财经,http://finance.eastmoney.com/a/202510133532523464.html,600000
600000,银行ETF指数(512730)收涨近1%，避险情绪升温银行防御价值凸显,288)、交通银行(601328)、江苏银行(600919)、浦发银行600000、,2025-10-13 15:17:14,界面新闻,http://finance.eastmoney.com/a/202510133532322453.html,600000
600000,A股低开回暖，沪指尾盘一度接近平盘：有色金属及银行走高，两市成交超2.3万亿元,银行股震荡走强，浦发银行（600000）涨超5%，渝农商行（601077）、南京银行（601009）等涨超3%，重庆银行,2025-10-13 16:00:57,澎湃新闻,http://finance.eastmoney.com/a/202510133532366826.html,600000
600000,银行板块开始拉升，重视中证A500红利低波ETF(561680)的均衡配置、防御型配置作用,成分股方面涨跌互现，浦发银行600000领涨5.74%，江苏银行(600919)上涨3.06%，农业银行(601288,2025-10-13 14:15:57,界面新闻,http://finance.eastmoney.com/a/202510133532283125.html,600000
600000,银行ETF指数(512730)逆市上涨，板块迎来资产质量改善机遇,288)、交通银行(601328)、江苏银行(600919)、浦发银行600000、,2025-10-13 11:40:08,界面新闻,http://finance.eastmoney.com/a/202510133532328525.html,600000
600000,机构称市场风格或向防御性较强板块倾斜，国企红利ETF(159515)调整蓄势,成分股深物业A(000011)领涨4.73%，浦发银行600000、南京银行(601009)跟涨；鲁西化工(000830,2025-10-13 11:40:03,界面新闻,http://finance.eastmoney.com/a/202510133532328726.html,600000
600000,MaaS第一：火山引擎已夺半壁江山,信证券（002736.SZ）、招商银行（600036.SH）、浦发银行（600000.SH）等主流券商和基金公司及重要银行。,2025-10-12 13:34:54,财中社,http://finance.eastmoney.com/a/202510123531475336.html,600000
