,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1295242.5440603555
Total Return [%],29.524254406035567
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000011
Total Fees Paid,0.0
Max Drawdown [%],16.23629199882132
Max Drawdown Duration,144 days 00:00:00
Total Trades,46381
Total Closed Trades,46121
Total Open Trades,260
Open Trade PnL,-24167.087126343165
Win Rate [%],58.91459421955292
Best Trade [%],90.74950495049514
Worst Trade [%],-33.061869334289945
Avg Winning Trade [%],4.588459559153801
Avg Losing Trade [%],-3.805552423922927
Avg Winning Trade Duration,6 days 00:48:19.926394818
Avg Losing Trade Duration,7 days 12:38:15.763525771
Profit Factor,1.2821852771813735
Expectancy,6.654408189573033
Sharpe Ratio,1.1894826705820007
Calmar Ratio,1.852977480410223
Omega Ratio,1.1878222438910087
Sortino Ratio,1.5627556362014219
