,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,882958.0096233614
Total Return [%],-11.704199037663859
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000185
Total Fees Paid,0.0
Max Drawdown [%],22.667920482214036
Max Drawdown Duration,329 days 00:00:00
Total Trades,46373
Total Closed Trades,46113
Total Open Trades,260
Open Trade PnL,12011.874663008604
Win Rate [%],65.12697070240496
Best Trade [%],199.38064253486118
Worst Trade [%],-31.586247491795987
Avg Winning Trade [%],8.662123520461847
Avg Losing Trade [%],-4.055000038664781
Avg Winning Trade Duration,6 days 06:25:24.773574853
Avg Losing Trade Duration,5 days 12:49:31.830278684
Profit Factor,0.9038865483409019
Expectancy,-3.0709638109166093
Sharpe Ratio,-0.3471575511204185
Calmar Ratio,-0.5244283095730122
Omega Ratio,0.9510030884822512
Sortino Ratio,-0.43658453587058743
