,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,942043.8977762525
Total Return [%],-5.795610222374748
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000185
Total Fees Paid,0.0
Max Drawdown [%],22.96036643096717
Max Drawdown Duration,168 days 00:00:00
Total Trades,39452
Total Closed Trades,39192
Total Open Trades,260
Open Trade PnL,-67113.6878085493
Win Rate [%],45.055113288426206
Best Trade [%],132.09143468932004
Worst Trade [%],-46.353726076632604
Avg Winning Trade [%],10.031926446382343
Avg Losing Trade [%],-8.53481225384929
Avg Winning Trade Duration,42 days 08:34:29.724770642
Avg Losing Trade Duration,47 days 08:19:33.377982419
Profit Factor,1.0208190911881097
Expectancy,0.2164338551069971
Sharpe Ratio,-0.06851984405184125
Calmar Ratio,-0.25650998132751546
Omega Ratio,0.9899632274641122
Sortino Ratio,-0.0881516325676405
