order_id,side,level_index,price,qty,placed_time,status
1099036091,BUY,-4,1.176,100,2026-03-31 13:45:03,placed
1099036092,BUY,-3,1.177,100,2026-03-31 13:45:03,placed
1099036093,BUY,-2,1.178,100,2026-03-31 13:45:03,placed
1099036094,BUY,-1,1.179,100,2026-03-31 13:45:04,placed
1099036095,BUY,0,1.18,100,2026-03-31 13:45:04,placed
1099036125,BUY,1,1.181,100,2026-03-31 13:45:07,placed
1099036376,BUY,-6,1.174,100,2026-03-31 13:45:43,placed
1099036377,BUY,-5,1.175,100,2026-03-31 13:45:43,placed
1099036378,BUY,-4,1.176,100,2026-03-31 13:45:43,placed
1099036379,BUY,-3,1.177,100,2026-03-31 13:45:43,placed
1099036380,BUY,-2,1.178,100,2026-03-31 13:45:43,placed
1099036406,BUY,-1,1.179,100,2026-03-31 13:45:46,placed
1099036572,BUY,-2,1.178,100,2026-03-31 13:46:07,placed
1099036595,BUY,-1,1.179,100,2026-03-31 13:46:10,placed
1099036596,BUY,0,1.18,100,2026-03-31 13:46:10,placed
1099036621,BUY,1,1.181,100,2026-03-31 13:46:13,placed
1099036622,BUY,2,1.182,100,2026-03-31 13:46:13,placed
1099036719,BUY,1,1.181,100,2026-03-31 13:46:25,placed
1099036720,BUY,2,1.182,100,2026-03-31 13:46:25,placed
1099036722,BUY,3,1.183,100,2026-03-31 13:46:25,placed
1099036748,BUY,4,1.184,100,2026-03-31 13:46:28,placed
1099036749,BUY,5,1.185,100,2026-03-31 13:46:28,placed
1099036914,BUY,4,1.184,100,2026-03-31 13:46:34,placed
1099036916,BUY,5,1.185,100,2026-03-31 13:46:34,placed
1099036917,BUY,6,1.186,100,2026-03-31 13:46:34,placed
1099037512,BUY,4,1.184,100,2026-03-31 13:47:37,placed
1099037514,BUY,5,1.185,100,2026-03-31 13:47:37,placed
1099037516,BUY,6,1.186,100,2026-03-31 13:47:37,placed
1099037647,BUY,5,1.185,100,2026-03-31 13:47:49,placed
1099037877,BUY,3,1.183,100,2026-03-31 13:48:13,placed
1099037940,BUY,4,1.184,100,2026-03-31 13:48:19,placed
1099038162,BUY,2,1.182,100,2026-03-31 13:48:31,placed
1099038214,BUY,3,1.183,100,2026-03-31 13:48:37,placed
1099038292,BUY,4,1.184,100,2026-03-31 13:48:46,placed
1099038319,BUY,5,1.185,100,2026-03-31 13:48:50,placed
1099038320,BUY,6,1.186,100,2026-03-31 13:48:50,placed
1099038345,BUY,7,1.187,100,2026-03-31 13:48:52,placed
1099038346,BUY,8,1.188,100,2026-03-31 13:48:52,placed
1099038453,BUY,6,1.186,100,2026-03-31 13:49:01,placed
1099038455,BUY,7,1.187,100,2026-03-31 13:49:01,placed
1099038635,BUY,5,1.185,100,2026-03-31 13:49:19,placed
1099038637,BUY,6,1.186,100,2026-03-31 13:49:19,placed
1099038964,BUY,4,1.184,100,2026-03-31 13:49:49,placed
1099038966,BUY,5,1.185,100,2026-03-31 13:49:49,placed
1099039204,BUY,6,1.186,100,2026-03-31 13:50:10,placed
1099039277,BUY,7,1.187,100,2026-03-31 13:50:19,placed
1099039326,BUY,8,1.188,100,2026-03-31 13:50:25,placed
1099039327,BUY,9,1.189,100,2026-03-31 13:50:25,placed
1099039506,BUY,10,1.19,100,2026-03-31 13:50:31,placed
1099039507,BUY,11,1.191,100,2026-03-31 13:50:31,placed
1099039529,BUY,9,1.189,100,2026-03-31 13:50:34,placed
1099039531,BUY,12,1.192,100,2026-03-31 13:50:34,placed
1099039532,BUY,13,1.193,100,2026-03-31 13:50:34,placed
1099039607,BUY,11,1.191,100,2026-03-31 13:50:43,placed
1099039655,BUY,12,1.192,100,2026-03-31 13:50:49,placed
1099039675,BUY,13,1.193,100,2026-03-31 13:50:52,placed
1099039677,BUY,14,1.194,100,2026-03-31 13:50:52,placed
1099039678,BUY,15,1.195,100,2026-03-31 13:50:52,placed
1099039703,BUY,16,1.196,100,2026-03-31 13:50:55,placed
1099039704,BUY,17,1.197,100,2026-03-31 13:50:55,placed
1099039761,BUY,18,1.198,100,2026-03-31 13:51:01,placed
1099039763,BUY,19,1.199,100,2026-03-31 13:51:01,placed
1099040412,BUY,7,1.187,100,2026-03-31 13:52:19,placed
1099041051,BUY,5,1.185,100,2026-03-31 13:53:22,placed
1099041052,BUY,6,1.186,100,2026-03-31 13:53:22,placed
1099041053,BUY,7,1.187,100,2026-03-31 13:53:22,placed
1099041076,BUY,8,1.188,100,2026-03-31 13:53:25,placed
1099041078,BUY,9,1.189,100,2026-03-31 13:53:25,placed
1099041146,BUY,10,1.19,100,2026-03-31 13:53:31,placed
1099041198,BUY,9,1.189,100,2026-03-31 13:53:37,placed
1099041247,BUY,10,1.19,100,2026-03-31 13:53:43,placed
1099041276,BUY,11,1.191,100,2026-03-31 13:53:46,placed
1099041277,BUY,12,1.192,100,2026-03-31 13:53:46,placed
1099042343,BUY,5,1.185,100,2026-03-31 13:55:34,placed
1099042519,BUY,4,1.184,100,2026-03-31 13:55:55,placed
1099042545,BUY,5,1.185,100,2026-03-31 13:55:58,placed
1099042695,BUY,2,1.182,100,2026-03-31 13:56:13,placed
1099042757,BUY,3,1.183,100,2026-03-31 13:56:19,placed
1099042812,BUY,4,1.184,100,2026-03-31 13:56:25,placed
1099043031,BUY,5,1.185,100,2026-03-31 13:56:37,placed
1099043275,BUY,1,1.181,100,2026-03-31 13:57:04,placed
1099043276,BUY,2,1.182,100,2026-03-31 13:57:04,placed
1099043684,BUY,-2,1.178,100,2026-03-31 13:58:01,placed
1099043685,BUY,-1,1.179,100,2026-03-31 13:58:01,placed
1099043686,BUY,0,1.18,100,2026-03-31 13:58:01,placed
1099043687,BUY,1,1.181,100,2026-03-31 13:58:01,placed
1099043739,BUY,2,1.182,100,2026-03-31 13:58:07,placed
1099043837,BUY,3,1.183,100,2026-03-31 13:58:22,placed
1099044070,BUY,2,1.182,100,2026-03-31 13:58:37,placed
1099044198,BUY,3,1.183,100,2026-03-31 13:58:55,placed
1099044593,BUY,-9,1.171,100,2026-03-31 13:59:43,placed
1099044594,BUY,-8,1.172,100,2026-03-31 13:59:43,placed
1099044596,BUY,-7,1.173,100,2026-03-31 13:59:43,placed
1099044621,BUY,-4,1.176,100,2026-03-31 13:59:46,placed
1099044655,BUY,-3,1.177,100,2026-03-31 13:59:49,placed
1099044786,BUY,-5,1.175,100,2026-03-31 14:00:01,placed
1099044881,BUY,-4,1.176,100,2026-03-31 14:00:07,placed
