,factor,date,quantile,ret
45,momentum_20,2025-04-17,Q1,0.028505156389319306
46,momentum_20,2025-04-18,Q1,0.02772504879748615
47,momentum_20,2025-04-21,Q1,-0.009114261972060896
48,momentum_20,2025-04-22,Q1,0.01134835223823858
49,momentum_20,2025-04-23,Q1,0.0021586329157125745
50,momentum_20,2025-04-24,Q1,0.06166296137762436
51,momentum_20,2025-04-25,Q1,0.06726986731031645
52,momentum_20,2025-04-28,Q1,0.09838940161767717
53,momentum_20,2025-04-29,Q1,0.06279710956565507
54,momentum_20,2025-04-30,Q1,0.059336586848718974
55,momentum_20,2025-05-06,Q1,0.025244959691805915
56,momentum_20,2025-05-07,Q1,0.01743472848085854
57,momentum_20,2025-05-08,Q1,0.0005787649631433509
58,momentum_20,2025-05-09,Q1,0.009401924208030725
59,momentum_20,2025-05-12,Q1,0.01920811892861956
60,momentum_20,2025-05-13,Q1,0.02511052721799467
61,momentum_20,2025-05-14,Q1,0.01717533184888317
62,momentum_20,2025-05-15,Q1,0.0034684993306536584
63,momentum_20,2025-05-16,Q1,-0.010270154085788996
64,momentum_20,2025-05-19,Q1,-0.016860614217584842
65,momentum_20,2025-05-20,Q1,-0.018564745050039178
66,momentum_20,2025-05-21,Q1,-0.016441269119044154
67,momentum_20,2025-05-22,Q1,0.008983838613566216
68,momentum_20,2025-05-23,Q1,0.01734811053936873
69,momentum_20,2025-05-26,Q1,0.016588765152725303
70,momentum_20,2025-05-27,Q1,0.021388324651069702
71,momentum_20,2025-05-28,Q1,0.021951928051810517
72,momentum_20,2025-05-29,Q1,0.005595269750475299
73,momentum_20,2025-05-30,Q1,0.025094471157191704
74,momentum_20,2025-06-03,Q1,0.015356454144823657
75,momentum_20,2025-06-04,Q1,0.012778383595484326
76,momentum_20,2025-06-05,Q1,0.00548077998658382
77,momentum_20,2025-06-06,Q1,-0.01757139555123326
78,momentum_20,2025-06-09,Q1,-0.015747725703157283
79,momentum_20,2025-06-10,Q1,-0.003515735630422987
80,momentum_20,2025-06-11,Q1,-0.01610821358904534
81,momentum_20,2025-06-12,Q1,-0.0343160241828718
82,momentum_20,2025-06-13,Q1,-0.02539200470453398
83,momentum_20,2025-06-16,Q1,-0.016989570393276882
84,momentum_20,2025-06-17,Q1,0.005531616510271606
85,momentum_20,2025-06-18,Q1,0.019752473521933305
86,momentum_20,2025-06-19,Q1,0.03679206391825873
87,momentum_20,2025-06-20,Q1,0.04856069602346509
88,momentum_20,2025-06-23,Q1,0.04251674779697576
89,momentum_20,2025-06-24,Q1,0.02451211959703354
90,momentum_20,2025-06-25,Q1,0.019273277037516794
91,momentum_20,2025-06-26,Q1,0.028936394659038498
92,momentum_20,2025-06-27,Q1,0.014458592972715484
93,momentum_20,2025-06-30,Q1,0.017592276784588308
94,momentum_20,2025-07-01,Q1,0.013446032083483264
95,momentum_20,2025-07-02,Q1,0.012893685523381005
96,momentum_20,2025-07-03,Q1,0.0100553979717326
97,momentum_20,2025-07-04,Q1,0.024550386298705325
98,momentum_20,2025-07-07,Q1,0.01986085278720205
99,momentum_20,2025-07-08,Q1,-0.006893318013502775
100,momentum_20,2025-07-09,Q1,0.006242025716306366
101,momentum_20,2025-07-10,Q1,0.012083086795695431
102,momentum_20,2025-07-11,Q1,0.0040880162428521966
103,momentum_20,2025-07-14,Q1,0.011244851186322841
104,momentum_20,2025-07-15,Q1,0.029923354394029357
105,momentum_20,2025-07-16,Q1,0.014122096897576089
106,momentum_20,2025-07-17,Q1,0.024280652879627173
107,momentum_20,2025-07-18,Q1,0.021888915069202604
108,momentum_20,2025-07-21,Q1,0.006669592430176261
109,momentum_20,2025-07-22,Q1,0.005985880505220729
110,momentum_20,2025-07-23,Q1,0.010641616482186322
111,momentum_20,2025-07-24,Q1,-0.013146679981478403
112,momentum_20,2025-07-25,Q1,-0.011703196146981376
113,momentum_20,2025-07-28,Q1,-0.006172589235777841
114,momentum_20,2025-07-29,Q1,0.008159748755955936
115,momentum_20,2025-07-30,Q1,0.02000483648521556
116,momentum_20,2025-07-31,Q1,0.03497533607987952
117,momentum_20,2025-08-01,Q1,0.029679819438440058
118,momentum_20,2025-08-04,Q1,0.031356253228073026
119,momentum_20,2025-08-05,Q1,0.01988693394149655
120,momentum_20,2025-08-06,Q1,0.018013597048802527
121,momentum_20,2025-08-07,Q1,0.004522834383391977
122,momentum_20,2025-08-08,Q1,0.011730854821453501
123,momentum_20,2025-08-11,Q1,0.009081647403997311
124,momentum_20,2025-08-12,Q1,0.01798613949040148
125,momentum_20,2025-08-13,Q1,0.023855228521237427
126,momentum_20,2025-08-14,Q1,0.04253944669160989
127,momentum_20,2025-08-15,Q1,0.03205497614342229
128,momentum_20,2025-08-18,Q1,0.02704964606857802
129,momentum_20,2025-08-19,Q1,0.025055247938487082
130,momentum_20,2025-08-20,Q1,-0.009943749106380208
131,momentum_20,2025-08-21,Q1,-0.018043206621169865
132,momentum_20,2025-08-22,Q1,-0.01909539444016267
133,momentum_20,2025-08-25,Q1,-0.02157617389240622
134,momentum_20,2025-08-26,Q1,-0.034069901491290806
135,momentum_20,2025-08-27,Q1,-0.024051494056144495
136,momentum_20,2025-08-28,Q1,-0.01287723807782766
137,momentum_20,2025-08-29,Q1,-0.0020218332935161587
138,momentum_20,2025-09-01,Q1,-0.002111706013285147
139,momentum_20,2025-09-02,Q1,-0.0012442164412103762
140,momentum_20,2025-09-03,Q1,0.02357044114993956
141,momentum_20,2025-09-04,Q1,0.028230556451842245
142,momentum_20,2025-09-05,Q1,0.01104060251858429
143,momentum_20,2025-09-08,Q1,-0.0032754040176494283
144,momentum_20,2025-09-09,Q1,0.02135017648358941
145,momentum_20,2025-09-10,Q1,0.02212597196744042
146,momentum_20,2025-09-11,Q1,-0.0062890768912807525
147,momentum_20,2025-09-12,Q1,-0.01309203878645192
148,momentum_20,2025-09-15,Q1,-0.01058920637944391
149,momentum_20,2025-09-16,Q1,-0.0411314705643968
150,momentum_20,2025-09-17,Q1,-0.026810554388409968
151,momentum_20,2025-09-18,Q1,-0.018780258498673815
152,momentum_20,2025-09-19,Q1,-0.01764879829778343
153,momentum_20,2025-09-22,Q1,-0.01313486838682341
154,momentum_20,2025-09-23,Q1,0.007862161546753784
155,momentum_20,2025-09-24,Q1,-0.004955396627176409
156,momentum_20,2025-09-25,Q1,0.00880141468985851
157,momentum_20,2025-09-26,Q1,0.01026957446568731
158,momentum_20,2025-09-29,Q1,-0.005095958226708054
159,momentum_20,2025-09-30,Q1,0.015065339846751282
160,momentum_20,2025-10-09,Q1,0.0027817671634208156
161,momentum_20,2025-10-10,Q1,-0.017757964774561683
162,momentum_20,2025-10-13,Q1,-0.0033071182923667857
163,momentum_20,2025-10-14,Q1,0.017468938264010952
164,momentum_20,2025-10-15,Q1,0.0016629870779810926
165,momentum_20,2025-10-16,Q1,0.022604462410625647
166,momentum_20,2025-10-17,Q1,0.03922336813233603
167,momentum_20,2025-10-20,Q1,0.026891668010558662
168,momentum_20,2025-10-21,Q1,0.006526885625465228
169,momentum_20,2025-10-22,Q1,0.005316330326776258
170,momentum_20,2025-10-23,Q1,-0.008537946619894595
171,momentum_20,2025-10-24,Q1,0.010686168253084842
172,momentum_20,2025-10-27,Q1,0.018282230523229293
173,momentum_20,2025-10-28,Q1,0.009149706812234412
174,momentum_20,2025-10-29,Q1,0.01510747274408507
175,momentum_20,2025-10-30,Q1,0.02703818541171565
176,momentum_20,2025-10-31,Q1,0.006756185036786732
177,momentum_20,2025-11-03,Q1,0.011087856495228355
178,momentum_20,2025-11-04,Q1,0.023706367581920493
179,momentum_20,2025-11-05,Q1,0.00952189614375676
180,momentum_20,2025-11-06,Q1,0.018207528369484634
181,momentum_20,2025-11-07,Q1,0.01680421847175756
182,momentum_20,2025-11-10,Q1,0.010843473504512752
183,momentum_20,2025-11-11,Q1,-0.005663101374410617
184,momentum_20,2025-11-12,Q1,-0.013410638548553412
185,momentum_20,2025-11-13,Q1,-0.028403100327335458
186,momentum_20,2025-11-14,Q1,-0.0514152494785046
187,momentum_20,2025-11-17,Q1,-0.04656461854850036
188,momentum_20,2025-11-18,Q1,-0.03126268920050492
189,momentum_20,2025-11-19,Q1,-0.018957607041177212
190,momentum_20,2025-11-20,Q1,-0.014864290548321788
191,momentum_20,2025-11-21,Q1,0.04117171237265021
192,momentum_20,2025-11-24,Q1,0.03177075546036559
193,momentum_20,2025-11-25,Q1,0.016853424254703753
194,momentum_20,2025-11-26,Q1,0.012127955569291112
195,momentum_20,2025-11-27,Q1,-0.0009444753554251334
196,momentum_20,2025-11-28,Q1,-0.0004859077267208146
197,momentum_20,2025-12-01,Q1,-0.0035391899561781777
198,momentum_20,2025-12-02,Q1,-0.005073781209411065
199,momentum_20,2025-12-03,Q1,0.007889511158931706
200,momentum_20,2025-12-04,Q1,-0.0007098902624189181
201,momentum_20,2025-12-05,Q1,-0.017117677952214094
202,momentum_20,2025-12-08,Q1,-0.016577896640630817
203,momentum_20,2025-12-09,Q1,-0.02918815482589271
204,momentum_20,2025-12-10,Q1,-0.025868125580288507
205,momentum_20,2025-12-11,Q1,-0.004708371980436972
206,momentum_20,2025-12-12,Q1,0.02271382690183352
207,momentum_20,2025-12-15,Q1,0.014804183028353058
208,momentum_20,2025-12-16,Q1,0.02544779218281858
209,momentum_20,2025-12-17,Q1,0.03222727046125641
210,momentum_20,2025-12-18,Q1,0.03436286298071143
211,momentum_20,2025-12-19,Q1,0.010649392530471275
212,momentum_20,2025-12-22,Q1,-0.0008794922700860554
213,momentum_20,2025-12-23,Q1,0.009911230538171615
214,momentum_20,2025-12-24,Q1,-0.0017711132852320703
215,momentum_20,2025-12-25,Q1,0.008945693571954056
216,momentum_20,2025-12-26,Q1,0.021598841014728885
217,momentum_20,2025-12-29,Q1,0.023425899220347834
218,momentum_20,2025-12-30,Q1,0.041416459987400685
219,momentum_20,2025-12-31,Q1,0.04748869372724887
220,momentum_20,2026-01-05,Q1,0.04540661018517755
221,momentum_20,2026-01-06,Q1,0.02726706040836282
222,momentum_20,2026-01-07,Q1,0.037790305056745944
223,momentum_20,2026-01-08,Q1,0.011906395465915641
224,momentum_20,2026-01-09,Q1,-0.009620033984842905
225,momentum_20,2026-01-12,Q1,-0.004990897616758125
226,momentum_20,2026-01-13,Q1,0.003727864938741402
227,momentum_20,2026-01-14,Q1,0.005477378288903822
228,momentum_20,2026-01-15,Q1,0.023560320648621208
229,momentum_20,2026-01-16,Q1,0.03649664411723149
230,momentum_20,2026-01-19,Q1,0.012736133765754038
231,momentum_20,2026-01-20,Q1,-0.0003325262001368448
232,momentum_20,2026-01-21,Q1,-0.003002835068028224
233,momentum_20,2026-01-22,Q1,-0.01243982410054357
234,momentum_20,2026-01-23,Q1,-0.024108858822347732
235,momentum_20,2026-01-26,Q1,-0.03071273999689134
236,momentum_20,2026-01-27,Q1,-0.006349552226337133
237,momentum_20,2026-01-28,Q1,0.010614329322305075
238,momentum_20,2026-01-29,Q1,0.010998507371206036
239,momentum_20,2026-01-30,Q1,0.012556529187740808
240,momentum_20,2026-02-02,Q1,0.044844234472116974
241,momentum_20,2026-02-03,Q1,0.026736807312044888
242,momentum_20,2026-02-04,Q1,0.011906713896263627
243,momentum_20,2026-02-05,Q1,0.008330189121486399
244,momentum_20,2026-02-06,Q1,0.0032458614860664246
245,momentum_20,2026-02-09,Q1,-0.004200494813094378
246,momentum_20,2026-02-10,Q1,0.0059216525434562335
247,momentum_20,2026-02-11,Q1,0.0017999203808090186
248,momentum_20,2026-02-12,Q1,0.017119645631361025
249,momentum_20,2026-02-13,Q1,-0.00013398284063397708
250,momentum_20,2026-02-24,Q1,-0.048501188842776634
251,momentum_20,2026-02-25,Q1,-0.062208678058015734
252,momentum_20,2026-02-26,Q1,-0.044935023280228435
253,momentum_20,2026-02-27,Q1,-0.036464169885601826
254,momentum_20,2026-03-02,Q1,-0.015233538714179968
255,momentum_20,2026-03-03,Q1,0.04158065553578313
256,momentum_20,2026-03-04,Q1,0.037413670774774206
257,momentum_20,2026-03-05,Q1,0.010816132851413673
258,momentum_20,2026-03-06,Q1,-0.014299189457385505
259,momentum_20,2026-03-09,Q1,-0.0013733930489091594
260,momentum_20,2026-03-10,Q1,-0.024499555656387006
261,momentum_20,2026-03-11,Q1,-0.017797302219411282
262,momentum_20,2026-03-12,Q1,-0.032818503228009395
263,momentum_20,2026-03-13,Q1,-0.049059506100552874
264,momentum_20,2026-03-16,Q1,-0.10901761529411365
265,momentum_20,2026-03-17,Q1,-0.05968242502208534
266,momentum_20,2026-03-18,Q1,-0.05211809100169466
267,momentum_20,2026-03-19,Q1,-0.04196388602388648
268,momentum_20,2026-03-20,Q1,-0.002249336590686899
269,momentum_20,2026-03-23,Q1,0.0649159269404707
270,momentum_20,2026-03-24,Q1,0.012273809839308104
271,momentum_20,2026-03-25,Q1,0.005445684613843687
272,momentum_20,2026-03-26,Q1,0.0024211612620423494
273,momentum_20,2026-03-27,Q1,-0.03999728666058114
274,momentum_20,2026-03-30,Q1,-0.023771880459089966
275,momentum_20,2026-03-31,Q1,0.025557467853664497
276,momentum_20,2026-04-01,Q1,-0.005809077748715336
277,momentum_20,2026-04-02,Q1,0.027435220500518227
278,momentum_20,2026-04-03,Q1,0.05705141524732601
279,momentum_20,2026-04-07,Q1,0.04058641180225303
280,momentum_20,2026-04-08,Q1,-0.009667386226412642
281,momentum_20,2026-04-09,Q1,0.023616283098409234
282,momentum_20,2026-04-10,Q1,0.008275000145765219
283,momentum_20,2026-04-13,Q1,0.011001930789177529
284,momentum_20,2026-04-14,Q1,0.0014076371131359234
285,momentum_20,2026-04-15,Q1,0.011655333224201798
286,momentum_20,2026-04-16,Q1,-0.012859764721178267
287,momentum_20,2026-04-17,Q1,-0.002816832000812384
288,momentum_20,2026-04-20,Q1,-0.006762083075643734
289,momentum_20,2026-04-21,Q1,-0.006926082292709314
290,momentum_20,2026-04-22,Q1,0.014433786883283669
291,momentum_20,2026-04-23,Q1,0.01853138591215128
292,momentum_20,2025-02-10,Q2,0.01652890933552542
293,momentum_20,2025-02-11,Q2,-0.015084300744356738
294,momentum_20,2025-02-12,Q2,-0.017618455857369812
295,momentum_20,2025-02-13,Q2,0.018138598301008724
296,momentum_20,2025-02-14,Q2,0.012931144385066389
297,momentum_20,2025-02-17,Q2,-0.015461521106627253
298,momentum_20,2025-02-18,Q2,0.011905914390408195
299,momentum_20,2025-02-19,Q2,0.04106806886073498
300,momentum_20,2025-02-20,Q2,0.02338786377395705
301,momentum_20,2025-02-21,Q2,0.012913492041654206
302,momentum_20,2025-02-24,Q2,-0.009964563267613186
303,momentum_20,2025-02-25,Q2,0.010564120731068554
304,momentum_20,2025-02-26,Q2,-0.010936971429792284
305,momentum_20,2025-02-27,Q2,-0.007022785417221843
306,momentum_20,2025-02-28,Q2,0.01683752992601918
307,momentum_20,2025-03-03,Q2,0.022612844005945605
308,momentum_20,2025-03-04,Q2,0.016562998534237337
309,momentum_20,2025-03-05,Q2,0.027682017744383114
310,momentum_20,2025-03-06,Q2,0.008589444201982812
311,momentum_20,2025-03-07,Q2,0.03713842669194673
312,momentum_20,2025-03-10,Q2,0.036872064163379174
313,momentum_20,2025-03-11,Q2,0.032428364033149845
314,momentum_20,2025-03-12,Q2,0.025394502684567388
315,momentum_20,2025-03-13,Q2,0.030697139733727903
316,momentum_20,2025-03-14,Q2,0.0008893442573554237
317,momentum_20,2025-03-17,Q2,-0.026056834085612587
318,momentum_20,2025-03-18,Q2,-0.022579096252182778
319,momentum_20,2025-03-19,Q2,-0.013489276030087847
320,momentum_20,2025-03-20,Q2,-0.013372657672742103
321,momentum_20,2025-03-21,Q2,-0.022685512206880316
322,momentum_20,2025-03-24,Q2,-0.017923663238527062
323,momentum_20,2025-03-25,Q2,-0.0013846750826239484
324,momentum_20,2025-03-26,Q2,-0.018456566797334206
325,momentum_20,2025-03-27,Q2,-0.013613271666324422
326,momentum_20,2025-03-28,Q2,-0.11216391758203477
327,momentum_20,2025-03-31,Q2,-0.09254791740669999
328,momentum_20,2025-04-01,Q2,-0.08139030413280497
329,momentum_20,2025-04-02,Q2,-0.06069756406911996
330,momentum_20,2025-04-03,Q2,-0.0716354879329821
331,momentum_20,2025-04-07,Q2,0.07165168553751759
332,momentum_20,2025-04-08,Q2,0.09100420159174173
333,momentum_20,2025-04-09,Q2,0.04710445172193666
334,momentum_20,2025-04-10,Q2,0.02754207416459382
335,momentum_20,2025-04-11,Q2,0.02113253740405566
336,momentum_20,2025-04-14,Q2,0.010669034330432054
337,momentum_20,2025-04-15,Q2,0.013923875567391303
338,momentum_20,2025-04-16,Q2,0.04258742835565549
339,momentum_20,2025-04-17,Q2,0.02451575245344459
340,momentum_20,2025-04-18,Q2,0.024570527531033906
341,momentum_20,2025-04-21,Q2,-0.004726863520582953
342,momentum_20,2025-04-22,Q2,0.005981382363864658
343,momentum_20,2025-04-23,Q2,0.0053406635756515644
344,momentum_20,2025-04-24,Q2,0.0421109347055355
345,momentum_20,2025-04-25,Q2,0.050488482752923725
346,momentum_20,2025-04-28,Q2,0.07362123206680893
347,momentum_20,2025-04-29,Q2,0.04946530617728282
348,momentum_20,2025-04-30,Q2,0.0474515703641026
349,momentum_20,2025-05-06,Q2,0.018168778769322352
350,momentum_20,2025-05-07,Q2,0.014633750611084531
351,momentum_20,2025-05-08,Q2,0.0005490168335951197
352,momentum_20,2025-05-09,Q2,0.011951300346337707
353,momentum_20,2025-05-12,Q2,0.016396228484645257
354,momentum_20,2025-05-13,Q2,0.021407282086190617
355,momentum_20,2025-05-14,Q2,0.015568654855401837
356,momentum_20,2025-05-15,Q2,0.006533698584325376
357,momentum_20,2025-05-16,Q2,-0.008948075916470866
358,momentum_20,2025-05-19,Q2,-0.011878755551588183
359,momentum_20,2025-05-20,Q2,-0.013292051882544148
360,momentum_20,2025-05-21,Q2,-0.012518945671686123
361,momentum_20,2025-05-22,Q2,0.016593706346129992
362,momentum_20,2025-05-23,Q2,0.018591055988283648
363,momentum_20,2025-05-26,Q2,0.01908826698001955
364,momentum_20,2025-05-27,Q2,0.01803262976454061
365,momentum_20,2025-05-28,Q2,0.019296117270877176
366,momentum_20,2025-05-29,Q2,0.006926997644021277
367,momentum_20,2025-05-30,Q2,0.028803289701668473
368,momentum_20,2025-06-03,Q2,0.013704935527469927
369,momentum_20,2025-06-04,Q2,0.011353847141769687
370,momentum_20,2025-06-05,Q2,0.009602540088463405
371,momentum_20,2025-06-06,Q2,-0.0074529888611130175
372,momentum_20,2025-06-09,Q2,-0.012825145995613765
373,momentum_20,2025-06-10,Q2,-0.002437021137269396
374,momentum_20,2025-06-11,Q2,-0.012244293815227705
375,momentum_20,2025-06-12,Q2,-0.025783468738419774
376,momentum_20,2025-06-13,Q2,-0.019429289685445373
377,momentum_20,2025-06-16,Q2,-0.010402131172688017
378,momentum_20,2025-06-17,Q2,0.003133726708143836
379,momentum_20,2025-06-18,Q2,0.01892965903569295
380,momentum_20,2025-06-19,Q2,0.04006955386266847
381,momentum_20,2025-06-20,Q2,0.05043541441556731
382,momentum_20,2025-06-23,Q2,0.038313594483454234
383,momentum_20,2025-06-24,Q2,0.021321396707880177
384,momentum_20,2025-06-25,Q2,0.019309644791769
385,momentum_20,2025-06-26,Q2,0.027614888113573478
386,momentum_20,2025-06-27,Q2,0.014287055261474717
387,momentum_20,2025-06-30,Q2,0.01787991082843866
388,momentum_20,2025-07-01,Q2,0.02054898000013798
389,momentum_20,2025-07-02,Q2,0.01808549058281072
390,momentum_20,2025-07-03,Q2,0.023727775701438157
391,momentum_20,2025-07-04,Q2,0.028882371647521596
392,momentum_20,2025-07-07,Q2,0.02324327358564034
393,momentum_20,2025-07-08,Q2,0.0014007080691666436
394,momentum_20,2025-07-09,Q2,0.013194190098965186
395,momentum_20,2025-07-10,Q2,0.010470679997249233
396,momentum_20,2025-07-11,Q2,0.004929572375182685
397,momentum_20,2025-07-14,Q2,0.01686842613123964
398,momentum_20,2025-07-15,Q2,0.03354456442146635
399,momentum_20,2025-07-16,Q2,0.018895755603188954
400,momentum_20,2025-07-17,Q2,0.02808460703882018
401,momentum_20,2025-07-18,Q2,0.02585730838495403
402,momentum_20,2025-07-21,Q2,0.005900435664424796
403,momentum_20,2025-07-22,Q2,0.0027153246593308424
404,momentum_20,2025-07-23,Q2,0.007203016617161644
405,momentum_20,2025-07-24,Q2,-0.020383871905607847
406,momentum_20,2025-07-25,Q2,-0.010781185886724968
407,momentum_20,2025-07-28,Q2,-0.005325922090980197
408,momentum_20,2025-07-29,Q2,0.008906312309248373
409,momentum_20,2025-07-30,Q2,0.014374814787836846
410,momentum_20,2025-07-31,Q2,0.032183006998808265
411,momentum_20,2025-08-01,Q2,0.02489180857951193
412,momentum_20,2025-08-04,Q2,0.029183271350366684
413,momentum_20,2025-08-05,Q2,0.02012865507755555
414,momentum_20,2025-08-06,Q2,0.01736439075285258
415,momentum_20,2025-08-07,Q2,-0.0012471934215969227
416,momentum_20,2025-08-08,Q2,0.006755679072380975
417,momentum_20,2025-08-11,Q2,0.0032028756126252288
418,momentum_20,2025-08-12,Q2,0.015986519368881326
419,momentum_20,2025-08-13,Q2,0.018616014903611425
420,momentum_20,2025-08-14,Q2,0.042786104414289525
421,momentum_20,2025-08-15,Q2,0.03193839658610354
422,momentum_20,2025-08-18,Q2,0.02702103301243811
423,momentum_20,2025-08-19,Q2,0.02517051240628065
424,momentum_20,2025-08-20,Q2,-0.012450368341284079
425,momentum_20,2025-08-21,Q2,-0.018162632481812768
426,momentum_20,2025-08-22,Q2,-0.022307753402757608
427,momentum_20,2025-08-25,Q2,-0.018683417545270347
428,momentum_20,2025-08-26,Q2,-0.03294583127514459
429,momentum_20,2025-08-27,Q2,-0.022530058844526607
430,momentum_20,2025-08-28,Q2,-0.017903441152016832
431,momentum_20,2025-08-29,Q2,-0.00045998274190140696
432,momentum_20,2025-09-01,Q2,-0.001191497554970902
433,momentum_20,2025-09-02,Q2,0.0014680429358391997
434,momentum_20,2025-09-03,Q2,0.024792436008799375
435,momentum_20,2025-09-04,Q2,0.03242148359701588
436,momentum_20,2025-09-05,Q2,0.014015066079462466
437,momentum_20,2025-09-08,Q2,-0.0002107186556315901
438,momentum_20,2025-09-09,Q2,0.023994837574500678
439,momentum_20,2025-09-10,Q2,0.016052125129221065
440,momentum_20,2025-09-11,Q2,-0.011063629687866805
441,momentum_20,2025-09-12,Q2,-0.011843429115258867
442,momentum_20,2025-09-15,Q2,-0.014352218021274864
443,momentum_20,2025-09-16,Q2,-0.03738180442568251
444,momentum_20,2025-09-17,Q2,-0.02721617985584258
445,momentum_20,2025-09-18,Q2,-0.01569859749995417
446,momentum_20,2025-09-19,Q2,-0.015551818584403042
447,momentum_20,2025-09-22,Q2,-0.003907029107257798
448,momentum_20,2025-09-23,Q2,0.015008123642242261
449,momentum_20,2025-09-24,Q2,-0.00011485158454353397
450,momentum_20,2025-09-25,Q2,0.01606171394799
451,momentum_20,2025-09-26,Q2,0.012767234088064865
452,momentum_20,2025-09-29,Q2,0.005446852887330835
453,momentum_20,2025-09-30,Q2,0.016939663803485962
454,momentum_20,2025-10-09,Q2,0.0037490352110676676
455,momentum_20,2025-10-10,Q2,-0.01641621171412186
456,momentum_20,2025-10-13,Q2,-0.0025472918967260143
457,momentum_20,2025-10-14,Q2,0.017893111014866684
458,momentum_20,2025-10-15,Q2,0.012341836798458176
459,momentum_20,2025-10-16,Q2,0.02704410123173848
460,momentum_20,2025-10-17,Q2,0.04352563068787861
461,momentum_20,2025-10-20,Q2,0.026255462301070807
462,momentum_20,2025-10-21,Q2,0.009195912810852193
463,momentum_20,2025-10-22,Q2,0.003923393056312639
464,momentum_20,2025-10-23,Q2,-0.012334883660264584
465,momentum_20,2025-10-24,Q2,0.0038687583698598115
466,momentum_20,2025-10-27,Q2,0.008411773535049714
467,momentum_20,2025-10-28,Q2,0.007166231716690827
468,momentum_20,2025-10-29,Q2,0.021852894785525188
469,momentum_20,2025-10-30,Q2,0.030747290709999427
470,momentum_20,2025-10-31,Q2,0.017154591081886755
471,momentum_20,2025-11-03,Q2,0.01759801421949103
472,momentum_20,2025-11-04,Q2,0.028624736027211446
473,momentum_20,2025-11-05,Q2,0.01234392760363198
474,momentum_20,2025-11-06,Q2,0.022180590546291994
475,momentum_20,2025-11-07,Q2,0.02228812051959104
476,momentum_20,2025-11-10,Q2,0.012616938530230722
477,momentum_20,2025-11-11,Q2,-0.0020767977215963283
478,momentum_20,2025-11-12,Q2,-0.003510132498551601
479,momentum_20,2025-11-13,Q2,-0.020810027481036514
480,momentum_20,2025-11-14,Q2,-0.057347638700562656
481,momentum_20,2025-11-17,Q2,-0.05143719252424235
482,momentum_20,2025-11-18,Q2,-0.03666682766780273
483,momentum_20,2025-11-19,Q2,-0.02347132965451958
484,momentum_20,2025-11-20,Q2,-0.017433855209492297
485,momentum_20,2025-11-21,Q2,0.03499452009867275
486,momentum_20,2025-11-24,Q2,0.025531024151540745
487,momentum_20,2025-11-25,Q2,0.012321010395982558
488,momentum_20,2025-11-26,Q2,0.013455559223651912
489,momentum_20,2025-11-27,Q2,0.002291915178649813
490,momentum_20,2025-11-28,Q2,-0.0003097952501042512
