,signal,start,end,total_return,annual_return,max_drawdown,sharpe,final_equity
0,opentdx_basic_multifactor,2024-12-23,2026-04-30,-0.7179227162443775,-0.6081934187585819,-0.747072801271828,-2.6056908706228237,282077.2837556224
