factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.kbar_open_close_ratio,-0.004814218478552995,-0.28553548204974005,-0.01835694666984014,-0.8895098158990808,-0.0011455204930330976,0.4342105263157895,0.5,0.0024076155499851786,0.003521942760793486
