date,close,code
2026-01-08 00:00:00,11.54,600000.SH
2026-01-09 00:00:00,11.54,600000.SH
2026-01-12 00:00:00,11.66,600000.SH
2026-01-13 00:00:00,11.57,600000.SH
2026-01-14 00:00:00,11.24,600000.SH
2026-01-15 00:00:00,11.16,600000.SH
2026-01-16 00:00:00,11.04,600000.SH
2026-01-19 00:00:00,11.12,600000.SH
2026-01-20 00:00:00,11.03,600000.SH
2026-01-21 00:00:00,10.74,600000.SH
2026-01-22 00:00:00,10.63,600000.SH
2026-01-23 00:00:00,10.51,600000.SH
2026-01-26 00:00:00,10.35,600000.SH
2026-01-27 00:00:00,10.2,600000.SH
2026-01-28 00:00:00,10.05,600000.SH
2026-01-29 00:00:00,10.15,600000.SH
2026-01-30 00:00:00,10.04,600000.SH
2026-02-02 00:00:00,10.06,600000.SH
2026-02-03 00:00:00,10.02,600000.SH
2026-02-04 00:00:00,10.13,600000.SH
2026-02-05 00:00:00,10.23,600000.SH
2026-02-06 00:00:00,10.12,600000.SH
2026-02-09 00:00:00,10.18,600000.SH
2026-02-10 00:00:00,10.18,600000.SH
2026-02-11 00:00:00,10.17,600000.SH
2026-02-12 00:00:00,9.98,600000.SH
2026-02-13 00:00:00,9.89,600000.SH
2026-02-24 00:00:00,9.9,600000.SH
2026-02-25 00:00:00,9.79,600000.SH
2026-02-26 00:00:00,9.73,600000.SH
2026-02-27 00:00:00,9.72,600000.SH
2026-03-02 00:00:00,9.68,600000.SH
2026-03-03 00:00:00,9.73,600000.SH
2026-03-04 00:00:00,9.6,600000.SH
2026-03-05 00:00:00,9.78,600000.SH
2026-03-06 00:00:00,9.89,600000.SH
2026-03-09 00:00:00,9.85,600000.SH
2026-03-10 00:00:00,9.96,600000.SH
2026-03-11 00:00:00,10.07,600000.SH
2026-03-12 00:00:00,10.18,600000.SH
2026-03-13 00:00:00,10.26,600000.SH
2026-03-16 00:00:00,10.29,600000.SH
2026-03-17 00:00:00,10.38,600000.SH
2026-03-18 00:00:00,10.37,600000.SH
2026-03-19 00:00:00,10.32,600000.SH
2026-03-20 00:00:00,10.28,600000.SH
2026-03-23 00:00:00,9.86,600000.SH
2026-03-24 00:00:00,10.04,600000.SH
2026-03-25 00:00:00,10.1,600000.SH
2026-03-26 00:00:00,10.06,600000.SH
2026-03-27 00:00:00,10.02,600000.SH
2026-03-30 00:00:00,10.01,600000.SH
2026-03-31 00:00:00,10.18,600000.SH
2026-04-01 00:00:00,10.24,600000.SH
2026-04-02 00:00:00,10.25,600000.SH
2026-04-03 00:00:00,10.12,600000.SH
2026-04-07 00:00:00,9.98,600000.SH
2026-04-08 00:00:00,9.98,600000.SH
2025-01-02,50.71,601318.SH
2025-01-03 00:00:00,50.3,601318.SH
2025-01-06 00:00:00,50.34,601318.SH
2025-01-07 00:00:00,50.17,601318.SH
2025-01-08 00:00:00,50.3,601318.SH
2025-01-09 00:00:00,49.81,601318.SH
2025-01-10 00:00:00,48.95,601318.SH
2025-01-13 00:00:00,48.59,601318.SH
2025-01-14 00:00:00,49.36,601318.SH
2025-01-15 00:00:00,49.11,601318.SH
2025-01-16 00:00:00,49.25,601318.SH
2025-01-17 00:00:00,49.38,601318.SH
2025-01-20 00:00:00,49.81,601318.SH
2025-01-21 00:00:00,49.9,601318.SH
2025-01-22 00:00:00,48.95,601318.SH
2025-01-23 00:00:00,50.37,601318.SH
2025-01-24 00:00:00,50.86,601318.SH
2025-01-27 00:00:00,50.85,601318.SH
2025-02-05 00:00:00,49.72,601318.SH
2025-02-06 00:00:00,50.25,601318.SH
2025-02-07 00:00:00,50.88,601318.SH
2025-02-10 00:00:00,50.9,601318.SH
2025-02-11 00:00:00,50.52,601318.SH
2025-02-12 00:00:00,51.08,601318.SH
2025-02-13 00:00:00,51.02,601318.SH
2025-02-14 00:00:00,51.7,601318.SH
2025-02-17 00:00:00,51.84,601318.SH
2025-02-18 00:00:00,51.31,601318.SH
2025-02-19 00:00:00,51.45,601318.SH
2025-02-20 00:00:00,50.78,601318.SH
2025-02-21 00:00:00,51.2,601318.SH
2025-02-24 00:00:00,52.0,601318.SH
2025-02-25 00:00:00,50.98,601318.SH
2025-02-26 00:00:00,51.62,601318.SH
2025-02-27 00:00:00,51.62,601318.SH
2025-02-28 00:00:00,50.38,601318.SH
2025-03-03 00:00:00,50.33,601318.SH
2025-03-04 00:00:00,50.08,601318.SH
2025-03-05 00:00:00,50.38,601318.SH
2025-03-06 00:00:00,51.64,601318.SH
2025-03-07 00:00:00,51.5,601318.SH
2025-03-10 00:00:00,51.25,601318.SH
2025-03-11 00:00:00,51.5,601318.SH
2025-03-12 00:00:00,51.15,601318.SH
2025-03-13 00:00:00,51.14,601318.SH
2025-03-14 00:00:00,53.47,601318.SH
2025-03-17 00:00:00,53.38,601318.SH
2025-03-18 00:00:00,53.76,601318.SH
2025-03-19 00:00:00,54.07,601318.SH
2025-03-20 00:00:00,52.49,601318.SH
2025-03-21 00:00:00,51.75,601318.SH
2025-03-24 00:00:00,52.13,601318.SH
2025-03-25 00:00:00,51.96,601318.SH
2025-03-26 00:00:00,51.72,601318.SH
2025-03-27 00:00:00,52.06,601318.SH
2025-03-28 00:00:00,51.96,601318.SH
2025-03-31 00:00:00,51.63,601318.SH
2025-04-01 00:00:00,51.62,601318.SH
2025-04-02 00:00:00,51.86,601318.SH
2025-04-03 00:00:00,51.48,601318.SH
2025-04-07 00:00:00,48.56,601318.SH
2025-04-08 00:00:00,49.26,601318.SH
2025-04-09 00:00:00,48.93,601318.SH
2025-04-10 00:00:00,49.48,601318.SH
2025-04-11 00:00:00,49.35,601318.SH
2025-04-14 00:00:00,49.48,601318.SH
2025-04-15 00:00:00,49.83,601318.SH
2025-04-16 00:00:00,49.88,601318.SH
2025-04-17 00:00:00,50.16,601318.SH
2025-04-18 00:00:00,50.44,601318.SH
2025-04-21 00:00:00,50.28,601318.SH
2025-04-22 00:00:00,50.57,601318.SH
2025-04-23 00:00:00,50.7,601318.SH
2025-04-24 00:00:00,51.22,601318.SH
2025-04-25 00:00:00,51.33,601318.SH
2025-04-28 00:00:00,51.21,601318.SH
2025-04-29 00:00:00,51.0,601318.SH
2025-04-30 00:00:00,50.71,601318.SH
2025-05-06 00:00:00,50.8,601318.SH
2025-05-07 00:00:00,51.18,601318.SH
2025-05-08 00:00:00,51.96,601318.SH
2025-05-09 00:00:00,51.75,601318.SH
2025-05-12 00:00:00,52.6,601318.SH
2025-05-13 00:00:00,52.46,601318.SH
2025-05-14 00:00:00,54.69,601318.SH
2025-05-15 00:00:00,54.25,601318.SH
2025-05-16 00:00:00,53.39,601318.SH
2025-05-19 00:00:00,53.3,601318.SH
2025-05-20 00:00:00,53.68,601318.SH
2025-05-21 00:00:00,53.85,601318.SH
2025-05-22 00:00:00,53.84,601318.SH
2025-05-23 00:00:00,53.23,601318.SH
2025-05-26 00:00:00,53.4,601318.SH
2025-05-27 00:00:00,53.4,601318.SH
2025-05-28 00:00:00,53.29,601318.SH
2025-05-29 00:00:00,53.52,601318.SH
2025-05-30 00:00:00,53.28,601318.SH
2025-06-03 00:00:00,53.85,601318.SH
2025-06-04 00:00:00,53.76,601318.SH
2025-06-05 00:00:00,53.99,601318.SH
2025-06-06 00:00:00,53.41,601318.SH
2025-06-09 00:00:00,53.72,601318.SH
2025-06-10 00:00:00,53.43,601318.SH
2025-06-11 00:00:00,54.46,601318.SH
2025-06-12 00:00:00,54.81,601318.SH
2025-06-13 00:00:00,54.48,601318.SH
2025-06-16 00:00:00,54.32,601318.SH
2025-06-17 00:00:00,54.23,601318.SH
2025-06-18 00:00:00,53.81,601318.SH
2025-06-19 00:00:00,53.2,601318.SH
2025-06-20 00:00:00,54.74,601318.SH
2025-06-23 00:00:00,55.1,601318.SH
2025-06-24 00:00:00,56.79,601318.SH
2025-06-25 00:00:00,57.88,601318.SH
2025-06-26 00:00:00,57.58,601318.SH
2025-06-27 00:00:00,56.96,601318.SH
2025-06-30 00:00:00,55.48,601318.SH
2025-07-01 00:00:00,55.7,601318.SH
2025-07-02 00:00:00,55.81,601318.SH
2025-07-03 00:00:00,55.8,601318.SH
2025-07-04 00:00:00,56.57,601318.SH
2025-07-07 00:00:00,56.43,601318.SH
2025-07-08 00:00:00,56.45,601318.SH
2025-07-09 00:00:00,55.9,601318.SH
2025-07-10 00:00:00,57.13,601318.SH
2025-07-11 00:00:00,57.71,601318.SH
2025-07-14 00:00:00,57.57,601318.SH
2025-07-15 00:00:00,57.1,601318.SH
2025-07-16 00:00:00,56.83,601318.SH
2025-07-17 00:00:00,56.81,601318.SH
2025-07-18 00:00:00,57.07,601318.SH
2025-07-21 00:00:00,57.19,601318.SH
2025-07-22 00:00:00,56.7,601318.SH
2025-07-23 00:00:00,58.0,601318.SH
2025-07-24 00:00:00,58.64,601318.SH
2025-07-25 00:00:00,58.08,601318.SH
2025-07-28 00:00:00,60.09,601318.SH
2025-07-29 00:00:00,59.49,601318.SH
2025-07-30 00:00:00,60.71,601318.SH
2025-07-31 00:00:00,58.69,601318.SH
2025-08-01 00:00:00,58.2,601318.SH
2025-08-04 00:00:00,58.21,601318.SH
2025-08-05 00:00:00,59.14,601318.SH
2025-08-06 00:00:00,59.06,601318.SH
2025-08-07 00:00:00,58.88,601318.SH
2025-08-08 00:00:00,58.54,601318.SH
2025-08-11 00:00:00,58.47,601318.SH
2025-08-12 00:00:00,58.75,601318.SH
2025-08-13 00:00:00,58.61,601318.SH
2025-08-14 00:00:00,59.62,601318.SH
2025-08-15 00:00:00,59.8,601318.SH
2025-08-18 00:00:00,59.34,601318.SH
2025-08-19 00:00:00,58.2,601318.SH
2025-08-20 00:00:00,59.2,601318.SH
2025-08-21 00:00:00,59.62,601318.SH
2025-08-22 00:00:00,60.5,601318.SH
2025-08-25 00:00:00,61.0,601318.SH
2025-08-26 00:00:00,60.52,601318.SH
2025-08-27 00:00:00,58.69,601318.SH
2025-08-28 00:00:00,58.84,601318.SH
2025-08-29 00:00:00,59.88,601318.SH
2025-09-01 00:00:00,58.51,601318.SH
2025-09-02 00:00:00,58.66,601318.SH
2025-09-03 00:00:00,57.78,601318.SH
2025-09-04 00:00:00,57.5,601318.SH
2025-09-05 00:00:00,57.9,601318.SH
2025-09-08 00:00:00,57.7,601318.SH
2025-09-09 00:00:00,58.0,601318.SH
2025-09-10 00:00:00,57.87,601318.SH
2025-09-11 00:00:00,58.69,601318.SH
2025-09-12 00:00:00,57.68,601318.SH
2025-09-15 00:00:00,57.33,601318.SH
2025-09-16 00:00:00,56.62,601318.SH
2025-09-17 00:00:00,56.57,601318.SH
2025-09-18 00:00:00,55.28,601318.SH
2025-09-19 00:00:00,55.1,601318.SH
2025-09-22 00:00:00,55.15,601318.SH
2025-09-23 00:00:00,55.02,601318.SH
2025-09-24 00:00:00,55.29,601318.SH
2025-09-25 00:00:00,55.09,601318.SH
2025-09-26 00:00:00,55.22,601318.SH
2025-09-29 00:00:00,56.01,601318.SH
2025-09-30 00:00:00,55.11,601318.SH
2025-10-09 00:00:00,55.04,601318.SH
2025-10-10 00:00:00,55.54,601318.SH
2025-10-13 00:00:00,55.1,601318.SH
2025-10-14 00:00:00,56.48,601318.SH
2025-10-15 00:00:00,57.81,601318.SH
2025-10-16 00:00:00,58.02,601318.SH
2025-10-17 00:00:00,57.28,601318.SH
2025-10-20 00:00:00,57.9,601318.SH
2025-10-21 00:00:00,58.08,601318.SH
2025-10-22 00:00:00,58.21,601318.SH
2025-10-23 00:00:00,58.75,601318.SH
2025-10-24 00:00:00,57.88,601318.SH
2025-10-27 00:00:00,57.75,601318.SH
2025-10-28 00:00:00,57.76,601318.SH
2025-10-29 00:00:00,58.95,601318.SH
2025-10-30 00:00:00,58.65,601318.SH
2025-10-31 00:00:00,57.83,601318.SH
2025-11-03 00:00:00,58.31,601318.SH
2025-11-04 00:00:00,58.94,601318.SH
2025-11-05 00:00:00,58.32,601318.SH
2025-11-06 00:00:00,58.9,601318.SH
2025-11-07 00:00:00,58.89,601318.SH
2025-11-10 00:00:00,59.3,601318.SH
2025-11-11 00:00:00,59.2,601318.SH
2025-11-12 00:00:00,60.03,601318.SH
2025-11-13 00:00:00,60.88,601318.SH
2025-11-14 00:00:00,60.65,601318.SH
2025-11-17 00:00:00,59.83,601318.SH
2025-11-18 00:00:00,59.62,601318.SH
2025-11-19 00:00:00,60.37,601318.SH
2025-11-20 00:00:00,60.2,601318.SH
2025-11-21 00:00:00,58.91,601318.SH
2025-11-24 00:00:00,58.4,601318.SH
2025-11-25 00:00:00,59.47,601318.SH
2025-11-26 00:00:00,59.78,601318.SH
2025-11-27 00:00:00,59.34,601318.SH
2025-11-28 00:00:00,58.99,601318.SH
2025-12-01 00:00:00,58.63,601318.SH
2025-12-02 00:00:00,58.8,601318.SH
2025-12-03 00:00:00,58.35,601318.SH
2025-12-04 00:00:00,58.55,601318.SH
2025-12-05 00:00:00,61.99,601318.SH
2025-12-08 00:00:00,63.4,601318.SH
2025-12-09 00:00:00,62.45,601318.SH
2025-12-10 00:00:00,62.55,601318.SH
2025-12-11 00:00:00,62.53,601318.SH
2025-12-12 00:00:00,63.91,601318.SH
2025-12-15 00:00:00,67.08,601318.SH
2025-12-16 00:00:00,67.0,601318.SH
2025-12-17 00:00:00,68.05,601318.SH
2025-12-18 00:00:00,68.5,601318.SH
2025-12-19 00:00:00,68.75,601318.SH
2025-12-22 00:00:00,68.54,601318.SH
2025-12-23 00:00:00,69.49,601318.SH
2025-12-24 00:00:00,69.03,601318.SH
2025-12-25 00:00:00,70.8,601318.SH
2025-12-26 00:00:00,71.16,601318.SH
2025-12-29 00:00:00,69.88,601318.SH
2025-12-30 00:00:00,68.8,601318.SH
2025-12-31 00:00:00,68.4,601318.SH
2026-01-05 00:00:00,72.36,601318.SH
2026-01-06 00:00:00,74.32,601318.SH
2026-01-07 00:00:00,73.45,601318.SH
2026-01-08 00:00:00,70.38,601318.SH
2026-01-09 00:00:00,69.0,601318.SH
2026-01-12 00:00:00,67.55,601318.SH
2026-01-13 00:00:00,68.2,601318.SH
2026-01-14 00:00:00,67.0,601318.SH
2026-01-15 00:00:00,67.41,601318.SH
2026-01-16 00:00:00,66.33,601318.SH
2026-01-19 00:00:00,66.3,601318.SH
2026-01-20 00:00:00,66.6,601318.SH
2026-01-21 00:00:00,65.85,601318.SH
2026-01-22 00:00:00,64.8,601318.SH
2026-01-23 00:00:00,63.9,601318.SH
2026-01-26 00:00:00,64.14,601318.SH
2026-01-27 00:00:00,65.31,601318.SH
2026-01-28 00:00:00,64.75,601318.SH
2026-01-29 00:00:00,68.0,601318.SH
2026-01-30 00:00:00,66.75,601318.SH
2026-02-02 00:00:00,66.02,601318.SH
2026-02-03 00:00:00,66.58,601318.SH
2026-02-04 00:00:00,67.4,601318.SH
2026-02-05 00:00:00,67.35,601318.SH
2026-02-06 00:00:00,66.9,601318.SH
2026-02-09 00:00:00,68.7,601318.SH
2026-02-10 00:00:00,68.19,601318.SH
2026-02-11 00:00:00,67.5,601318.SH
2026-02-12 00:00:00,66.54,601318.SH
2026-02-13 00:00:00,65.29,601318.SH
2026-02-24 00:00:00,64.5,601318.SH
2026-02-25 00:00:00,65.05,601318.SH
2026-02-26 00:00:00,63.5,601318.SH
2026-02-27 00:00:00,63.09,601318.SH
2026-03-02 00:00:00,62.35,601318.SH
2026-03-03 00:00:00,62.57,601318.SH
2026-03-04 00:00:00,61.79,601318.SH
2026-03-05 00:00:00,62.08,601318.SH
2026-03-06 00:00:00,62.67,601318.SH
2026-03-09 00:00:00,61.4,601318.SH
2026-03-10 00:00:00,62.09,601318.SH
2026-03-11 00:00:00,62.55,601318.SH
2026-03-12 00:00:00,61.6,601318.SH
2026-03-13 00:00:00,61.2,601318.SH
2026-03-16 00:00:00,60.48,601318.SH
2026-03-17 00:00:00,61.84,601318.SH
2026-03-18 00:00:00,61.89,601318.SH
2026-03-19 00:00:00,60.62,601318.SH
2026-03-20 00:00:00,59.74,601318.SH
2026-03-23 00:00:00,57.47,601318.SH
2026-03-24 00:00:00,58.12,601318.SH
2026-03-25 00:00:00,58.79,601318.SH
2026-03-26 00:00:00,56.8,601318.SH
2026-03-27 00:00:00,56.95,601318.SH
2026-03-30 00:00:00,56.33,601318.SH
2026-03-31 00:00:00,56.78,601318.SH
2026-04-01 00:00:00,58.18,601318.SH
2026-04-02 00:00:00,57.26,601318.SH
2026-04-03 00:00:00,57.25,601318.SH
2026-04-07 00:00:00,56.69,601318.SH
2026-04-08 00:00:00,56.69,601318.SH
