factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.return_mean_5,-0.032072158033578796,-1.6388933965029433,-0.05246550179696511,-2.47866351790883,-0.0037287941357254505,0.43243243243243246,0.5,-0.0002855342121086499,0.003514181112422711
