factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
risk_adjusted_momentum_20,-0.03689454060026931,-2.132748829606314,-0.05870073882400744,-3.1610482564532276,-0.017561401980274765,0.36619718309859156
