,G1,G2,G3,G4,G5
20241202,0.0029671890260389517,0.019364721782354044,0.02145585172959839,0.014676524793275258,0.007981730214532572
20241209,0.03139959056035954,0.0317263442940506,0.018402489608272465,0.016201948684199594,0.007066753160649346
20241216,-0.1131397893417998,-0.07921889852710923,-0.06923632564248108,-0.047340458887470516,-0.04100028352769732
20241223,0.0013805550925371952,0.007022723143255063,0.006972854338114054,0.003988389144165691,0.00985952169209682
20241230,-0.08294110343186728,-0.08076711651615713,-0.07079244443760202,-0.06888136857344236,-0.06738082234364497
20250106,-0.044284300634208865,-0.014606157663705852,-0.010253678730988145,-0.003396863396582066,-0.0012069769683779607
20250113,0.05132846964085769,0.06639552935255019,0.06678533547135296,0.060799113631970776,0.05172205888860253
20250120,-0.031076152942241416,-0.01551836898954412,-0.012657753228623593,-0.013798194218222763,-0.009401308710761763
20250127,0.002814589805464191,0.005969178281056549,0.004521545182097161,0.006524753664283961,0.004606785318777981
20250205,0.051354029721739504,0.04843723155563572,0.05493237378728327,0.04492557861057537,0.04120695383211599
20250210,0.028504275035641468,0.010952592851990663,0.013712936174327011,0.0045581397122889155,0.0006361904100503651
20250217,0.01125315672212466,0.011949145199102843,0.006727429229531426,0.0069563551440419095,0.0017676476087073174
20250224,-0.03170024008807226,-0.01701987483224706,-0.010099069653914577,-0.005249347490337394,0.004456939419342131
20250303,0.02635105704560343,0.02864273459702404,0.03084221239970923,0.02500527320768517,0.014425813590866489
20250310,0.015048325203066974,0.01757829857456176,0.03242260217740469,0.03378859150448669,0.036174905002231555
20250317,-0.016851740116382474,-0.011981922577445717,-0.015700056362100676,-0.024665378905648048,-0.03032837309468716
20250324,-0.03876669333899632,-0.021522107693122954,-0.023530569620858838,-0.018789140496063738,-0.023061951573133694
20250331,-0.07063151314314903,-0.07778882096970693,-0.07667230831868682,-0.08236539638692526,-0.08383657906341373
20250407,0.06754938850549544,0.05648226340328369,0.0624986689552824,0.061151889663409724,0.05637130830390469
20250414,0.007264136841979668,0.013425911397421731,0.01355676962476311,0.014599825591621927,0.010493265879692078
20250421,-0.018045049501738464,-0.008937706491905287,0.002117563384206781,-0.0035927204730055117,-0.0013458057329483093
20250428,0.004210465360631525,0.027895638399162523,0.03303516603968512,0.041318229764029955,0.055293619755180844
20250506,0.008353450924013238,0.013131047710101304,0.018692920919749213,0.01977498420909339,0.022781488991368996
20250512,0.019525053239311925,0.008883554260545637,0.021976780027110048,0.01831443132605074,0.021497821566164695
20250519,-0.005525881767022117,-0.011159340938526751,-0.008462540521992634,-0.00859048077649211,-0.015003219781058348
20250526,0.01292490056019711,0.011173328469501122,0.017536699197368458,0.020511890922000276,0.014686877410586215
20250603,0.01091160167448259,0.025810459768605326,0.02016595590267815,0.02542124124062192,0.022159970242251213
20250609,-0.012457222176503661,-0.008722769317884982,-0.012679018516211414,-0.013397028922309623,-0.016338075051965804
20250616,-0.023207909961922693,-0.014451677272589667,-0.01092191822882861,-0.011584154321903472,-0.015349338148229292
20250623,0.027788334975480274,0.04115275423460643,0.040326613861422625,0.03852243528235499,0.041900239730658546
20250630,0.00041337969663942227,0.010916528807103783,0.010223913152863385,0.01945543681253886,0.023285742229201274
20250707,0.01650791155903108,0.025876251441103112,0.025773390938550283,0.022228212352983976,0.020145131415192124
20250714,0.013197355073657066,0.0134041347513611,0.01547573927647364,0.01553799164801048,0.013827550609944587
20250721,0.0027592953700713227,0.006068537493963099,0.011456143244909681,-0.00011395713719224725,0.0037289445912433456
20250728,-0.0005421617635889098,-0.009270275174478,-0.006047748836117852,-0.0091358469430283,-0.009262429755655856
20250804,0.018864774104483794,0.029890114291775953,0.035554019606444984,0.02916748128738997,0.025912068455047423
20250811,0.011870294693874373,0.012227178671016695,0.007134156990110948,0.009009954148822316,0.013652177747237376
20250818,0.011989662201077498,0.030547790349241866,0.03341078489377181,0.028650647252887528,0.026289200023325965
20250825,-0.01103809224307273,-0.0062768630700811906,-0.014230130173457122,-0.01346332924571207,-0.016892342661371556
20250901,-0.01781233869079009,-0.0066296707697826,0.002056711233597909,0.0032747605862736436,0.0014435023252753702
20250908,0.013257963869381382,0.007913039776734413,0.0022482717317773727,0.0008234856531638001,-0.00390851547612031
20250915,-0.0199544391206893,-0.014543565517511181,-0.010254049929452095,-0.010466427485255938,-0.008782012365697955
20250922,-0.00740333964326606,-0.00702313710913845,-0.004524051233280532,-0.004884466002292765,-0.004784178998204353
20250929,0.004918983235764725,0.0113192130773474,0.007674882074722199,0.008769318580695398,0.009042185452349878
20251009,0.004921349547458273,0.005487488292745032,-0.00013805789160250463,0.004187888819344771,0.005033394300347675
20251013,-0.000646587225152883,-0.01547982555009639,-0.0023499540686058493,-0.002100810923353947,0.002460670804134763
20251020,0.006279409129557646,0.02534111325739785,0.019988968713588205,0.023376769626844932,0.023686723197981555
20251027,0.004251972602555843,0.009859412005446521,0.01218247019741648,0.012876503532965253,0.014316955768400344
20251103,0.032819622983755285,0.03406174640597934,0.01881979997453486,0.015991477299969952,0.011110723196041786
20251110,0.02069762341744081,0.020652864793903283,0.011387150177524818,0.005860639392278661,0.003958857771107576
20251117,-0.0780936183995013,-0.059580692748599624,-0.057840838309835836,-0.05826362753882024,-0.049201228876018084
20251124,0.029023547942089917,0.04227246283861194,0.029403264813581968,0.02602194001499949,0.025394109889184877
20251201,0.017677938928133827,0.0053490492348517785,-0.00180753287009826,-0.0018645048406268575,-0.001486744236887829
20251208,-0.02041892011864335,-0.023011805116336145,-0.01823448080265852,-0.01695395940323228,-0.012410287711428762
20251215,0.0015688329108016809,0.013951254787362576,0.018309530853996822,0.016937039736627548,0.016596460249710048
20251222,0.005128399963479143,0.01088247159910902,0.011954649078561254,0.006206580401154735,0.002143374140276668
20251229,8.699407800183245e-05,-0.00217679894464372,0.003564624291332046,0.005397805434738604,0.017353170136792537
20260105,0.07753027635540896,0.05084815322947144,0.048311899350635804,0.042336974002020675,0.03827472477523514
20260112,-0.03122171909173959,0.007592641418121101,0.007061216914319852,-0.00145825031152664,-0.0030354629009235056
20260119,0.021547762489384233,0.02148262188681824,0.024221658020471815,0.011166723230396117,0.011372390750021154
20260126,-0.036949406704288604,-0.036448742785660494,-0.03590121261538521,-0.040432044698714406,-0.02603136417888993
20260202,0.028348008310230037,0.03373938307954198,0.04099274261225228,0.036879337760533974,0.03466886819832208
20260209,0.0057355546012011534,0.000793999687065181,-0.00117379437696969,-0.0011811589547873935,-0.0054123960563895665
20260224,0.01463647737187764,0.009515723096014417,0.0030993181507071245,-0.008708504648119144,-0.013876872758483915
20260302,-0.00031212028872798774,-0.0076712667311224746,-0.00820501491242488,-0.014565498034715326,-0.018363506820765704
20260309,-0.005933907801026285,0.004576110620735627,0.0038301524325071476,0.0034224662668626044,0.003793012808517472
20260316,-0.08696936449533463,-0.10196153955317135,-0.10774098962198152,-0.10530784728372466,-0.09813926424294883
20260323,0.05000051893105661,0.06677892307919112,0.07045950569317176,0.06682356936942456,0.05811525861266686
20260330,-0.042375341860924745,-0.023211989743485255,-0.018369262010024433,-0.01851450106832602,-0.023494984421419042
20260407,0.005956835436762494,0.021649384806982405,0.023029556727343085,0.030413446601210883,0.03487986228323118
20260413,0.0284023800903544,0.021238491958994233,0.013802159645804666,0.014339738442753425,0.011528306115627624
