group,平均未来收益,正收益占比,累计净值终值
G1,-0.0002672853389027466,0.6338028169014085,0.9419381670801606
G2,0.004580966301531651,0.647887323943662,1.3349282456995593
G3,0.005496995040658396,0.647887323943662,1.4260645523512019
G4,0.004325781929341088,0.6056338028169014,1.3162937676260524
G5,0.003912238470522161,0.6338028169014085,1.2816794033560626
