factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate
custom__volume_breakout_pullback_score,0.0257409863545822,0.045373229093512865,0.5673166064846475,0.028835171312715926,0.06962775575605656,0.4141332863540945,0.5482093663911846
custom__simple_reversal_5d,-0.068780763693946,0.0813276026505494,-0.8457247164838365,-0.0169814899647642,0.11589470285911155,-0.14652516073498117,0.1652892561983471
custom__volume_breakout_pullback,,,0.0,,,0.0,0.0
