datetime,custom__simple_reversal_5d,custom__volume_breakout_pullback,custom__volume_breakout_pullback_score
2025-02-07,-0.27744170372290167,,0.09003344273200488
2025-02-10,-0.13245582776302456,,0.09954251209535347
2025-02-11,-0.31056148844435255,,0.07583699018678967
2025-02-12,-0.25128437761646016,,0.06117508886316871
2025-02-13,-0.03551516881479436,,0.10129241982117564
2025-02-14,0.05087576376909375,,0.07424436695847755
2025-02-17,-0.03498710165853103,,0.09463079398204936
2025-02-18,-0.0016485382518261424,,0.09893415770340085
2025-02-19,-0.06636802523778035,,0.03246063654272459
2025-02-20,-0.09029113129868006,,0.04058607713356816
2025-02-21,-0.06401927896836782,,-0.08025458866044535
2025-02-24,-0.11436304896831012,,0.0001398046276883952
2025-02-25,-0.061671630821309886,,0.014867871256837265
2025-02-26,0.01296690904326721,,0.005235811814240596
2025-02-27,-0.001245337539070785,,0.03269168245196926
2025-02-28,0.1680627704741501,,0.14062999052507383
2025-03-03,0.2160663942504089,,0.1591344000447598
2025-03-04,0.11993281158380996,,0.09821486044131518
2025-03-05,-0.006874276572887412,,0.02339546109395228
2025-03-06,-0.02071921127183281,,-0.0730826268202596
2025-03-07,0.09428414777439197,,-0.0933128504545884
2025-03-10,-0.02285215437428202,,-0.06312797679834273
2025-03-11,-0.010602221354169874,,-0.010413736009807984
2025-03-12,-0.01321755478672229,,-0.12907502232536225
2025-03-13,0.06963267189397679,,-0.007928861541696095
2025-03-14,0.022592948121899707,,0.04538223778431939
2025-03-17,0.03221331600371159,,0.040112065312815075
2025-03-18,-0.08140018005553469,,-0.05630782532064526
2025-03-19,-0.22448770294979034,,-0.11010767333742326
2025-03-20,-0.08300175151932515,,-0.1783907310885412
2025-03-21,-0.151428177235114,,-0.052152520760205164
2025-03-24,-0.14556206552479478,,-0.07663293865723854
2025-03-25,-0.012714210600130914,,0.01278559556275221
2025-03-26,-0.060894767695926444,,-0.109088619765621
2025-03-27,-0.12192492742334994,,0.009139250830968412
2025-03-28,-0.14385403656158668,,0.012404997986705597
2025-03-31,-0.15645199957640005,,-0.07371485644423639
2025-04-01,-0.003176972153612898,,0.013286627182757936
2025-04-02,-0.06032263508190093,,-0.07897372322910672
2025-04-03,-0.17443031678677234,,0.034607363028776816
2025-04-07,0.19845610364902327,,0.04411776208080867
2025-04-08,0.3158926781427638,,0.10660597214018755
2025-04-09,0.2859783236970559,,0.10566154621112274
2025-04-10,0.24732818970289594,,0.08964398351528927
2025-04-11,0.22499781452042836,,0.053106885591632146
2025-04-14,0.0383635861941543,,0.02844001276603815
2025-04-15,-0.30353562249847954,,0.03441332433418172
2025-04-16,-0.17593606872369974,,0.034629055482556494
2025-04-17,-0.024054601361397365,,-0.018034582310683587
2025-04-18,0.05148057451974309,,0.014015701847932365
2025-04-21,-0.02086522398407113,,0.0007201368565501977
2025-04-22,0.17918382809390657,,-0.03983749835670906
2025-04-23,-0.15859810427499363,,-0.026168133913703442
2025-04-24,-0.029666732301840085,,-0.09884404651715566
2025-04-25,-0.04873945279581237,,-0.09911580619730688
2025-04-28,0.03716779091190296,,-0.09901772010128139
2025-04-29,-0.12691928044184256,,-0.06082331313138761
2025-04-30,-0.0492408753985811,,-0.0052461104125708586
2025-05-06,-0.04152415091848009,,0.04449219022606952
2025-05-07,-0.14807305362880763,,-0.014949936311029578
2025-05-08,-0.07269092831697833,,0.05842629538775286
2025-05-09,-0.15196478238484337,,0.03983371064598713
2025-05-12,-0.002449417409784412,,0.12800317247913978
2025-05-13,-0.014521935382314,,0.12189721950566461
2025-05-14,0.010920994404001237,,0.11810369692893025
2025-05-15,-0.007455305896267756,,0.059257000279683746
2025-05-16,-0.02928726360041963,,0.07589940556571848
2025-05-19,-0.08573045337998096,,0.051622653057211726
2025-05-20,-0.1325031197940164,,0.05140476322269338
2025-05-21,-0.12411293408350722,,0.029740971808471583
2025-05-22,-0.1454602945425324,,0.02003663395262382
2025-05-23,-0.10294453598491236,,0.006200041821599961
2025-05-26,-0.1751045560482985,,0.01667404222293513
2025-05-27,-0.07050687734094133,,-0.04673215043381728
2025-05-28,0.0132089409375803,,-0.06408779121990975
2025-05-29,-0.015593561493944754,,0.004842553614616168
2025-05-30,-0.00805935210026647,,0.015725743311979564
2025-06-03,0.0686583055580125,,-0.02567071951027225
2025-06-04,0.0378483809505857,,-0.04628067904863757
2025-06-05,-0.16160539512324762,,0.02668388654978396
2025-06-06,-0.10597191449848799,,0.051651991985170044
2025-06-09,-0.13629827292284522,,0.01848853067065314
2025-06-10,-0.04350562614781955,,-0.043248972817361106
2025-06-11,-0.08459061222699617,,-0.006364380079941212
2025-06-12,0.06674714121703723,,-0.06059326483974731
2025-06-13,0.11853927491691214,,-0.05392586901613666
2025-06-16,0.07633729701430111,,-0.08448392026272465
2025-06-17,0.008486960925739577,,-0.07805661568287894
2025-06-18,-0.06460097282879596,,-0.02025250892777243
2025-06-19,0.03972119449376315,,0.03230501509951163
2025-06-20,0.07524014486309455,,0.045749461878437085
2025-06-23,0.08842024194596429,,0.012690848670825823
2025-06-24,0.005488278305351627,,0.05465058341961357
2025-06-25,0.04138378871059815,,0.09822522812491828
2025-06-26,0.06592078372929189,,0.1386976789703601
2025-06-27,0.02842478097022758,,0.13033013184551334
2025-06-30,0.07491321932993214,,0.01744576676446516
2025-07-01,0.04687227013684196,,-0.02970297379329568
2025-07-02,0.005857777959725584,,0.011606588935403802
2025-07-03,0.025996619592481122,,-0.016472999815269167
2025-07-04,0.01587925745615092,,-0.028371975265233235
2025-07-07,0.07207559028017575,,-0.0646896298654277
2025-07-08,0.008164316999181518,,-0.06128907461712728
2025-07-09,0.05946646525464779,,-0.03343456269342931
2025-07-10,0.14026245245746752,,-0.024805998352954377
2025-07-11,0.0780593434321813,,-0.03557066712824515
2025-07-14,-0.10216657261023135,,-0.040116704149767375
2025-07-15,-0.032725234656246424,,-0.033662656297822835
2025-07-16,-0.05687815679232037,,0.04521292789081277
2025-07-17,-0.12846958589194007,,0.04128767647915252
2025-07-18,-0.15167050641109175,,0.02419905408327857
2025-07-21,-0.1993693694954162,,0.021908150884891602
2025-07-22,0.08064823874955725,,0.021879510864225654
2025-07-23,0.0918844563739109,,0.0591209906871723
2025-07-24,0.21004965411640644,,0.0009640571354761903
2025-07-25,0.10628135265584782,,0.04657143386504043
2025-07-28,-0.0960053751326057,,0.011581985051654425
2025-07-29,-0.17085842627747228,,-0.04839322120113532
2025-07-30,-0.04671720538259776,,0.008174257633525913
2025-07-31,-0.13339495464558324,,-0.0014987614177488348
2025-08-01,0.010018217174145824,,-0.04215856473822456
2025-08-04,0.0447840570829856,,-0.048178857592240235
2025-08-05,-0.01973784195678323,,-0.012755204848487139
2025-08-06,-0.1136250674243464,,0.03149688158835889
2025-08-07,-0.07229889707724098,,0.015155622120721038
2025-08-08,-0.0438759230031894,,-0.030403001237402926
2025-08-11,-0.11047843965495827,,-0.031133113032736064
2025-08-12,-0.08144941369262226,,-0.011150123604799656
2025-08-13,-0.06400280424766025,,-0.04278549627608106
2025-08-14,-0.020244239133496423,,-0.017543506552349035
2025-08-15,-0.0745513225012407,,-0.05290851657084522
2025-08-18,-0.0038577741559051256,,-0.09778874593085041
2025-08-19,-0.006624436835734311,,-0.10168841506621919
2025-08-20,-0.017146478183301606,,-0.06683009326791922
2025-08-21,-0.026217628065159457,,0.018949351513950774
2025-08-22,-0.0007856184921617287,,0.02083217273570947
2025-08-25,-0.020041911128322147,,0.00037303269816811395
2025-08-26,-0.058976508678141096,,0.07475094435558499
2025-08-27,0.021307486054693837,,0.09916958827253579
2025-08-28,0.0653537182683621,,0.02573059699660551
2025-08-29,-0.03133539213424322,,0.07002724954442513
2025-09-01,-0.11916544194822462,,0.014455150644195884
2025-09-02,-0.13542624516755988,,0.09728833107781894
2025-09-03,-0.12456633855462551,,0.12493253743035339
2025-09-04,0.11932465497898312,,0.22085202499357734
2025-09-05,0.031130292800341318,,0.20556999727616115
2025-09-08,0.04285896809420042,,0.21699388180401274
2025-09-09,0.1515397869249243,,0.24898869062386367
2025-09-10,0.17308509589180565,,0.23093978443784105
2025-09-11,-0.21112123530158902,,0.15122534166080134
2025-09-12,-0.08986942333741944,,0.14821955053121375
2025-09-15,-0.0831685850667236,,0.16051124229932254
2025-09-16,-0.08278692170610151,,0.12109734564761088
2025-09-17,-0.07663032105160347,,0.11216409481460554
2025-09-18,-0.01918156006166931,,0.06541960220925569
2025-09-19,-0.060112859257537045,,0.031268623102843396
2025-09-22,-0.013466525354320528,,-0.022517524836752043
2025-09-23,0.026401750359158965,,-0.03618642208364387
2025-09-24,0.045022021007966304,,-0.06332909388156564
2025-09-25,0.020795381288302963,,-0.09027694813874719
2025-09-26,-0.058832732371721506,,-0.04388804256508176
2025-09-29,-0.17029503212099573,,-0.06876807729250337
2025-09-30,-0.13480158966711248,,-0.052995175419451084
2025-10-09,-0.07368394766011499,,-0.06812895434953024
2025-10-10,-0.18282691042979066,,-0.01950759697970039
2025-10-13,-0.03824408826018341,,-0.024720810376569178
2025-10-14,0.11361631343395605,,0.04981770189484776
2025-10-15,-0.030686008844053307,,0.026723559416602666
2025-10-16,-0.027796743327035547,,0.04312103089128406
2025-10-17,0.13854992434090857,,0.07402135988066068
2025-10-20,0.0637659254404696,,0.07356147294598846
2025-10-21,-0.02894411733656856,,0.014699454435011635
2025-10-22,0.13715755085693568,,0.014228020795065232
2025-10-23,0.15477369896926815,,0.055470285705728886
2025-10-24,0.03297365161911129,,0.03798402179435371
2025-10-27,0.06292938661412975,,-0.00015089514701571176
2025-10-28,0.039029796306869195,,0.015239513992990979
2025-10-29,0.09218519364534065,,-0.039900713115833236
2025-10-30,0.11173851340853552,,-0.011775411597559387
2025-10-31,-0.03469007261752239,,0.04765826751682052
2025-11-03,-0.09432468261247953,,0.10091922629694046
2025-11-04,-0.06632378053013695,,0.09902203597545364
2025-11-05,-0.06223403776410327,,0.04423728884517981
2025-11-06,-0.16091448217098953,,0.03404668730612716
2025-11-07,-0.09088173038787355,,0.04539104844689976
2025-11-10,-0.07808016829602696,,0.07167376209275
2025-11-11,0.005707214942297505,,0.04510512813880768
2025-11-12,0.06607316665547683,,0.08502071339113242
2025-11-13,0.008288356633146378,,0.023237521528430966
2025-11-14,0.05573225599964371,,0.029549029081718164
2025-11-17,0.0728315675466442,,-0.061322099609082165
2025-11-18,-0.07069290441032584,,0.016167498701565978
2025-11-19,-0.05523038977467724,,-0.011066375602475418
2025-11-20,-0.07498679177520359,,-0.0064425343212038575
2025-11-21,0.04592205330994381,,0.08020279979727385
2025-11-24,0.15014370477651842,,0.19328885399613024
2025-11-25,0.11351350893359909,,0.1593918963349002
2025-11-26,0.0697422677634192,,0.17071241312772215
2025-11-27,-0.03944947340529815,,0.1321200308219606
2025-11-28,-0.16723558687295575,,0.07278342677368357
2025-12-01,-0.21070586977856368,,0.14802701397356482
2025-12-02,-0.16975694085901605,,0.06266050897918722
2025-12-03,-0.03359194966988313,,0.01338372208198344
2025-12-04,-0.029997323289924393,,0.06661958119771254
2025-12-05,-0.06382916798301318,,0.06668479601769928
2025-12-08,-0.1632644837997486,,0.03359430192925269
2025-12-09,-0.17736340800105366,,0.04289638351339728
2025-12-10,-0.16344928621191432,,-0.0027100897206031446
2025-12-11,-0.1743625799582757,,0.015406945355094835
2025-12-12,-0.024552028763207,,-0.004791468900001879
2025-12-15,0.009665008220733115,,-0.025960734697003503
2025-12-16,0.12254629369995806,,0.031967826310480583
2025-12-17,0.052060485945825415,,0.07404918429420562
2025-12-18,0.10578200682097927,,0.05572301066291696
2025-12-19,0.22346234024854525,,0.04848152690261351
2025-12-22,0.13658650199789868,,0.0592978803311042
2025-12-23,0.050186207288964384,,0.04222314730130108
2025-12-24,-0.002435321717215574,,0.017214396191554727
2025-12-25,-0.08454321747885053,,0.006600194484963945
2025-12-26,-0.12154340804580561,,-0.026390757732161093
2025-12-29,-0.11112762880826735,,0.00037581939201440515
2025-12-30,-0.05275459880541778,,0.02494250697007913
2025-12-31,-0.040793512620950406,,0.035508190213254485
2026-01-05,-0.15357516795865142,,0.05562851463422222
2026-01-06,-0.1468601859043178,,0.04147764193370949
2026-01-07,-0.17681692579189096,,0.03146942291395399
2026-01-08,-0.21516884947925774,,0.022597086895940588
2026-01-09,-0.15719889711342225,,0.021555118441093608
2026-01-12,0.14414592883319316,,-0.09367262261350723
2026-01-13,0.03921184994133453,,-0.030202255406672648
2026-01-14,0.26969584702339494,,-0.03595423645912412
2026-01-15,0.16692805536024613,,-0.06387764640023222
2026-01-16,-0.0013986288112369674,,-0.029358853858447855
2026-01-19,-0.22745183969117608,,-0.008503133307986568
2026-01-20,-0.053394585934477136,,0.10479825823332657
2026-01-21,0.027232957605587544,,0.13217261099127245
2026-01-22,-0.028902192207173154,,0.1048923162791044
2026-01-23,-0.2438361118214353,,-0.036710598294385034
2026-01-26,-0.10271721801236346,,0.0809438789049508
2026-01-27,-0.04805095300810315,,0.003525087385325109
2026-01-28,-0.02740426346807565,,0.04628527087880764
2026-01-29,0.1662643545793971,,0.04819170866242959
2026-01-30,0.10966293708112353,,0.09403396037018712
2026-02-02,0.017032768841598073,,0.13026118111167073
2026-02-03,-0.016168899699515644,,0.029812980503595446
2026-02-04,0.08392922060020583,,0.08785107024715674
2026-02-05,0.146480070223673,,0.1277084885797971
2026-02-06,0.15357858713155947,,0.14476653702078077
2026-02-09,-0.032339436405240805,,0.10090012520040142
2026-02-10,0.11530612245204554,,0.0826637137964247
2026-02-11,0.08315798202016986,,0.0877479673013874
2026-02-12,-0.1515042757708639,,0.00491976736887192
2026-02-13,-0.020309016472222514,,0.055835499935711096
2026-02-24,-0.2403561153742031,,0.10405570588754309
2026-02-25,-0.33602996182166595,,0.12588279796839608
2026-02-26,-0.16957921866847536,,0.060945081401072555
2026-02-27,-0.3399889305813556,,0.12507886783021527
2026-03-02,-0.17969166360246974,,0.04526638627210603
2026-03-03,0.0524738180322759,,0.0771379340925554
2026-03-04,0.0020545788075740355,,0.030579447747587633
2026-03-05,-0.10738680698629209,,0.06536324655126287
2026-03-06,-0.12055042008275277,,0.06176391817874662
2026-03-09,0.004292705819865555,,0.08584328417656456
2026-03-10,0.0044160198808395335,,0.08061701102470788
2026-03-11,-0.059038738622217035,,0.02168234461552534
2026-03-12,-0.12849173772935796,,-0.0556950078295528
2026-03-13,-0.06952860547539357,,-0.03052767295583113
2026-03-16,-0.004142868790280719,,-0.01106176194315952
2026-03-17,0.24112014793792835,,0.08558927360431595
2026-03-18,-0.13831000592113643,,0.04203058896769239
2026-03-19,-0.014247682607220218,,0.06205519912833
2026-03-20,-0.010613570479424355,,0.08767709258373077
2026-03-23,0.08756343808025133,,0.03592695838544344
2026-03-24,-0.03332463811683203,,0.009525582034991384
2026-03-25,0.041742623335713526,,0.004197330879078666
2026-03-26,0.12036221841035909,,-0.03857033475409702
2026-03-27,0.05615614822178044,,-0.06244407879497711
2026-03-30,-0.0703388965957002,,-0.050017887533699325
2026-03-31,0.08869432670806834,,0.021529008530837185
2026-04-01,0.025681252606849878,,0.0590445982520858
2026-04-02,0.13893758162462438,,0.05797530033896908
2026-04-03,0.13420337259579054,,0.13237800644157874
2026-04-07,0.12541354982486555,,0.07736153086853839
2026-04-08,-0.16433326689254363,,0.14999345158267405
2026-04-09,-0.12195685441274909,,0.1307603848980765
2026-04-10,-0.21585428477090396,,0.15103220174514403
2026-04-13,-0.18159361696123674,,0.1382533125910383
2026-04-14,,,
2026-04-15,,,
2026-04-16,,,
2026-04-17,,,
2026-04-20,,,
2026-04-21,,,
2026-04-22,,,
2026-04-23,,,
2026-04-24,,,
2026-04-27,,,
2026-04-28,,,
2026-04-29,,,
2026-04-30,,,
