factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.price_volume_ratio,0.0034587030137838894,0.3260297940969432,0.05733963830248935,3.1049852768386272,0.002400872627471193,0.5394736842105263,0.5,0.0051835929344880086,0.002818398063803072
