,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1155242.9387193492
Total Return [%],15.524293871934916
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000011
Total Fees Paid,0.0
Max Drawdown [%],19.4778810161097
Max Drawdown Duration,139 days 00:00:00
Total Trades,49975
Total Closed Trades,49715
Total Open Trades,260
Open Trade PnL,-2601.179389170858
Win Rate [%],67.29156190284623
Best Trade [%],163.20541760722352
Worst Trade [%],-30.736529082936805
Avg Winning Trade [%],6.406901218583783
Avg Losing Trade [%],-3.295285827993192
Avg Winning Trade Duration,4 days 13:10:30.382017098
Avg Losing Trade Duration,4 days 09:02:34.256845256
Profit Factor,1.1084190695438434
Expectancy,2.758536965885689
Sharpe Ratio,0.726893699830323
Calmar Ratio,0.8113439322414642
Omega Ratio,1.113807385572526
Sortino Ratio,0.940653941011033
