factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.price_range_position_5,-0.0008270123796775005,-0.05226714772692632,-0.0049582509051508536,-0.26507851853142217,0.0003079010830087996,0.5675675675675675,0.5,0.002965485756064742,0.0026731511683498296
