factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.ma_20_ratio,-0.048560016689855115,-2.3513478912328645,-0.06631882033571282,-3.2413467135809246,-0.004759766448985198,0.4507042253521127,0.5,-0.0008550394208611933,0.0038846914770153
