date,code
20241202,601333.SH
20241202,600982.SH
20241202,601326.SH
20241202,600758.SH
20241202,600368.SH
20241202,603980.SH
20241202,600179.SH
20241202,600681.SH
20241202,600408.SH
20241202,600035.SH
20241202,600403.SH
20241202,601008.SH
20241202,601568.SH
20241202,600033.SH
20241202,600684.SH
20241202,600798.SH
20241202,600108.SH
20241202,600103.SH
20241202,603608.SH
20241202,002132.SZ
20241202,002081.SZ
20241202,002370.SZ
20241202,000677.SZ
20241202,002578.SZ
20241202,002688.SZ
20241202,002263.SZ
20241203,601333.SH
20241203,600982.SH
20241203,600984.SH
20241203,600758.SH
20241203,600368.SH
20241203,603980.SH
20241203,600179.SH
20241203,600681.SH
20241203,600408.SH
20241203,600035.SH
20241203,600403.SH
20241203,601008.SH
20241203,601568.SH
20241203,600033.SH
20241203,600684.SH
20241203,600798.SH
20241203,600108.SH
20241203,603608.SH
20241203,002132.SZ
20241203,002081.SZ
20241203,002141.SZ
20241203,002370.SZ
20241203,000677.SZ
20241203,002578.SZ
20241203,002688.SZ
20241203,002263.SZ
20241204,601333.SH
20241204,600982.SH
20241204,600984.SH
20241204,600758.SH
20241204,600368.SH
20241204,601515.SH
20241204,600179.SH
20241204,600681.SH
20241204,600408.SH
20241204,600035.SH
20241204,600403.SH
20241204,601008.SH
20241204,601568.SH
20241204,600033.SH
20241204,600684.SH
20241204,600798.SH
20241204,603608.SH
20241204,002132.SZ
20241204,002081.SZ
20241204,002141.SZ
20241204,002370.SZ
20241204,000677.SZ
20241204,002578.SZ
20241204,002688.SZ
20241204,002573.SZ
20241204,002263.SZ
20241205,600982.SH
20241205,600984.SH
20241205,601619.SH
20241205,600758.SH
20241205,600368.SH
20241205,601515.SH
20241205,600179.SH
20241205,600681.SH
20241205,600408.SH
20241205,600035.SH
20241205,600403.SH
20241205,601008.SH
20241205,601568.SH
20241205,600033.SH
20241205,600684.SH
20241205,600798.SH
20241205,603608.SH
20241205,002132.SZ
20241205,002141.SZ
20241205,002370.SZ
20241205,000677.SZ
20241205,002578.SZ
20241205,002573.SZ
20241205,002263.SZ
20241205,002390.SZ
20241205,000965.SZ
20241206,600982.SH
20241206,600984.SH
20241206,601619.SH
20241206,600758.SH
20241206,600368.SH
20241206,601515.SH
20241206,600179.SH
20241206,600681.SH
20241206,600408.SH
20241206,600035.SH
20241206,600403.SH
20241206,601008.SH
20241206,601568.SH
20241206,600033.SH
20241206,600684.SH
20241206,600798.SH
20241206,601616.SH
20241206,603608.SH
20241206,002141.SZ
20241206,002370.SZ
20241206,000677.SZ
20241206,002578.SZ
20241206,002573.SZ
20241206,002263.SZ
20241206,002083.SZ
20241206,000965.SZ
20241209,600982.SH
20241209,600984.SH
20241209,600310.SH
20241209,600758.SH
20241209,600649.SH
20241209,600368.SH
20241209,601515.SH
20241209,600179.SH
20241209,600681.SH
20241209,600408.SH
20241209,600035.SH
20241209,600320.SH
20241209,600403.SH
20241209,601008.SH
20241209,600033.SH
20241209,600684.SH
20241209,600798.SH
20241209,601616.SH
20241209,603608.SH
20241209,000677.SZ
20241209,002578.SZ
20241209,002573.SZ
20241209,002263.SZ
20241209,002083.SZ
20241209,000533.SZ
20241209,000965.SZ
20241210,600982.SH
20241210,600310.SH
20241210,600758.SH
20241210,600649.SH
20241210,600368.SH
20241210,601515.SH
20241210,600179.SH
20241210,600408.SH
20241210,600320.SH
20241210,600403.SH
20241210,601008.SH
20241210,600033.SH
20241210,600798.SH
20241210,601616.SH
20241210,601599.SH
20241210,600800.SH
20241210,603608.SH
20241210,000677.SZ
20241210,002616.SZ
20241210,000599.SZ
20241210,002578.SZ
20241210,002573.SZ
20241210,002263.SZ
20241210,002083.SZ
20241210,000533.SZ
20241210,000965.SZ
20241211,600207.SH
20241211,600173.SH
20241211,600310.SH
20241211,600649.SH
20241211,600960.SH
20241211,601515.SH
20241211,600395.SH
20241211,600179.SH
20241211,600683.SH
20241211,600403.SH
20241211,600033.SH
20241211,600798.SH
20241211,601616.SH
20241211,601599.SH
20241211,600800.SH
20241211,603608.SH
20241211,002427.SZ
20241211,000677.SZ
20241211,002616.SZ
20241211,000599.SZ
20241211,002578.SZ
20241211,000573.SZ
20241211,002573.SZ
20241211,002263.SZ
20241211,002083.SZ
20241211,000533.SZ
20241212,600207.SH
20241212,600173.SH
20241212,600310.SH
20241212,600649.SH
20241212,600960.SH
20241212,601515.SH
20241212,600179.SH
20241212,600683.SH
20241212,600403.SH
20241212,600033.SH
20241212,600798.SH
20241212,601616.SH
20241212,601599.SH
20241212,600800.SH
20241212,603608.SH
20241212,002427.SZ
20241212,000677.SZ
20241212,000599.SZ
20241212,002958.SZ
20241212,002061.SZ
20241212,002578.SZ
20241212,002109.SZ
20241212,000573.SZ
20241212,002263.SZ
20241212,002083.SZ
20241212,000533.SZ
20241213,600207.SH
20241213,600310.SH
20241213,600649.SH
20241213,600960.SH
20241213,601515.SH
20241213,600179.SH
20241213,600683.SH
20241213,600507.SH
20241213,600403.SH
20241213,600033.SH
20241213,600798.SH
20241213,601616.SH
20241213,601599.SH
20241213,600800.SH
20241213,603608.SH
20241213,002427.SZ
20241213,000677.SZ
20241213,000599.SZ
20241213,002061.SZ
20241213,002578.SZ
20241213,002109.SZ
20241213,000573.SZ
20241213,002263.SZ
20241213,002083.SZ
20241213,002554.SZ
20241213,000533.SZ
20241216,600207.SH
20241216,600649.SH
20241216,600960.SH
20241216,601515.SH
20241216,600179.SH
20241216,600683.SH
20241216,600558.SH
20241216,600751.SH
20241216,600403.SH
20241216,600033.SH
20241216,601616.SH
20241216,601599.SH
20241216,600800.SH
20241216,603608.SH
20241216,002303.SZ
20241216,002160.SZ
20241216,002427.SZ
20241216,000677.SZ
20241216,000599.SZ
20241216,002061.SZ
20241216,002578.SZ
20241216,002109.SZ
20241216,000573.SZ
20241216,002263.SZ
20241216,002554.SZ
20241216,000533.SZ
20241217,600207.SH
20241217,600960.SH
20241217,601515.SH
20241217,600683.SH
20241217,600558.SH
20241217,600751.SH
20241217,600403.SH
20241217,600708.SH
20241217,600033.SH
20241217,601616.SH
20241217,601599.SH
20241217,600800.SH
20241217,603608.SH
20241217,002303.SZ
20241217,002522.SZ
20241217,002427.SZ
20241217,000677.SZ
20241217,000599.SZ
20241217,002061.SZ
20241217,002578.SZ
20241217,002109.SZ
20241217,000573.SZ
20241217,002067.SZ
20241217,002263.SZ
20241217,002554.SZ
20241217,000533.SZ
20241218,601619.SH
20241218,600960.SH
20241218,601515.SH
20241218,600683.SH
20241218,600936.SH
20241218,600558.SH
20241218,600751.SH
20241218,600403.SH
20241218,600033.SH
20241218,600798.SH
20241218,601616.SH
20241218,600108.SH
20241218,600800.SH
20241218,603608.SH
20241218,002303.SZ
20241218,002427.SZ
20241218,000753.SZ
20241218,000677.SZ
20241218,002061.SZ
20241218,002578.SZ
20241218,002109.SZ
20241218,000573.SZ
20241218,002067.SZ
20241218,002263.SZ
20241218,002554.SZ
20241218,000533.SZ
20241219,601619.SH
20241219,601015.SH
20241219,600960.SH
20241219,601515.SH
20241219,600683.SH
20241219,600936.SH
20241219,600751.SH
20241219,600403.SH
20241219,600744.SH
20241219,600798.SH
20241219,601616.SH
20241219,600108.SH
20241219,002303.SZ
20241219,002418.SZ
20241219,002427.SZ
20241219,000753.SZ
20241219,000677.SZ
20241219,002061.SZ
20241219,002578.SZ
20241219,002109.SZ
20241219,000573.SZ
20241219,002067.SZ
20241219,002263.SZ
20241219,002793.SZ
20241219,002554.SZ
20241219,000533.SZ
20241220,601619.SH
20241220,601015.SH
20241220,600960.SH
20241220,601515.SH
20241220,600936.SH
20241220,600397.SH
20241220,600751.SH
20241220,600403.SH
20241220,600744.SH
20241220,600798.SH
20241220,600108.SH
20241220,002303.SZ
20241220,000631.SZ
20241220,002418.SZ
20241220,002141.SZ
20241220,002427.SZ
20241220,000753.SZ
20241220,002578.SZ
20241220,002109.SZ
20241220,000573.SZ
20241220,002067.SZ
20241220,002263.SZ
20241220,002793.SZ
20241220,002445.SZ
20241220,000533.SZ
20241220,002526.SZ
20241223,601619.SH
20241223,601015.SH
20241223,600960.SH
20241223,601515.SH
20241223,600397.SH
20241223,600403.SH
20241223,600744.SH
20241223,600798.SH
20241223,600108.SH
20241223,601599.SH
20241223,600103.SH
20241223,002303.SZ
20241223,000720.SZ
20241223,000631.SZ
20241223,002418.SZ
20241223,002571.SZ
20241223,002427.SZ
20241223,000753.SZ
20241223,002578.SZ
20241223,002109.SZ
20241223,000573.SZ
20241223,002067.SZ
20241223,002263.SZ
20241223,002793.SZ
20241223,002445.SZ
20241223,000533.SZ
20241224,600537.SH
20241224,601619.SH
20241224,601015.SH
20241224,601515.SH
20241224,600397.SH
20241224,600403.SH
20241224,600744.SH
20241224,600684.SH
20241224,600798.SH
20241224,600108.SH
20241224,601599.SH
20241224,600103.SH
20241224,600495.SH
20241224,000509.SZ
20241224,000720.SZ
20241224,000631.SZ
20241224,002418.SZ
20241224,002141.SZ
20241224,002571.SZ
20241224,002427.SZ
20241224,000677.SZ
20241224,002578.SZ
20241224,000573.SZ
20241224,002793.SZ
20241224,002554.SZ
20241224,002445.SZ
20241225,600433.SH
20241225,600537.SH
20241225,601619.SH
20241225,601015.SH
20241225,601515.SH
20241225,600397.SH
20241225,600403.SH
20241225,600744.SH
20241225,600108.SH
20241225,601599.SH
20241225,600103.SH
20241225,603608.SH
20241225,600495.SH
20241225,000509.SZ
20241225,000720.SZ
20241225,000631.SZ
20241225,002418.SZ
20241225,002141.SZ
20241225,002571.SZ
20241225,002427.SZ
20241225,000677.SZ
20241225,002578.SZ
20241225,000573.SZ
20241225,002554.SZ
20241225,002798.SZ
20241225,000533.SZ
20241226,600433.SH
20241226,600537.SH
20241226,601619.SH
20241226,601015.SH
20241226,601515.SH
20241226,600594.SH
20241226,600035.SH
20241226,600397.SH
20241226,600403.SH
20241226,600744.SH
20241226,600103.SH
20241226,603608.SH
20241226,600495.SH
20241226,000509.SZ
20241226,002132.SZ
20241226,000720.SZ
20241226,000631.SZ
20241226,002418.SZ
20241226,002141.SZ
20241226,002571.SZ
20241226,002427.SZ
20241226,000558.SZ
20241226,002578.SZ
20241226,002425.SZ
20241226,002554.SZ
20241226,002798.SZ
20241227,600433.SH
20241227,600537.SH
20241227,601619.SH
20241227,601015.SH
20241227,601515.SH
20241227,600594.SH
20241227,600035.SH
20241227,600397.SH
20241227,600403.SH
20241227,600744.SH
20241227,603363.SH
20241227,600103.SH
20241227,600495.SH
20241227,000509.SZ
20241227,002132.SZ
20241227,000720.SZ
20241227,000631.SZ
20241227,002418.SZ
20241227,002571.SZ
20241227,002218.SZ
20241227,002427.SZ
20241227,002958.SZ
20241227,002578.SZ
20241227,002425.SZ
20241227,002554.SZ
20241227,002948.SZ
20241230,600433.SH
20241230,600537.SH
20241230,601619.SH
20241230,601015.SH
20241230,601096.SH
20241230,601515.SH
20241230,600594.SH
20241230,600397.SH
20241230,600403.SH
20241230,600033.SH
20241230,603363.SH
20241230,600103.SH
20241230,600495.SH
20241230,000509.SZ
20241230,002132.SZ
20241230,000720.SZ
20241230,000631.SZ
20241230,002418.SZ
20241230,002571.SZ
20241230,002218.SZ
20241230,002427.SZ
20241230,002958.SZ
20241230,002578.SZ
20241230,002425.SZ
20241230,002554.SZ
20241230,002948.SZ
20241231,600433.SH
20241231,600537.SH
20241231,601619.SH
20241231,601015.SH
20241231,601096.SH
20241231,601515.SH
20241231,600594.SH
20241231,600035.SH
20241231,600403.SH
20241231,600794.SH
20241231,600033.SH
20241231,603363.SH
20241231,601279.SH
20241231,600103.SH
20241231,600495.SH
20241231,000509.SZ
20241231,002132.SZ
20241231,000720.SZ
20241231,000631.SZ
20241231,002418.SZ
20241231,002571.SZ
20241231,002427.SZ
20241231,002958.SZ
20241231,002578.SZ
20241231,002425.SZ
20241231,002554.SZ
20250102,601333.SH
20250102,600537.SH
20250102,601619.SH
20250102,601096.SH
20250102,601515.SH
20250102,600594.SH
20250102,600035.SH
20250102,600320.SH
20250102,600403.SH
20250102,601789.SH
20250102,600794.SH
20250102,600033.SH
20250102,603363.SH
20250102,601279.SH
20250102,600103.SH
20250102,000509.SZ
20250102,002132.SZ
20250102,000720.SZ
20250102,002427.SZ
20250102,002958.SZ
20250102,002578.SZ
20250102,002425.SZ
20250102,002165.SZ
20250102,001213.SZ
20250102,002554.SZ
20250102,000506.SZ
20250103,601333.SH
20250103,600537.SH
20250103,601326.SH
20250103,601619.SH
20250103,601096.SH
20250103,601515.SH
20250103,600594.SH
20250103,600035.SH
20250103,600320.SH
20250103,600403.SH
20250103,601789.SH
20250103,600794.SH
20250103,600020.SH
20250103,600033.SH
20250103,603363.SH
20250103,601279.SH
20250103,000509.SZ
20250103,002132.SZ
20250103,002427.SZ
20250103,002958.SZ
20250103,002578.SZ
