momentum_20,momentum_60,volatility_20,amount_mean_20,price_strength_20,turnover_mean_20,capital_flow_strength,unusual_count
,,,,,,-0.9999999999999999,
,,,,,,-0.9999999999999999,
,,,,,,-0.9999999999999999,
,,,,,,-0.9999999999999999,
,,,,,,0.9999999999999999,
,,,,,,0.9999999999999999,
,,,,,,0.9999999999999999,
,,,,,,0.5,
,,,,,,0.39999999999999997,-0.7745966692414834
,,,,,,0.6,-0.3354101966249684
,,,,,,0.12608935348859665,0.28243180914845567
,,,,,,0.14657514157438134,0.4549974213274401
,,,,,,0.0022631815646288553,0.27728155048335257
,,,,,,0.06008799311107204,0.23301256625854128
,,,,,,-0.04867842082220617,0.1926324637363764
,,,,,,-0.14449090082707905,0.023736396409320945
,,,,,,-0.06065065065524132,-0.1668023940991057
,,,,,,-0.15977319528286893,-0.20901639572369562
,,,,,,-0.20042676917718893,-0.11439758793671224
,,,,,,-0.1427243500433962,0.04195430757105045
,,,,,,0.022992947367699194,0.0030967531221773627
,,,,,,0.04500471942787064,0.03965261598520404
,,,,,,0.09254682890365602,0.059366885217600335
,,,,,,-0.012753635110661393,0.06702216403075235
,,,,,,0.049890666199161715,0.068909735906684
,,,,,,0.0850143878629341,0.06487120693019838
-0.9999999999999999,,-0.9999999999999999,0.9999999999999999,-0.9999999999999999,0.9999999999999999,0.014897753571937983,0.02481988883725378
-1.0,,-1.0,-0.5,-0.5,0.5,-0.041086507522024286,-0.015591357425644275
0.6000000000000001,,0.39999999999999997,0.7999999999999999,-0.7999999999999999,0.0,0.015465080736788445,-0.01345453426327558
0.09999999999999999,,0.19999999999999998,-0.10960043080916584,-0.41271519178495925,-0.2617888022404136,0.082685338829312,-0.014413581087906486
-0.10190274841437631,,-0.022973925299506693,-0.2831530972585092,-0.1830481036077706,-0.16710998145748673,0.03440517130787615,-0.01797649176317958
-0.0480894485453756,,0.059487624837168906,-0.30987361896441423,-0.07739429256207897,-0.08700478173790502,-0.02268762143914987,0.018831849439325633
-0.03901980888539999,,0.1606761717749509,0.17447771040795024,-0.14889027761204462,0.023141895301736694,0.09264775606520254,0.05229057266010696
-0.029915132951025485,,-0.004031607805192711,0.1212964816496158,-0.18250776652383685,-0.04932436296613302,0.09747232744512768,0.023421454562198834
0.3343133895455392,,0.3473304473304474,0.23492431200692504,0.0924358278996191,0.28342863541878094,0.057183228543417626,0.06724020742413023
0.062338208979159634,,0.2067217729220537,0.10163039652503293,-0.09520497596833474,0.024756072398886983,0.07460661002301626,0.06165940120427724
-0.11371062624034706,,0.2582313912502592,0.1025820707327392,-0.2035313564238239,0.04435067098490116,0.03243377951851923,0.0025067465220240787
-0.3042543195375678,,-0.06381052514240278,-0.22796089594334024,-0.2869190896138227,-0.13482402193294885,-0.0840052617160695,-0.029968562365668458
-0.311004082547187,,-0.17342586420164166,-0.2297927004340433,-0.20718020511306023,-0.21277812457413367,-0.07898895178510323,-0.036467208228940375
-0.24396214879089825,,-0.19262927380414957,-0.3126865571689084,-0.26617815571825726,-0.28976831153685,-0.14779486943566875,-0.04509748219940983
-0.23042308961510047,,-0.24685693500149736,-0.16577824995356744,-0.20607941656440226,-0.2103817081997062,-0.06051350965116997,-0.0274224709408173
0.05305346876711162,,-0.003481797477482359,0.007570514240727647,-0.04868175371434424,0.03486669285097767,0.045229801316757245,-0.031890614903532004
0.14563698012076487,,0.21763986884563094,0.1379810793199246,-0.15715719306919573,0.24524258447656902,0.08404442919064332,0.004417489279473051
0.08128654250703099,,0.18518119947349593,0.043317464560660816,-0.11794542139721617,0.2452816946419621,0.05048550679835136,0.019273548035455484
0.0034999048431819195,,0.061209530164599006,0.016638436322698954,-0.02776377887075931,0.10662473610576952,0.06344169849664218,-0.013243578537469566
-0.03639135903241689,,0.042914158482579345,-0.09794363435080468,-0.08776012133986344,0.13144085219755433,0.011222966108620757,0.004786171330107477
-0.24719452413079412,,-0.3604148743376718,-0.34334759768283146,-0.1353040496351436,-0.26475395655284784,-0.04558455394081771,-0.010585873989033172
-0.26301352714033266,,-0.248990276207077,-0.3391826850974326,-0.20399347434997114,-0.16650830211715906,-0.11666338846563115,-0.008813661719114874
-0.2780288555599398,,-0.27158536688002116,-0.29743282420673306,-0.20175053591217068,-0.19088745837085463,-0.08593269684753616,0.01617052259337578
-0.25372878690272505,,-0.235586780334035,-0.2859845612041062,-0.17985529779541076,-0.13722473293288995,-0.0865091099139235,0.015192676228322256
-0.18657876140158552,,-0.3634648208087411,-0.3338106444852615,-0.10574870405263678,-0.2847445112702537,-0.10331991998710631,-0.03446484995354156
-0.11628271511942113,,-0.1671130689973786,-0.2529790044180447,-0.12979175445393515,-0.08520037573379026,-0.08654574594162177,0.009483438246031426
-0.014738696724953461,,-0.3874795286988786,-0.3451755593136439,-0.02165144199788841,-0.2963467935389948,-0.05110710302387732,-0.03159001015467605
0.01430709794258279,,-0.48803275397154977,-0.18427360495154285,0.041748370693846924,-0.4461262454089096,0.0294221151443441,-0.09655340000943428
-0.16138706755115123,,-0.5654195130874382,-0.26856128702358717,0.04597025843773146,-0.5535446400006179,0.005095332214678416,-0.11413171842826608
-0.0038956743761183557,,-0.5374190206996972,-0.35220693443304535,0.14206264545123606,-0.5032602444527914,-0.06520572993710869,-0.08086177545065074
-0.0601768453560022,,-0.5355851632391802,-0.2983849208282525,0.03898616654527399,-0.5383991417754546,-0.08823572482852331,-0.10061791754988528
-0.07836931345825578,,-0.4432692057586257,-0.16779107183368452,0.011177181657640076,-0.48001468967657235,-0.05543911997697082,-0.1137259683255417
-0.08323186099648511,,-0.33662121930900946,-0.24975174906200548,-0.028671226748370717,-0.3423818222472719,-0.11361434170884938,-0.07258142605973598
-0.09157149462886335,,-0.27045138583320816,-0.3066212139740116,-0.0647171379474849,-0.24685659204965835,-0.17588181262250374,-0.056976912544675594
-0.021840022318972564,-0.9999999999999999,-0.2758011932263202,-0.1636562409608502,-0.030813509117592654,-0.2892793996180777,-0.09657510287105922,-0.0935603370933934
0.08822273986257555,-0.9999999999999999,-0.2945078641989755,-0.24741210038372038,0.11891574471791728,-0.2871691940795617,-0.13517236617674386,-0.09638398156203774
0.14259737562030714,-0.9999999999999999,-0.3697381483910091,-0.2249784290332902,0.2803396241017519,-0.399137799927709,-0.08855126900973982,-0.051277169410576875
0.15007972466683156,-0.9999999999999999,-0.4651410989580497,-0.21988506599229238,0.3542078416885204,-0.5011515190281063,-0.12811144481019118,-0.08734919860241605
0.14388766941890205,-0.9999999999999999,-0.3661696543528075,-0.12172089070825495,0.24181726814089538,-0.41929246590199004,-0.09076070587142143,-0.07036475635931709
0.1407732850184955,-0.9999999999999999,-0.3079767672716791,-0.1530861001066742,0.20016096680786885,-0.37554568007949735,-0.10947515004404461,-0.0514854028593066
0.20993928055737937,0.9999999999999999,-0.19966921569854426,-0.04668701144551457,0.2590086536117216,-0.2979729892349214,-0.050075033865615626,-0.016517119853167343
