,signal,start,end,total_return,annual_return,max_drawdown,sharpe,final_equity
0,opentdx_basic_multifactor,2024-12-23,2026-04-30,-0.5540244907483073,-0.45000073786514816,-0.6290524482398785,-1.5746133395936932,445975.50925169274
