,factor,ic_mean,ic_ir,rank_ic_mean,rank_ic_ir,ic_win_rate
0,amount_mean_20,-0.05915965726653954,-0.4182539775364259,-0.10807208670939489,-0.6542115452136137,0.27522935779816515
1,price_strength_20,-0.06527897927754397,-0.42903875474437736,-0.08977066203691923,-0.6194003598283668,0.27522935779816515
2,momentum_20,-0.057718659518461723,-0.3758505669050972,-0.0852314461726785,-0.5535080210618261,0.2996941896024465
3,volatility_20,-0.04630995231464178,-0.28597671643787836,-0.09706136259392636,-0.5209924735670021,0.3516819571865443
4,momentum_60,-0.07001437767154636,-0.33287106398711613,-0.10000661857021777,-0.4929003212967785,0.2874617737003058
5,turnover_mean_20,-0.040668680441643935,-0.26153434634950673,-0.07626039262375892,-0.4009978078314157,0.3547400611620795
6,unusual_count,0.005076600886017443,0.07246256982410137,0.00616835682737181,0.07983266706122444,0.4434250764525994
7,capital_flow_strength,0.029238370527127286,0.1573821289457736,0.011485392894580799,0.059077066650916464,0.5688073394495413
