market,code,close,open,high,low,pre_close,server_time,neg_price,vol,cur_vol,amount,in_vol,out_vol,s_amount,open_amount,handicap,unknown,rise_speed,short_turnover,min2_amount,opening_rush,active_flag,decimal,extra_meta,vol_rise_speed,depth,active,turnover,ts_code,market_cap_yi,name,drop_reason
MARKET.SZ,000063,35.64,35.11,35.7,34.66,34.83,15:32:56.622,-35.64,119684200,938000,4217793280.0,57587900,62096400,0,1586.62,"{'bid': [{'price': 35.64, 'vol': 540}], 'ask': [{'price': 35.65, 'vol': 552}]}",0001010000010110,-0.07%,0.08%,33430272.0,-0.05%,0,0,000000000000000000000000000000000000000000000000,0.98%,-36.42%,4739,2.97,000063.SZ,,中兴通讯,价格>= 15.0
MARKET.SZ,000066,20.93,20.98,21.25,20.27,20.3,15:33:05.448,-20.93,282705200,3709200,5860302848.0,139474000,143231300,0,7624.76,"{'bid': [{'price': 20.92, 'vol': 896}], 'ask': [{'price': 20.93, 'vol': 202}]}",0001000101010110,0.05%,0.53%,77636608.0,0.19%,0,0,000000000000000000000000000000000000000000000000,1.76%,-24.10%,4744,8.76,000066.SZ,,中国长城,价格>= 15.0
MARKET.SZ,000070,18.48,17.99,18.5,17.55,17.99,15:33:07.518,-18.48,70755500,675200,1283460480.0,34059100,36696400,0,1125.63,"{'bid': [{'price': 18.47, 'vol': 314}], 'ask': [{'price': 18.48, 'vol': 1745}]}",0000000010010110,0.27%,0.54%,12477568.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.96%,-69.97%,4635,8.26,000070.SZ,,特发信息,价格>= 15.0
MARKET.SZ,000078,1.63,1.63,1.65,1.63,1.72,15:33:17.028,-1.63,46478500,79400,75803208.0,18790900,27687600,0,2595.24,"{'bid': [{'price': 0.0, 'vol': 0}], 'ask': [{'price': 1.63, 'vol': 561668}]}",0000000000010110,0.00%,0.01%,129432.0,0.00%,0,0,000000000000000000000000000000000000000000000000,0.12%,0.00%,1480,1.77,000078.SZ,,ST海王,ST
MARKET.SZ,000099,16.57,16.86,17.07,16.48,16.85,15:33:08.064,-16.57,10380700,176800,172457632.0,5801500,4579200,0,68.28,"{'bid': [{'price': 16.57, 'vol': 400}], 'ask': [{'price': 16.58, 'vol': 84}]}",0000001110010110,-0.11%,0.08%,2929568.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.84%,41.76%,2870,1.34,000099.SZ,,中信海直,价格>= 15.0
MARKET.SZ,000158,15.45,15.42,15.52,15.12,15.42,15:33:08.736,-15.45,24452500,311400,374652992.0,12578900,11873700,0,145.41,"{'bid': [{'price': 15.45, 'vol': 1425}], 'ask': [{'price': 15.46, 'vol': 196}]}",0000110111010110,0.26%,0.08%,4811040.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.74%,-8.18%,3990,1.54,000158.SZ,,常山北明,价格>= 15.0
MARKET.SZ,000333,80.28,81.67,82.0,79.89,81.5,15:32:29.838,-80.28,30984800,340400,2493884672.0,16121900,14862900,0,1082.32,"{'bid': [{'price': 80.28, 'vol': 59}], 'ask': [{'price': 80.29, 'vol': 36}]}",0000000010010110,0.27%,0.01%,27332352.0,0.20%,0,0,000000000000000000000000000000000000000000000000,1.02%,-32.55%,4677,0.45,000333.SZ,,美的集团,价格>= 15.0
MARKET.SZ,000338,34.01,32.8,34.1,32.79,32.28,15:32:57.600,-34.01,100408700,883200,3368399360.0,45947500,54461200,0,1937.56,"{'bid': [{'price': 34.01, 'vol': 126}], 'ask': [{'price': 34.02, 'vol': 2653}]}",0000000110010110,0.03%,0.05%,30040064.0,0.03%,0,0,000000000000000000000000000000000000000000000000,1.09%,-30.93%,4724,2.01,000338.SZ,,潍柴动力,价格>= 15.0
MARKET.SZ,000400,25.92,25.85,26.13,25.73,25.93,15:33:03.054,-25.92,16073200,251100,417621056.0,7878600,8194700,0,462.2,"{'bid': [{'price': 25.92, 'vol': 2021}], 'ask': [{'price': 25.93, 'vol': 987}]}",0001001110010110,0.08%,0.10%,6508448.0,-0.18%,0,0,000000000000000000000000000000000000000000000000,1.91%,47.11%,3874,1.59,000400.SZ,,许继电气,价格>= 15.0
MARKET.SZ,000408,80.96,79.15,81.39,78.02,78.19,15:32:29.430,-80.96,12426300,92900,991876352.0,5518800,6907500,0,344.3,"{'bid': [{'price': 80.96, 'vol': 2}], 'ask': [{'price': 81.0, 'vol': 12}]}",0000001110010110,-0.17%,0.03%,7521216.0,0.20%,0,0,000000000000000000000000000000000000000000000000,0.71%,-33.97%,4444,0.79,000408.SZ,,藏格矿业,价格>= 15.0
MARKET.SZ,000423,49.52,49.68,49.8,48.95,49.65,15:32:48.294,-49.52,5139700,112200,253394320.0,2411800,2727900,0,151.03,"{'bid': [{'price': 49.52, 'vol': 555}], 'ask': [{'price': 49.53, 'vol': 24}]}",0000011111010110,0.16%,0.06%,5556192.0,0.04%,0,0,000000000000000000000000000000000000000000000000,2.30%,73.94%,3620,0.8,000423.SZ,,东阿阿胶,价格>= 15.0
MARKET.SZ,000426,41.47,40.02,42.06,39.24,39.86,15:32:53.124,-41.47,57907100,441700,2366779136.0,26128500,31778700,0,1914.16,"{'bid': [{'price': 41.46, 'vol': 109}], 'ask': [{'price': 41.47, 'vol': 105}]}",0000111101010110,0.02%,0.08%,18316800.0,0.05%,0,0,000000000000000000000000000000000000000000000000,0.85%,-61.62%,4691,3.26,000426.SZ,,兴业银锡,价格>= 15.0
MARKET.SZ,000488,2.29,2.3,2.31,2.27,2.31,15:33:16.632,-2.29,13869900,355900,31753918.0,9262400,4607600,0,14.5,"{'bid': [{'price': 2.29, 'vol': 664}], 'ask': [{'price': 2.3, 'vol': 5204}]}",0000111000010110,0.00%,0.04%,815008.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.92%,21.01%,934,0.82,000488.SZ,,ST晨鸣,ST
MARKET.SZ,000504,9.49,9.25,9.5,9.06,9.25,15:33:12.312,-9.49,5487900,87500,51288244.0,2197300,3290600,0,60.59,"{'bid': [{'price': 9.48, 'vol': 39}], 'ask': [{'price': 9.49, 'vol': 475}]}",0000000001010110,0.21%,0.05%,830380.0,1.54%,0,0,000000000000000000000000000000000000000000000000,0.89%,-65.93%,837,1.67,000504.SZ,,*ST生物,ST
MARKET.SZ,000513,30.8,31.01,31.12,30.66,31.01,15:32:59.526,-30.8,4058200,35300,125102624.0,2248200,1810000,0,33.18,"{'bid': [{'price': 30.8, 'vol': 248}], 'ask': [{'price': 30.81, 'vol': 10}]}",0000100101010110,-0.02%,0.03%,1087152.0,-0.02%,0,0,000000000000000000000000000000000000000000000000,1.17%,61.10%,2557,0.71,000513.SZ,,丽珠集团,价格>= 15.0
MARKET.SZ,000519,17.91,16.95,18.0,16.9,16.82,15:33:07.260,-17.91,51403000,362300,907398144.0,19205900,32197100,0,142.04,"{'bid': [{'price': 17.9, 'vol': 1869}], 'ask': [{'price': 17.91, 'vol': 2546}]}",0000000101010110,0.11%,0.13%,6488448.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.01%,-31.47%,4425,3.69,000519.SZ,,中兵红箭,价格>= 15.0
MARKET.SZ,000526,31.4,31.4,31.62,30.83,31.4,15:32:59.166,-31.4,1454500,15200,45475736.0,769300,685200,0,8.16,"{'bid': [{'price': 31.39, 'vol': 1}], 'ask': [{'price': 31.4, 'vol': 17}]}",0000000000010110,-0.02%,0.05%,477300.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.17%,70.18%,1501,1.22,000526.SZ,,学大教育,价格>= 15.0
MARKET.SZ,000534,35.91,36.0,36.75,34.9,35.76,15:32:56.460,-35.91,16672300,93400,594872640.0,7908600,8763700,0,118.44,"{'bid': [{'price': 35.91, 'vol': 512}], 'ask': [{'price': 35.92, 'vol': 7}]}",0000101000010110,-0.13%,0.08%,3356928.0,0.36%,0,0,000000000000000000000000000000000000000000000000,0.83%,92.12%,4118,3.33,000534.SZ,,万泽股份,价格>= 15.0
MARKET.SZ,000538,49.8,50.16,50.25,49.8,50.13,15:32:48.126,-49.8,6307300,79500,314679712.0,3760100,2547200,0,138.44,"{'bid': [{'price': 49.8, 'vol': 493}], 'ask': [{'price': 49.81, 'vol': 85}]}",0000101000010110,-0.01%,0.03%,3960224.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.49%,67.81%,3632,0.36,000538.SZ,,云南白药,价格>= 15.0
MARKET.SZ,000547,23.7,23.5,23.8,22.95,23.41,15:33:03.786,-23.7,73557500,1163700,1721976704.0,34665200,38892400,0,1309.42,"{'bid': [{'price': 23.7, 'vol': 4168}], 'ask': [{'price': 23.71, 'vol': 1853}]}",0000110011010110,0.00%,0.26%,27578368.0,0.43%,0,0,000000000000000000000000000000000000000000000000,2.19%,38.02%,4716,4.63,000547.SZ,,航天发展,价格>= 15.0
MARKET.SZ,000550,17.56,17.68,17.81,17.45,17.7,15:33:07.470,-17.56,3301200,41900,58035444.0,1709300,1591900,0,24.93,"{'bid': [{'price': 17.56, 'vol': 15}], 'ask': [{'price': 17.59, 'vol': 42}]}",0000000000010110,-0.16%,0.06%,735764.0,0.28%,0,0,000000000000000000000000000000000000000000000000,1.33%,63.86%,2415,0.64,000550.SZ,,江铃汽车,价格>= 15.0
MARKET.SZ,000551,17.34,17.03,17.36,16.44,17.34,15:33:07.602,-17.34,30068700,561600,509808960.0,14061200,16007500,0,283.89,"{'bid': [{'price': 17.33, 'vol': 927}], 'ask': [{'price': 17.34, 'vol': 1421}]}",0000011001010110,1.11%,0.90%,9738112.0,0.18%,0,0,000000000000000000000000000000000000000000000000,4.87%,-9.57%,4103,6.21,000551.SZ,,创元科技,价格>= 15.0
MARKET.SZ,000559,17.91,17.8,18.2,17.36,18.09,15:33:07.260,-17.91,120255300,2220600,2149008128.0,61906700,58348600,0,1537.74,"{'bid': [{'price': 17.9, 'vol': 4856}], 'ask': [{'price': 17.91, 'vol': 266}]}",0000000001010110,0.00%,0.42%,39771136.0,-1.54%,0,0,000000000000000000000000000000000000000000000000,2.04%,24.95%,4726,3.63,000559.SZ,,万向钱潮,价格>= 15.0
MARKET.SZ,000568,90.02,91.41,91.97,89.69,91.42,15:32:23.994,-90.02,7819800,87900,704539776.0,4750100,3069800,0,595.08,"{'bid': [{'price': 90.02, 'vol': 1}], 'ask': [{'price': 90.03, 'vol': 3}]}",0001000110010110,0.03%,0.02%,7906048.0,0.03%,0,0,000000000000000000000000000000000000000000000000,1.07%,55.95%,4129,0.53,000568.SZ,,泸州老窖,价格>= 15.0
MARKET.SZ,000581,19.7,19.93,19.98,19.56,19.86,15:33:06.186,-19.7,12149400,170500,239568720.0,7016100,5133400,0,110.01,"{'bid': [{'price': 19.7, 'vol': 864}], 'ask': [{'price': 19.71, 'vol': 64}]}",0000111010010110,-0.19%,0.09%,3358800.0,0.15%,0,0,000000000000000000000000000000000000000000000000,1.58%,77.81%,3124,1.53,000581.SZ,,威孚高科,价格>= 15.0
MARKET.SZ,000586,17.62,17.66,17.73,16.91,17.98,15:33:07.434,-17.62,18283900,391700,319362336.0,9358900,8925000,0,267.73,"{'bid': [{'price': 17.62, 'vol': 751}], 'ask': [{'price': 17.63, 'vol': 149}]}",0000000000010110,-0.05%,0.57%,6901856.0,2.26%,0,0,000000000000000000000000000000000000000000000000,1.94%,78.28%,3784,9.56,000586.SZ,,汇源通信,价格>= 15.0
MARKET.SZ,000593,23.21,23.28,23.65,22.88,23.45,15:33:04.080,-23.21,20965000,215700,486476448.0,11891400,9073700,0,329.18,"{'bid': [{'price': 23.21, 'vol': 478}], 'ask': [{'price': 23.22, 'vol': 178}]}",0001010101010110,0.22%,0.29%,5006432.0,-0.08%,0,0,000000000000000000000000000000000000000000000000,1.55%,21.79%,4015,5.85,000593.SZ,,德龙汇能,价格>= 15.0
MARKET.SZ,000595,7.93,7.65,7.93,7.51,7.55,15:33:13.248,-7.93,24081900,19200,188407280.0,9326000,14755900,0,107.02,"{'bid': [{'price': 7.93, 'vol': 8309}], 'ask': [{'price': 0.0, 'vol': 0}]}",0000101100010110,0.00%,0.00%,152224.0,1.19%,0,0,000000000000000000000000000000000000000000000000,0.05%,0.00%,2020,2.11,000595.SZ,,*ST宝实,ST
MARKET.SZ,000596,92.25,95.0,95.09,91.8,94.99,15:32:22.656,-92.25,3620900,24600,335236352.0,1790600,1830400,0,67.45,"{'bid': [{'price': 92.25, 'vol': 12}], 'ask': [{'price': 92.28, 'vol': 1}]}",0001100010010110,0.01%,0.04%,2269280.0,0.00%,0,0,000000000000000000000000000000000000000000000000,0.70%,15.69%,3163,0.89,000596.SZ,,古井贡酒,价格>= 15.0
MARKET.SZ,000603,33.05,32.53,33.49,31.91,32.4,15:32:58.176,-33.05,13826500,297800,453616928.0,6117800,7708700,0,136.95,"{'bid': [{'price': 33.05, 'vol': 414}], 'ask': [{'price': 33.1, 'vol': 37}]}",0000100100010110,-0.17%,0.12%,9842880.0,0.37%,0,0,000000000000000000000000000000000000000000000000,1.63%,68.04%,4097,2.07,000603.SZ,,盛达资源,价格>= 15.0
MARKET.SZ,000609,14.08,14.35,14.43,14.08,14.82,15:33:09.558,-14.08,10263900,32900,144846432.0,2536000,7728000,0,671.44,"{'bid': [{'price': 0.0, 'vol': 0}], 'ask': [{'price': 14.08, 'vol': 22375}]}",0001000000010110,0.00%,0.02%,463232.0,0.07%,0,0,000000000000000000000000000000000000000000000000,0.22%,0.00%,1125,3.53,000609.SZ,,*ST中迪,ST
MARKET.SZ,000610,7.65,7.51,7.72,7.43,7.5,15:33:13.416,-7.65,4964200,41900,37552968.0,2448900,2515300,0,17.2,"{'bid': [{'price': 7.64, 'vol': 12}], 'ask': [{'price': 7.65, 'vol': 612}]}",0000000000010110,0.26%,0.06%,320552.0,1.21%,0,0,000000000000000000000000000000000000000000000000,0.95%,-20.38%,755,2.11,000610.SZ,,*ST西旅,ST
MARKET.SZ,000615,3.56,3.48,3.58,3.47,3.47,15:33:16.470,-3.56,10797200,98100,38191528.0,4678900,6118400,0,8.14,"{'bid': [{'price': 3.55, 'vol': 3382}], 'ask': [{'price': 3.56, 'vol': 461}]}",0001010000010110,-0.27%,0.09%,349240.0,0.00%,0,0,000000000000000000000000000000000000000000000000,3.19%,-38.78%,721,1.17,000615.SZ,,*ST美谷,ST
MARKET.SZ,000623,17.42,17.63,17.71,17.33,17.52,15:33:08.154,-17.42,11870100,137400,206999008.0,5986300,5883900,0,72.11,"{'bid': [{'price': 17.42, 'vol': 235}], 'ask': [{'price': 17.43, 'vol': 38}]}",0001010011010110,0.11%,0.03%,2393920.0,0.23%,0,0,000000000000000000000000000000000000000000000000,1.09%,27.94%,3083,1.0,000623.SZ,,吉林敖东,价格>= 15.0
MARKET.SZ,000628,59.38,59.55,59.97,58.06,58.06,15:32:42.378,-59.38,10047700,95600,593411648.0,4663300,5384400,0,295.37,"{'bid': [{'price': 59.38, 'vol': 61}], 'ask': [{'price': 59.39, 'vol': 10}]}",0000000101010110,-0.16%,0.12%,5676608.0,0.93%,0,0,000000000000000000000000000000000000000000000000,0.95%,-9.09%,3673,5.23,000628.SZ,,高新发展,价格>= 15.0
MARKET.SZ,000632,3.9,3.82,4.04,3.82,3.92,15:33:15.666,-3.9,15250700,214000,59922568.0,6789400,8461300,0,80.56,"{'bid': [{'price': 3.9, 'vol': 77}], 'ask': [{'price': 3.91, 'vol': 788}]}",0000000000010110,-0.25%,0.10%,834612.0,0.53%,0,0,000000000000000000000000000000000000000000000000,1.10%,-78.36%,1235,3.28,000632.SZ,,ST三木,ST
MARKET.SZ,000636,37.62,36.89,37.62,36.21,34.2,15:32:55.434,-37.62,31371600,93100,1172661632.0,19979300,11392400,0,8018.92,"{'bid': [{'price': 37.62, 'vol': 78914}], 'ask': [{'price': 0.0, 'vol': 0}]}",0001010101010110,0.00%,0.02%,3502848.0,2.47%,0,0,000000000000000000000000000000000000000000000000,0.21%,0.00%,3108,2.71,000636.SZ,,风华高科,价格>= 15.0
MARKET.SZ,000638,0.0,0.0,0.0,0.0,0.89,15:00:01.806,0.0,0,0,0.0,0,0,0,0.0,"{'bid': [{'price': 0.0, 'vol': 0}], 'ask': [{'price': 0.0, 'vol': 0}]}",1000000000100000,0.00%,0.00%,0.0,0.00%,0,0,000000000000000000000000000000000000000000000000,0.00%,0.00%,0,,000638.SZ,,*ST万方,无有效价格
MARKET.SZ,000639,1.58,1.55,1.62,1.5,1.55,15:33:17.058,-1.58,44692000,363800,70053848.0,20323900,24368200,0,86.66,"{'bid': [{'price': 1.58, 'vol': 11622}], 'ask': [{'price': 1.59, 'vol': 704}]}",0001011000010110,0.00%,0.10%,574784.0,0.65%,0,0,000000000000000000000000000000000000000000000000,0.89%,-43.29%,1484,4.14,000639.SZ,,ST西王,ST
MARKET.SZ,000651,38.74,38.9,38.99,38.42,38.86,15:32:54.762,-38.74,38669900,310800,1495945856.0,19165500,19504500,0,333.38,"{'bid': [{'price': 38.74, 'vol': 16}], 'ask': [{'price': 38.75, 'vol': 94}]}",0000111000010110,0.03%,0.02%,12040704.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.07%,85.07%,4638,0.7,000651.SZ,,格力电器,价格>= 15.0
MARKET.SZ,000656,1.47,1.45,1.47,1.44,1.45,15:33:17.124,-1.47,91975100,1911200,133976648.0,54532900,37442300,0,218.85,"{'bid': [{'price': 1.46, 'vol': 26836}], 'ask': [{'price': 1.47, 'vol': 113307}]}",0001000000010110,0.68%,0.05%,2809448.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.42%,-50.11%,1526,1.21,000656.SZ,,*ST金科,ST
MARKET.SZ,000657,62.38,57.24,62.38,57.2,56.71,15:32:40.578,-62.38,91808000,271900,5545022976.0,39042800,52765200,0,3189.41,"{'bid': [{'price': 62.38, 'vol': 39972}], 'ask': [{'price': 0.0, 'vol': 0}]}",0000100110010110,0.00%,0.04%,16960512.0,-1.13%,0,0,000000000000000000000000000000000000000000000000,0.19%,0.00%,4605,6.32,000657.SZ,,中钨高新,价格>= 15.0
MARKET.SZ,000661,79.0,80.89,80.99,78.78,80.6,15:32:30.606,-79.0,4717600,76700,373725824.0,2517000,2200600,0,67.95,"{'bid': [{'price': 78.99, 'vol': 16}], 'ask': [{'price': 79.0, 'vol': 58}]}",0000000110010110,0.05%,0.06%,6059168.0,-0.01%,0,0,000000000000000000000000000000000000000000000000,1.66%,38.42%,3653,1.18,000661.SZ,,长春高新,价格>= 15.0
MARKET.SZ,000668,17.9,17.77,17.92,17.2,17.4,15:33:07.266,-17.9,1610000,61000,28290454.0,690300,919700,0,4.8,"{'bid': [{'price': 17.9, 'vol': 903}], 'ask': [{'price': 17.92, 'vol': 3}]}",0000010100010110,0.96%,0.25%,1091902.0,-0.05%,0,0,000000000000000000000000000000000000000000000000,7.47%,30.53%,503,1.1,000668.SZ,,*ST荣控,价格>= 15.0
MARKET.SZ,000669,4.17,4.26,4.36,4.17,4.39,15:33:15.504,-4.17,23356300,158500,98656552.0,15720100,7636300,0,1273.19,"{'bid': [{'price': 4.17, 'vol': 3329}], 'ask': [{'price': 4.18, 'vol': 1638}]}",0001000100010110,-0.23%,0.06%,660936.0,1.91%,0,0,000000000000000000000000000000000000000000000000,0.67%,0.18%,1816,3.43,000669.SZ,,ST金鸿,ST
MARKET.SZ,000672,18.64,18.05,18.98,18.05,18.09,15:33:06.822,-18.64,34675900,287300,643935232.0,15216000,19460000,0,473.45,"{'bid': [{'price': 18.64, 'vol': 251}], 'ask': [{'price': 18.65, 'vol': 471}]}",0001010101010110,0.05%,0.19%,5354496.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.05%,-2.08%,4160,3.58,000672.SZ,,上峰水泥,价格>= 15.0
MARKET.SZ,000677,2.15,2.15,2.15,2.15,2.26,15:33:16.716,-2.15,3194700,90900,6868605.0,449400,2745300,0,173.66,"{'bid': [{'price': 0.0, 'vol': 0}], 'ask': [{'price': 2.15, 'vol': 285039}]}",0000000000010110,0.00%,0.02%,195435.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.98%,0.00%,508,0.37,000677.SZ,,ST海龙,ST
MARKET.SZ,000681,20.59,20.66,20.8,20.27,20.57,15:33:05.652,-20.59,24250800,177000,497332448.0,11979400,12271500,0,240.69,"{'bid': [{'price': 20.58, 'vol': 963}], 'ask': [{'price': 20.59, 'vol': 143}]}",0001000011010110,0.05%,0.12%,3644608.0,0.29%,0,0,000000000000000000000000000000000000000000000000,1.14%,26.34%,4284,3.59,000681.SZ,,视觉中国,价格>= 15.0
MARKET.SZ,000688,43.5,43.0,44.39,41.5,43.65,15:32:51.906,-43.5,28422700,457500,1221509248.0,14034600,14388100,0,414.95,"{'bid': [{'price': 43.44, 'vol': 6}], 'ask': [{'price': 43.5, 'vol': 46}]}",0000100111010110,-0.40%,0.21%,19904256.0,0.00%,0,0,000000000000000000000000000000000000000000000000,1.41%,-11.76%,4575,2.4,000688.SZ,,国城矿业,价格>= 15.0
MARKET.SZ,000691,8.52,8.31,8.55,8.2,8.25,15:33:12.894,-8.52,6135900,152200,51794628.0,2544100,3591800,0,5.48,"{'bid': [{'price': 8.51, 'vol': 111}], 'ask': [{'price': 8.52, 'vol': 171}]}",0000000001010110,0.24%,0.09%,1296740.0,0.00%,0,0,000000000000000000000000000000000000000000000000,2.08%,-21.10%,938,1.9,000691.SZ,,*ST亚太,ST
MARKET.SZ,000695,16.12,15.21,16.8,15.21,15.37,15:33:08.334,-16.12,43096500,262500,697191232.0,19264400,23832100,0,383.9,"{'bid': [{'price': 16.12, 'vol': 324}], 'ask': [{'price': 16.13, 'vol': 138}]}",0000000001010110,0.00%,0.38%,4231808.0,-0.51%,0,0,000000000000000000000000000000000000000000000000,0.71%,47.45%,4117,19.43,000695.SZ,,滨海能源,价格>= 15.0
MARKET.SZ,000698,3.61,3.58,3.63,3.56,3.58,15:33:15.840,-3.61,4695300,12600,16892674.0,2550000,2145300,0,20.48,"{'bid': [{'price': 3.6, 'vol': 1223}], 'ask': [{'price': 3.61, 'vol': 399}]}",0000011011010110,0.00%,0.01%,45486.0,0.00%,0,0,000000000000000000000000000000000000000000000000,0.24%,-21.03%,423,0.6,000698.SZ,,ST沈化,ST
