level_idx,level_px,qty,avg_cost,unrealized_pnl
-30,0.962000,0,0.000000,0.000000
-29,0.963000,0,0.000000,0.000000
-28,0.964000,0,0.000000,0.000000
-27,0.965000,0,0.000000,0.000000
-26,0.966000,0,0.000000,0.000000
-25,0.967000,0,0.000000,0.000000
-24,0.968000,0,0.000000,0.000000
-23,0.969000,0,0.000000,0.000000
-22,0.970000,0,0.000000,0.000000
-21,0.971000,0,0.000000,0.000000
-20,0.972000,0,0.000000,0.000000
-19,0.973000,0,0.000000,0.000000
-18,0.974000,0,0.000000,0.000000
-17,0.975000,0,0.000000,0.000000
-16,0.976000,0,0.000000,0.000000
-15,0.977000,0,0.000000,0.000000
-14,0.978000,0,0.000000,0.000000
-13,0.979000,0,0.000000,0.000000
-12,0.980000,0,0.000000,0.000000
-11,0.981000,0,0.000000,0.000000
-10,0.982000,0,0.000000,0.000000
-9,0.983000,100,0.983000,0.000000
-8,0.984000,100,0.984000,-0.000000
-7,0.985000,100,0.985000,0.000000
-6,0.986000,0,0.000000,0.000000
-5,0.987000,0,0.000000,0.000000
-4,0.988000,0,0.000000,0.000000
-3,0.989000,100,0.989000,-0.000000
-2,0.990000,100,0.990000,0.000000
-1,0.991000,100,0.991000,0.000000
0,0.992000,0,0.000000,0.000000
1,0.993000,100,0.993000,0.000000
2,0.994000,0,0.000000,0.000000
3,0.995000,100,0.995000,0.000000
4,0.996000,100,0.996000,0.000000
5,0.997000,100,0.997000,0.000000
6,0.998000,0,0.000000,0.000000
7,0.999000,100,0.999000,-0.000000
8,1.000000,0,0.000000,0.000000
9,1.001000,0,0.000000,0.000000
10,1.002000,0,0.000000,0.000000
