,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1108301.736450558
Total Return [%],10.830173645055801
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000142
Total Fees Paid,0.0
Max Drawdown [%],17.51677868183449
Max Drawdown Duration,112 days 00:00:00
Total Trades,46218
Total Closed Trades,45958
Total Open Trades,260
Open Trade PnL,-6392.217656096558
Win Rate [%],65.09204055877105
Best Trade [%],187.2431634516947
Worst Trade [%],-28.05556265445517
Avg Winning Trade [%],5.557336255413362
Avg Losing Trade [%],-3.2242072609912276
Avg Winning Trade Duration,4 days 23:57:32.702657529
Avg Losing Trade Duration,4 days 23:51:58.784810126
Profit Factor,1.0928360532396142
Expectancy,2.0821859852175457
Sharpe Ratio,0.5686180704293786
Calmar Ratio,0.6291572821809612
Omega Ratio,1.0912218749353528
Sortino Ratio,0.7298401293970729
