,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1468842.2236542874
Total Return [%],46.88422236542873
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000126
Total Fees Paid,0.0
Max Drawdown [%],17.028464517102226
Max Drawdown Duration,100 days 00:00:00
Total Trades,40223
Total Closed Trades,39963
Total Open Trades,260
Open Trade PnL,-31736.561668430793
Win Rate [%],60.65610689888147
Best Trade [%],103.94238976895282
Worst Trade [%],-30.841657997613165
Avg Winning Trade [%],5.338714710401107
Avg Losing Trade [%],-4.138903452122082
Avg Winning Trade Duration,14 days 02:26:04.752475247
Avg Losing Trade Duration,16 days 20:04:42.244427363
Profit Factor,1.8962402718017664
Expectancy,12.426686452727855
Sharpe Ratio,1.791564236512877
Calmar Ratio,2.8088911751610053
Omega Ratio,1.3094506314984073
Sortino Ratio,2.364640756709158
