,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1490789.0928480802
Total Return [%],49.07890928480802
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000276
Total Fees Paid,0.0
Max Drawdown [%],14.241176175379335
Max Drawdown Duration,59 days 00:00:00
Total Trades,44475
Total Closed Trades,44215
Total Open Trades,260
Open Trade PnL,-23431.759094899164
Win Rate [%],62.11919032002714
Best Trade [%],115.54496724240622
Worst Trade [%],-33.595903971530554
Avg Winning Trade [%],4.12534073575209
Avg Losing Trade [%],-3.2573127586122186
Avg Winning Trade Duration,6 days 18:08:37.468870603
Avg Losing Trade Duration,8 days 12:32:05.413862106
Profit Factor,1.554248336140083
Expectancy,11.30172610811437
Sharpe Ratio,1.978172946380707
Calmar Ratio,3.5163622334224915
Omega Ratio,1.3483432303667238
Sortino Ratio,2.6371787849415784
