,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1021210.6955136028
Total Return [%],2.1210695513602813
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000198
Total Fees Paid,0.0
Max Drawdown [%],19.06840948063449
Max Drawdown Duration,169 days 00:00:00
Total Trades,45975
Total Closed Trades,45715
Total Open Trades,260
Open Trade PnL,-14018.445294229281
Win Rate [%],60.38718145028984
Best Trade [%],199.37455727710915
Worst Trade [%],-27.069469170058102
Avg Winning Trade [%],5.056471489961104
Avg Losing Trade [%],-3.536801912619661
Avg Winning Trade Duration,4 days 10:36:44.911975657
Avg Losing Trade Duration,5 days 07:41:02.924120913
Profit Factor,1.0249234073655777
Expectancy,0.2885610731276742
Sharpe Ratio,0.21157532411855243
Calmar Ratio,0.1131137231567001
Omega Ratio,1.031280306105641
Sortino Ratio,0.26765817182550056
