,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,950626.211199539
Total Return [%],-4.937378880046097
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000229
Total Fees Paid,0.0
Max Drawdown [%],23.743929312705838
Max Drawdown Duration,270 days 00:00:00
Total Trades,44459
Total Closed Trades,44199
Total Open Trades,260
Open Trade PnL,-11739.444100096183
Win Rate [%],56.79087762166565
Best Trade [%],75.30151280884765
Worst Trade [%],-35.46783780566557
Avg Winning Trade [%],4.007061263452924
Avg Losing Trade [%],-3.7026445877703367
Avg Winning Trade Duration,4 days 00:12:44.144854786
Avg Losing Trade Duration,5 days 20:57:06.897356968
Profit Factor,0.9688064460907484
Expectancy,-1.2223435912980634
Sharpe Ratio,-0.07706525479166294
Calmar Ratio,-0.21132947864214519
Omega Ratio,0.9882618154080045
Sortino Ratio,-0.09755894551936227
