level_idx,level_px,qty,avg_cost,unrealized_pnl
-100,0.841000,0,0.000000,0.000000
-99,0.842000,0,0.000000,0.000000
-98,0.843000,0,0.000000,0.000000
-97,0.844000,0,0.000000,0.000000
-96,0.845000,0,0.000000,0.000000
-95,0.846000,0,0.000000,0.000000
-94,0.847000,0,0.000000,0.000000
-93,0.848000,0,0.000000,0.000000
-92,0.849000,0,0.000000,0.000000
-91,0.850000,0,0.000000,0.000000
-90,0.851000,0,0.000000,0.000000
-89,0.852000,0,0.000000,0.000000
-88,0.853000,0,0.000000,0.000000
-87,0.854000,0,0.000000,0.000000
-86,0.855000,0,0.000000,0.000000
-85,0.856000,0,0.000000,0.000000
-84,0.857000,0,0.000000,0.000000
-83,0.858000,0,0.000000,0.000000
-82,0.859000,0,0.000000,0.000000
-81,0.860000,0,0.000000,0.000000
-80,0.861000,0,0.000000,0.000000
-79,0.862000,0,0.000000,0.000000
-78,0.863000,0,0.000000,0.000000
-77,0.864000,0,0.000000,0.000000
-76,0.865000,0,0.000000,0.000000
-75,0.866000,0,0.000000,0.000000
-74,0.867000,0,0.000000,0.000000
-73,0.868000,0,0.000000,0.000000
-72,0.869000,0,0.000000,0.000000
-71,0.870000,0,0.000000,0.000000
-70,0.871000,0,0.000000,0.000000
-69,0.872000,0,0.000000,0.000000
-68,0.873000,0,0.000000,0.000000
-67,0.874000,0,0.000000,0.000000
-66,0.875000,0,0.000000,0.000000
-65,0.876000,0,0.000000,0.000000
-64,0.877000,0,0.000000,0.000000
-63,0.878000,0,0.000000,0.000000
-62,0.879000,0,0.000000,0.000000
-61,0.880000,0,0.000000,0.000000
-60,0.881000,0,0.000000,0.000000
-59,0.882000,0,0.000000,0.000000
-58,0.883000,0,0.000000,0.000000
-57,0.884000,0,0.000000,0.000000
-56,0.885000,0,0.000000,0.000000
-55,0.886000,0,0.000000,0.000000
-54,0.887000,0,0.000000,0.000000
-53,0.888000,0,0.000000,0.000000
-52,0.889000,0,0.000000,0.000000
-51,0.890000,0,0.000000,0.000000
-50,0.891000,0,0.000000,0.000000
-49,0.892000,0,0.000000,0.000000
-48,0.893000,0,0.000000,0.000000
-47,0.894000,0,0.000000,0.000000
-46,0.895000,0,0.000000,0.000000
-45,0.896000,0,0.000000,0.000000
-44,0.897000,0,0.000000,0.000000
-43,0.898000,0,0.000000,0.000000
-42,0.899000,0,0.000000,0.000000
-41,0.900000,0,0.000000,0.000000
-40,0.901000,0,0.000000,0.000000
-39,0.902000,0,0.000000,0.000000
-38,0.903000,0,0.000000,0.000000
-37,0.904000,0,0.000000,0.000000
-36,0.905000,0,0.000000,0.000000
-35,0.906000,0,0.000000,0.000000
-34,0.907000,0,0.000000,0.000000
-33,0.908000,0,0.000000,0.000000
-32,0.909000,0,0.000000,0.000000
-31,0.910000,0,0.000000,0.000000
-30,0.911000,0,0.000000,0.000000
-29,0.912000,0,0.000000,0.000000
-28,0.913000,0,0.000000,0.000000
-27,0.914000,0,0.000000,0.000000
-26,0.915000,0,0.000000,0.000000
-25,0.916000,0,0.000000,0.000000
-24,0.917000,0,0.000000,0.000000
-23,0.918000,0,0.000000,0.000000
-22,0.919000,0,0.000000,0.000000
-21,0.920000,0,0.000000,0.000000
-20,0.921000,0,0.000000,0.000000
-19,0.922000,0,0.000000,0.000000
-18,0.923000,0,0.000000,0.000000
-17,0.924000,0,0.000000,0.000000
-16,0.925000,0,0.000000,0.000000
-15,0.926000,0,0.000000,0.000000
-14,0.927000,0,0.000000,0.000000
-13,0.928000,0,0.000000,0.000000
-12,0.929000,0,0.000000,0.000000
-11,0.930000,0,0.000000,0.000000
-10,0.931000,0,0.000000,0.000000
-9,0.932000,0,0.000000,0.000000
-8,0.933000,0,0.000000,0.000000
-7,0.934000,0,0.000000,0.000000
-6,0.935000,0,0.000000,0.000000
-5,0.936000,0,0.000000,0.000000
-4,0.937000,0,0.000000,0.000000
-3,0.938000,0,0.000000,0.000000
-2,0.939000,0,0.000000,0.000000
-1,0.940000,0,0.000000,0.000000
0,0.941000,0,0.000000,0.000000
1,0.942000,0,0.000000,0.000000
2,0.943000,0,0.000000,0.000000
3,0.944000,0,0.000000,0.000000
4,0.945000,0,0.000000,0.000000
5,0.946000,0,0.000000,0.000000
6,0.947000,0,0.000000,0.000000
7,0.948000,100,0.948000,0.000000
8,0.949000,300,0.949000,0.000000
9,0.950000,200,0.950000,0.000000
10,0.951000,0,0.000000,0.000000
11,0.952000,0,0.000000,0.000000
12,0.953000,0,0.000000,0.000000
13,0.954000,0,0.000000,0.000000
14,0.955000,0,0.000000,0.000000
15,0.956000,0,0.000000,0.000000
16,0.957000,0,0.000000,0.000000
17,0.958000,0,0.000000,0.000000
18,0.959000,0,0.000000,0.000000
19,0.960000,0,0.000000,0.000000
20,0.961000,0,0.000000,0.000000
21,0.962000,0,0.000000,0.000000
22,0.963000,0,0.000000,0.000000
23,0.964000,0,0.000000,0.000000
24,0.965000,0,0.000000,0.000000
25,0.966000,0,0.000000,0.000000
26,0.967000,0,0.000000,0.000000
27,0.968000,0,0.000000,0.000000
28,0.969000,0,0.000000,0.000000
29,0.970000,0,0.000000,0.000000
30,0.971000,0,0.000000,0.000000
31,0.972000,0,0.000000,0.000000
32,0.973000,0,0.000000,0.000000
33,0.974000,0,0.000000,0.000000
34,0.975000,0,0.000000,0.000000
35,0.976000,0,0.000000,0.000000
36,0.977000,0,0.000000,0.000000
37,0.978000,0,0.000000,0.000000
38,0.979000,0,0.000000,0.000000
39,0.980000,0,0.000000,0.000000
40,0.981000,0,0.000000,0.000000
41,0.982000,0,0.000000,0.000000
42,0.983000,0,0.000000,0.000000
43,0.984000,0,0.000000,0.000000
44,0.985000,0,0.000000,0.000000
45,0.986000,0,0.000000,0.000000
46,0.987000,0,0.000000,0.000000
47,0.988000,0,0.000000,0.000000
48,0.989000,0,0.000000,0.000000
49,0.990000,0,0.000000,0.000000
50,0.991000,0,0.000000,0.000000
