,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1479583.7158655955
Total Return [%],47.95837158655956
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000118
Total Fees Paid,0.0
Max Drawdown [%],11.62745197855945
Max Drawdown Duration,46 days 00:00:00
Total Trades,39956
Total Closed Trades,39696
Total Open Trades,260
Open Trade PnL,-5448.261581989994
Win Rate [%],65.18037081821846
Best Trade [%],166.66348143904708
Worst Trade [%],-29.89430915204044
Avg Winning Trade [%],6.026547492888602
Avg Losing Trade [%],-3.142241607238731
Avg Winning Trade Duration,6 days 20:32:21.222849192
Avg Losing Trade Duration,7 days 10:27:19.603960396
Profit Factor,1.5548358322852376
Expectancy,11.916634387248077
Sharpe Ratio,1.9310149399841838
Calmar Ratio,4.20817153734567
Omega Ratio,1.356295286862307
Sortino Ratio,2.62134468219736
