level_idx,level_px,qty,avg_cost,unrealized_pnl
-30,0.872000,0,0.000000,0.000000
-29,0.873000,0,0.000000,0.000000
-28,0.874000,0,0.000000,0.000000
-27,0.875000,0,0.000000,0.000000
-26,0.876000,0,0.000000,0.000000
-25,0.877000,0,0.000000,0.000000
-24,0.878000,0,0.000000,0.000000
-23,0.879000,0,0.000000,0.000000
-22,0.880000,0,0.000000,0.000000
-21,0.881000,0,0.000000,0.000000
-20,0.882000,0,0.000000,0.000000
-19,0.883000,0,0.000000,0.000000
-18,0.884000,0,0.000000,0.000000
-17,0.885000,0,0.000000,0.000000
-16,0.886000,0,0.000000,0.000000
-15,0.887000,0,0.000000,0.000000
-14,0.888000,0,0.000000,0.000000
-13,0.889000,0,0.000000,0.000000
-12,0.890000,0,0.000000,0.000000
-11,0.891000,0,0.000000,0.000000
-10,0.892000,0,0.000000,0.000000
-9,0.893000,0,0.000000,0.000000
-8,0.894000,100,0.894000,0.000000
-7,0.895000,100,0.895000,0.000000
-6,0.896000,0,0.000000,0.000000
-5,0.897000,0,0.000000,0.000000
-4,0.898000,0,0.000000,0.000000
-3,0.899000,0,0.000000,0.000000
-2,0.900000,0,0.000000,0.000000
-1,0.901000,0,0.000000,0.000000
0,0.902000,0,0.000000,0.000000
1,0.903000,0,0.000000,0.000000
2,0.904000,0,0.000000,0.000000
3,0.905000,100,0.905000,0.000000
4,0.906000,100,0.906000,0.000000
5,0.907000,0,0.000000,0.000000
6,0.908000,0,0.000000,0.000000
7,0.909000,0,0.000000,0.000000
8,0.910000,0,0.000000,0.000000
9,0.911000,0,0.000000,0.000000
10,0.912000,0,0.000000,0.000000
