factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.volume_std_10,-0.028045805684121107,-2.809447046364694,-0.06265324175872536,-6.606292786687764,-0.004081544774652396,0.4383561643835616,1.0,0.0019212709600058453,0.005996710354511769
