,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,883980.8613166551
Total Return [%],-11.601913868334494
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000032
Total Fees Paid,0.0
Max Drawdown [%],24.097602657504524
Max Drawdown Duration,329 days 00:00:00
Total Trades,42647
Total Closed Trades,42387
Total Open Trades,260
Open Trade PnL,21747.69962463487
Win Rate [%],68.41248496001133
Best Trade [%],182.02611392702673
Worst Trade [%],-32.49942519533759
Avg Winning Trade [%],10.99803279867305
Avg Losing Trade [%],-4.553453009681853
Avg Winning Trade Duration,12 days 01:21:41.303538175
Avg Losing Trade Duration,9 days 01:19:30.352515818
Profit Factor,0.8562417673598611
Expectancy,-3.4426522584086747
Sharpe Ratio,-0.3576243381156444
Calmar Ratio,-0.4890079664249683
Omega Ratio,0.948028038047976
Sortino Ratio,-0.4484827897335581
