,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1227603.4074950134
Total Return [%],22.76034074950133
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000246
Total Fees Paid,0.0
Max Drawdown [%],20.36179996915019
Max Drawdown Duration,161 days 00:00:00
Total Trades,47898
Total Closed Trades,47638
Total Open Trades,260
Open Trade PnL,-17171.003051113534
Win Rate [%],59.85557748016289
Best Trade [%],97.260875267354
Worst Trade [%],-37.76005712079058
Avg Winning Trade [%],4.519932481461457
Avg Losing Trade [%],-3.598137558555179
Avg Winning Trade Duration,4 days 00:00:48.481447709
Avg Losing Trade Duration,5 days 09:32:50.401780981
Profit Factor,1.157535703902277
Expectancy,4.692178058427402
Sharpe Ratio,0.9212460006267309
Calmar Ratio,1.1384942892182854
Omega Ratio,1.1446709239516932
Sortino Ratio,1.2142772308303662
