,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1162762.1733131781
Total Return [%],16.27621733131782
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000217
Total Fees Paid,0.0
Max Drawdown [%],15.239760282214831
Max Drawdown Duration,98 days 00:00:00
Total Trades,42480
Total Closed Trades,42220
Total Open Trades,260
Open Trade PnL,-25704.912390164827
Win Rate [%],56.21032685930838
Best Trade [%],104.21115147213796
Worst Trade [%],-31.0618799157981
Avg Winning Trade [%],4.243592093063215
Avg Losing Trade [%],-3.8644080487159114
Avg Winning Trade Duration,4 days 00:10:33.473790662
Avg Losing Trade Duration,6 days 01:41:57.987504110
Profit Factor,1.155373054280344
Expectancy,4.082872662673644
Sharpe Ratio,0.7683332088641327
Calmar Ratio,1.0872637344307627
Omega Ratio,1.1267499288868636
Sortino Ratio,1.012162742560169
