,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,990904.2335806061
Total Return [%],-0.9095766419393926
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000196
Total Fees Paid,0.0
Max Drawdown [%],20.185919355701497
Max Drawdown Duration,189 days 00:00:00
Total Trades,49659
Total Closed Trades,49399
Total Open Trades,260
Open Trade PnL,6444.829908309548
Win Rate [%],66.91431000627543
Best Trade [%],214.5978152929495
Worst Trade [%],-31.63858037333725
Avg Winning Trade [%],6.6334991181790555
Avg Losing Trade [%],-3.7553429856942677
Avg Winning Trade Duration,8 days 11:38:24.849493268
Avg Losing Trade Duration,7 days 15:36:00.801533799
Profit Factor,0.9869265673037382
Expectancy,-0.5750375889335579
Sharpe Ratio,0.0864855411356594
Calmar Ratio,-0.04580955474456233
Omega Ratio,1.0126449380357392
Sortino Ratio,0.11036217554055348
