,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1095783.7762076056
Total Return [%],9.578377620760564
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000173
Total Fees Paid,0.0
Max Drawdown [%],18.44560483879372
Max Drawdown Duration,96 days 00:00:00
Total Trades,42657
Total Closed Trades,42397
Total Open Trades,260
Open Trade PnL,-21810.259564076197
Win Rate [%],58.03240795339293
Best Trade [%],64.80064432616166
Worst Trade [%],-31.452003956738867
Avg Winning Trade [%],4.229272937927323
Avg Losing Trade [%],-3.481090875957045
Avg Winning Trade Duration,4 days 06:35:10.486099821
Avg Losing Trade Duration,5 days 11:09:02.268864427
Profit Factor,1.0982706374010076
Expectancy,2.3550941847627307
Sharpe Ratio,0.4968560578207027
Calmar Ratio,0.5283656008410974
Omega Ratio,1.080554236624095
Sortino Ratio,0.645229058145656
