,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1267927.977167356
Total Return [%],26.792797716735606
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000146
Total Fees Paid,0.0
Max Drawdown [%],16.05082376574758
Max Drawdown Duration,60 days 00:00:00
Total Trades,47903
Total Closed Trades,47643
Total Open Trades,260
Open Trade PnL,-17244.636403157932
Win Rate [%],59.59952144071532
Best Trade [%],148.47161572052406
Worst Trade [%],-30.29648808276192
Avg Winning Trade [%],4.041395935555028
Avg Losing Trade [%],-3.4115686131054175
Avg Winning Trade Duration,4 days 10:03:59.619651347
Avg Losing Trade Duration,6 days 06:34:21.354330708
Profit Factor,1.2435064956114439
Expectancy,5.730127375038073
Sharpe Ratio,1.1374456330566032
Calmar Ratio,1.7006502467838547
Omega Ratio,1.18120240621158
Sortino Ratio,1.486163615197594
