order_id,side,level_index,price,qty,placed_time,status
1082226099,BUY,-123,0.883,100,2026-04-17 10:32:40,placed
1082226100,BUY,-122,0.884,100,2026-04-17 10:32:40,placed
1082226102,BUY,-124,0.882,100,2026-04-17 10:32:40,placed
1082597536,BUY,-128,0.878,100,2026-04-17 13:30:20,placed
1082600431,BUY,-124,0.882,100,2026-04-17 13:41:05,placed
1082603004,BUY,-129,0.877,100,2026-04-17 13:50:20,placed
1082605203,BUY,-125,0.881,100,2026-04-17 13:56:29,placed
1082613965,BUY,-124,0.882,100,2026-04-17 14:26:44,placed
1082620280,BUY,-123,0.883,100,2026-04-17 14:43:08,placed
1082622127,BUY,-122,0.884,100,2026-04-17 14:45:53,placed
1082623515,BUY,-121,0.885,100,2026-04-17 14:48:35,placed
1082163089,BUY,-150,0.856,100,2026-04-20 09:15:00,placed
1082163090,BUY,-149,0.857,100,2026-04-20 09:15:00,placed
1082163092,BUY,-148,0.858,100,2026-04-20 09:15:00,placed
1082163095,BUY,-147,0.859,100,2026-04-20 09:15:00,placed
1082163097,BUY,-146,0.86,100,2026-04-20 09:15:00,placed
1082163197,BUY,-127,0.879,100,2026-04-20 09:15:08,placed
1082163198,BUY,-126,0.88,100,2026-04-20 09:15:09,placed
1082163199,BUY,-125,0.881,100,2026-04-20 09:15:09,placed
1082163200,BUY,-124,0.882,100,2026-04-20 09:15:09,placed
1082163225,BUY,-135,0.871,100,2026-04-20 09:15:18,placed
1082163226,BUY,-134,0.872,100,2026-04-20 09:15:18,placed
1082163227,BUY,-133,0.873,100,2026-04-20 09:15:18,placed
1082163228,BUY,-132,0.874,100,2026-04-20 09:15:18,placed
1082163229,BUY,-131,0.875,100,2026-04-20 09:15:18,placed
1082163569,BUY,-130,0.876,100,2026-04-20 09:15:36,placed
1082163570,BUY,-129,0.877,100,2026-04-20 09:15:36,placed
1082163571,BUY,-128,0.878,100,2026-04-20 09:15:36,placed
1082164436,BUY,-136,0.87,100,2026-04-20 09:18:18,placed
1082165007,BUY,-140,0.866,100,2026-04-20 09:21:39,placed
1082165008,BUY,-139,0.867,100,2026-04-20 09:21:39,placed
1082165009,BUY,-138,0.868,100,2026-04-20 09:21:39,placed
1082165010,BUY,-137,0.869,100,2026-04-20 09:21:39,placed
1082167100,BUY,-133,0.873,100,2026-04-20 09:30:00,placed
1082167294,BUY,-132,0.874,100,2026-04-20 09:30:03,placed
1082167687,BUY,-131,0.875,100,2026-04-20 09:30:09,placed
1082168397,BUY,-130,0.876,100,2026-04-20 09:30:21,placed
1082169788,BUY,-132,0.874,100,2026-04-20 09:31:06,placed
1082170258,BUY,-131,0.875,100,2026-04-20 09:31:24,placed
1082170508,BUY,-130,0.876,100,2026-04-20 09:31:39,placed
1082171350,BUY,-129,0.877,100,2026-04-20 09:32:39,placed
1082171385,BUY,-130,0.876,100,2026-04-20 09:32:42,placed
1082172759,BUY,-129,0.877,100,2026-04-20 09:34:45,placed
1082172799,BUY,-130,0.876,100,2026-04-20 09:34:48,placed
1082173018,BUY,-128,0.878,100,2026-04-20 09:35:00,placed
1082173475,BUY,-127,0.879,100,2026-04-20 09:35:27,placed
1082177645,BUY,-132,0.874,100,2026-04-20 09:45:06,placed
1082180571,BUY,-135,0.871,100,2026-04-20 09:55:27,placed
1082184159,BUY,-136,0.87,100,2026-04-20 10:06:45,placed
1082184285,BUY,-135,0.871,100,2026-04-20 10:07:30,placed
1082192605,BUY,-134,0.872,100,2026-04-20 10:50:06,placed
1082192608,BUY,-135,0.871,100,2026-04-20 10:50:09,placed
1082200239,BUY,-134,0.872,100,2026-04-20 11:22:51,placed
1082201252,BUY,-135,0.871,100,2026-04-20 11:29:54,placed
1082210636,BUY,-134,0.872,100,2026-04-20 13:56:27,placed
1082210648,BUY,-135,0.871,100,2026-04-20 13:56:30,placed
1082217728,BUY,-141,0.865,100,2026-04-20 14:25:36,placed
1082217920,BUY,-137,0.869,100,2026-04-20 14:26:21,placed
1082220105,BUY,-142,0.864,100,2026-04-20 14:34:52,placed
1082222125,BUY,-138,0.868,100,2026-04-20 14:40:55,placed
1090521476,BUY,-152,0.854,100,2026-04-21 09:15:04,placed
1090521478,BUY,-151,0.855,100,2026-04-21 09:15:04,placed
1090521479,BUY,-150,0.856,100,2026-04-21 09:15:05,placed
1090521481,BUY,-149,0.857,100,2026-04-21 09:15:05,placed
1090521485,BUY,-148,0.858,100,2026-04-21 09:15:05,placed
1090521654,BUY,-143,0.863,100,2026-04-21 09:15:12,placed
1090521655,BUY,-142,0.864,100,2026-04-21 09:15:12,placed
1090521657,BUY,-141,0.865,100,2026-04-21 09:15:12,placed
1090521658,BUY,-140,0.866,100,2026-04-21 09:15:12,placed
1090521804,BUY,-139,0.867,100,2026-04-21 09:15:30,placed
1090521805,BUY,-138,0.868,100,2026-04-21 09:15:30,placed
1090522979,BUY,-147,0.859,100,2026-04-21 09:18:12,placed
1090522981,BUY,-146,0.86,100,2026-04-21 09:18:12,placed
1090523672,BUY,-145,0.861,100,2026-04-21 09:21:42,placed
1090537676,BUY,-146,0.86,100,2026-04-21 09:39:49,placed
1090545090,BUY,-153,0.853,100,2026-04-21 09:55:34,placed
1090545365,BUY,-154,0.852,100,2026-04-21 09:56:18,placed
1090545574,BUY,-150,0.856,100,2026-04-21 09:56:34,placed
1090545857,BUY,-149,0.857,100,2026-04-21 09:57:31,placed
1090547605,BUY,-148,0.858,100,2026-04-21 10:02:09,placed
1090569405,BUY,-155,0.851,100,2026-04-21 11:18:07,placed
1090570344,BUY,-156,0.85,100,2026-04-21 11:22:49,placed
1090570354,BUY,-152,0.854,100,2026-04-21 11:22:52,placed
1090573572,BUY,-157,0.849,100,2026-04-21 13:00:10,placed
1090573981,BUY,-154,0.852,100,2026-04-21 13:00:37,placed
1090573982,BUY,-153,0.853,100,2026-04-21 13:00:37,placed
1090574130,BUY,-158,0.848,100,2026-04-21 13:00:58,placed
1090575222,BUY,-159,0.847,100,2026-04-21 13:05:16,placed
1090575301,BUY,-160,0.846,100,2026-04-21 13:05:55,placed
