code,date,close,amount,ma_amount,ratio,market_cap,last_price
601222.SH,20260113,5.9,414234134.0,92067414.2,4.499248052086598,119.69582796359998,5.81
603999.SH,20251201,7.93,844769770.0,119282153.95,7.082113644209557,43.2576,7.51
600255.SH,20251203,3.95,1033978213.0,208049212.2,4.969873243288349,75.49694271899999,4.18
603006.SH,20260116,14.08,220741926.0,41435083.6,5.327415967853869,34.146345775,13.43
600824.SH,20251219,4.99,970128477.0,211038792.55,4.596920145712803,50.382494089400005,4.78
603708.SH,20251217,13.14,819368769.0000001,143320647.35,5.717032291928175,85.4735485825,13.39
603089.SH,20260119,14.23,317525890.0,78397225.45,4.050218463439257,31.9484279708,13.31
605001.SH,20251229,7.81,192264038.00000003,43436475.95,4.4263268093230295,30.448665,7.75
600433.SH,20260116,3.4400000000000004,485338150.0,93114879.85,5.212251261901833,60.2096056152,3.44
601038.SH,20251210,13.62,403150513.00000006,79671164.85,5.060180979643353,106.24360593,14.52
600774.SH,20260120,11.64,488612462.0,70343228.6,6.946119359667834,31.990371213499998,10.85
600081.SH,20260113,12.47,189273915.0,43614204.5,4.339730992915393,65.533601145,11.85
600178.SH,20251229,13.16,345594693.0,68023366.55,5.080529096512351,58.2628725089,12.49
603018.SH,20260127,8.2,705017171.9999999,100678245.5,7.002676382555752,56.344823607200006,8.24
600611.SH,20251202,5.8,466425627.0,114749213.45,4.064739208022868,89.73435929360001,5.74
605162.SH,20260112,10.18,408534671.0,52286406.95,7.813401127192963,36.6934029832,9.16
600158.SH,20260121,9.71,987938086.0,240163861.0,4.1136001140488,93.93632925930001,9.790000000000001
603777.SH,20251219,14.89,892658054.0,159419453.6,5.599429892914901,45.7157834922,13.67
605055.SH,20251212,9.8,310017989.0,54818329.2,5.655370995874861,38.94,8.85
600789.SH,20260126,10.23,1342049864.0,263762822.95,5.08809334458179,84.5648123712,9.41
605500.SH,20251225,9.78,264235049.0,40767998.35,6.481432979159252,36.75728,8.870000000000001
600906.SH,20260106,7.12,743610445.0,155104495.8,4.794254616312675,148.27159951,6.98
600817.SH,20260129,12.63,217751746.0,47898727.3,4.5460862589557784,66.84356089980001,12.63
600648.SH,20260105,10.8,150379183.0,34573646.4,4.349532047044942,124.9272218718,10.98
603408.SH,20251210,14.16,287375418.0,62417075.8,4.604115369339363,58.9006068,13.16
600784.SH,20260112,7.729999999999999,482838362.00000006,118460215.8,4.075953759996443,48.174007350100005,7.13
603165.SH,20260119,14.8,214703708.0,51644210.55,4.157362571979523,38.797425555,14.7
600797.SH,20260114,11.63,2377473287.0000005,591723119.4,4.017881352026146,112.00037433,10.9
601015.SH,20260107,4.07,540370597.0,122415368.7,4.414238201775722,90.48264540769999,4.43
600189.SH,20260120,8.13,671003187.0,135456625.05,4.953638751536279,59.8620568644,8.370000000000001
600133.SH,20260109,10.66,1458808825.0,229920051.6,6.344852546997254,113.5545466875,10.65
603223.SH,20251204,11.45,551660142.9999999,111172515.45,4.962198982068638,71.7043794184,10.04
600960.SH,20251222,5.800000000000001,556462646.9999999,114910953.55,4.842555298767685,49.0466007288,5.16
600616.SH,20260129,5.95,301473855.0,74228923.25,4.0614068182647385,40.140297,6.0
600279.SH,20251226,5.85,591492077.0000001,81363219.80000001,7.269772244190366,66.2271385914,5.58
600197.SH,20260129,14.77,493911567.0,81719731.85,6.043969501840699,69.8879057009,14.77
603711.SH,20251204,15.38,716116984.0,134920656.15,5.3076897521447455,55.3251294,13.4
601500.SH,20251202,4.69,502068132.0,99492902.0,5.046270858598536,74.717634692,4.72
600894.SH,20260108,9.8,218404024.00000003,44573410.7,4.899872380643288,81.279124498,9.64
600657.SH,20251127,4.0,478013979.00000006,89401767.3,5.34680681866118,100.38612654399999,3.52
603128.SH,20251222,6.32,603708142.0,80314892.9,7.516764577544496,78.2809803412,5.98
