code,date,close,amount,ma_amount,ratio,market_cap,last_price
600982.SH,20260128,4.64,23819195.000000004,1190959.7500000002,20.0,52.30496629799999,4.68
600081.SH,20260128,12.0,10137950.0,506897.5,20.0,66.086627315,11.95
603878.SH,20260128,9.29,128585161.0,6429258.05,20.0,52.3541290299,9.33
600789.SH,20260126,10.23,1342049864.0,263762822.95,5.08809334458179,88.4290917888,9.84
603230.SH,20260128,12.58,17099570.0,854978.5,20.0,44.8267164,12.68
600851.SH,20260122,8.0,427290155.00000006,90327938.15,4.730431843694198,57.137152914000005,7.74
600683.SH,20260128,4.51,18921015.0,946050.75,20.0,33.5572251441,4.53
600936.SH,20260128,4.26,29301565.000000004,1465078.2500000002,20.0,70.8515125336,4.24
603718.SH,20260126,7.02,433516413.0,108175650.65,4.007523046037718,42.76776223,6.59
600992.SH,20260128,13.93,75497653.0,3774882.65,20.0,34.3126,14.0
600248.SH,20260128,3.58,31745418.000000004,1587270.9000000001,20.0,135.259483939,3.65
600293.SH,20260126,3.64,1001006804.0,181002646.95,5.530343455565693,42.4613086836,3.66
601789.SH,20260128,5.32,167204342.0,8360217.1,20.0,57.709005129,5.31
600059.SH,20260126,9.72,466621721.00000006,108643219.35,4.294991659780929,90.242698887,9.9
600821.SH,20260126,5.760000000000001,725876080.0,177495537.8,4.089545511943568,114.2434695116,5.72
603010.SH,20260128,11.29,65370411.0,3268520.55,20.0,66.5044652904,11.28
603331.SH,20260127,16.58,1072520795.0,249761194.5,4.2941850800605454,30.1646048912,14.92
600526.SH,20260128,5.61,17816705.000000004,890835.2500000002,20.0,48.97570055400001,5.61
600770.SH,20260122,6.8,1203166293.9999998,180007979.05,6.683960901898697,88.4,6.8
601616.SH,20260122,5.82,2005256038.0,361566889.95,5.546016777911553,43.878911396599996,5.14
600661.SH,20260128,10.63,14970562.0,748528.1,20.0,31.061893171999998,10.84
600929.SH,20260122,6.04,477255322.0,87651302.05,5.444931345432307,101.687021872,6.2
600841.SH,20260122,7.7,973724181.0,169906825.1,5.730930352132158,93.97650600840001,9.01
002030.SZ,20260127,7.71,2071035503.58,241270079.27349997,8.583888685311479,107.0829322416,7.63
002283.SZ,20260123,7.220000000000001,1108336338.36,173438150.70450002,6.390383741166372,69.54438152969999,6.93
000565.SZ,20260126,8.67,743793028.95,156283326.46100003,4.759260285745269,36.378387258000004,8.39
000670.SZ,20260123,9.69,2874393828.9700003,197046348.40600002,14.587399625632827,74.625147234,9.08
000631.SZ,20260123,3.9,270525715.28000003,66666655.18350001,4.057886428160793,102.7574727036,4.29
000045.SZ,20260122,13.28,548044370.5,130208253.011,4.2089833618588,59.7784578492,13.08
002141.SZ,20260123,4.19,669913090.7199999,116642226.3005,5.743315366719198,40.555040825,3.98
002783.SZ,20260123,11.04,812612383.0400001,186968412.287,4.346254926701869,47.215320409600004,10.36
002721.SZ,20260126,3.7,1155894954.4,248567310.78249997,4.65022915024987,105.0454552925,3.95
000990.SZ,20260123,9.21,950267791.83,191701573.467,4.957016130040172,112.89548339150002,9.290000000000001
002440.SZ,20260122,9.330000000000002,1007260935.4,190139771.294,5.297476317264219,101.7335569175,10.75
002022.SZ,20260126,6.95,243414578.63,53379435.816,4.560081516579812,34.7634391208,6.76
000037.SZ,20260123,9.24,398446749.03,89435062.464,4.455151459086703,31.281222245,9.23
002274.SZ,20260126,6.52,393850130.57,91354544.12900001,4.311226489334255,61.429118015,6.55
002860.SZ,20260126,14.94,1100911286.56,252551270.99,4.359159556966124,51.432427489700004,14.71
000573.SZ,20260128,4.85,487259226.78,101915595.1205,4.781007521016667,30.69879372150001,4.850000000000001
000059.SZ,20260123,6.08,706246205.92,174755242.6455,4.041344884586134,97.7259390107,6.11
002728.SZ,20260127,13.84,2051026276.07,475335084.996,4.314906138450225,48.797457807,12.95
002165.SZ,20260122,9.99,3186041561.73,515277162.482,6.183160818506675,77.856356072,10.7
002724.SZ,20260128,7.67,286232978.28000003,61258937.725,4.672509659977131,43.5493061588,7.67
002437.SZ,20260122,3.52,961766902.87,217273098.2085,4.426534673644077,73.26306767,3.49
002818.SZ,20260123,12.04,196022893.1,42469226.515499994,4.615645472809765,34.6392698751,11.61
000652.SZ,20260127,4.74,729797307.14,126361325.567,5.775479988559022,67.82526851400003,4.600000000000001
000968.SZ,20260123,7.95,551726932.16,132763125.04949999,4.155724203948134,79.52871865200001,8.22
